mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,197,199,200,201,202,n_gl
irritable bowel syndrome,Drug,duloxetine,3,,,,,1,2,,3
irritable bowel syndrome,Drug,linaclotide,1,,1,,,,2,,2
irritable bowel syndrome,Drug,ramosetron,2,,,,,1,1,,2
ischemia,placebo,placebo,16,,2,,,4,14,,18
ischemia,Drug,clopidogrel,7,,,,,,7,,7
ischemia,Drug,aspirin,4,,,,,,4,,4
ischemia,Drug,atorvastatin,4,,,,,1,3,,4
ischemia,Drug,ticagrelor,4,,,,,,4,,4
ischemia,Drug,dipyridamole,3,,,,,2,1,,3
ischemia,Device,poba,1,,1,,,,2,,2
ischemia,Device,revealâ® xt insertable cardiac monitor,2,,,,,,2,,2
ischemia,Device,xience primeâ„¢,2,,,,,,2,,2
ischemia,Device,xience vâ®,2,,,,,,2,,2
ischemia,Device,xience vâ®/ xience primeâ„¢,2,,,,,,2,,2
ischemia,Drug,abciximab,2,,,,,1,1,,2
ischemia,Drug,amlodipine,2,,,,,1,1,,2
ischemia,Drug,aspirinï¼œchinese herbsï¼›,2,,,,,,2,,2
ischemia,Drug,ginkgolides meglumine injection,2,,,,,,2,,2
ischemia,Drug,naoxintong capsule,2,,,,,,2,,2
ischemia,Drug,neovasculgenâ®,2,,,,,,2,,2
ischemia,Drug,rosuvastatin,2,,,,,1,1,,2
ischemia,Drug,saline,2,,,,,1,,1,2
"ischemic attack, transient",Device,revealâ® xt insertable cardiac monitor,2,,,,,,2,,2
"jaw, edentulous",Procedure,abutment connection,2,,,,,,2,,2
"jaw, edentulous",Procedure,implant insertion,2,,,,,,2,,2
"jaw, edentulous",Procedure,implant insertion/abutment connection,2,,,,,,2,,2
"jaw, edentulous, partially",Procedure,abutment connection,2,,,,,,2,,2
"jaw, edentulous, partially",Procedure,implant insertion,2,,,,,,2,,2
"jaw, edentulous, partially",Procedure,implant insertion/abutment connection,2,,,,,,2,,2
joint diseases,placebo,placebo,2,,1,,,,3,,3
joint diseases,Drug,bupivacaine,1,,1,,,,2,,2
joint diseases,Drug,corticosteroid,2,,,,,,2,,2
joint diseases,Drug,dexamethasone,2,,,,,,2,,2
joint diseases,Drug,ropivacaine,1,,1,,,,2,,2
joint diseases,Drug,saline,2,,,,,,1,1,2
keratoconjunctivitis,Drug,"carboxymethylcellulose 0.5% , glycerin 0.9% (optiveâ® md)",2,,,,,,2,,2
keratoconjunctivitis,Drug,dexamethasone,2,,,,,1,1,,2
keratoconjunctivitis,Drug,fluconâ®,2,,,,,,2,,2
keratoconjunctivitis,Drug,retaineâ„¢,2,,,,,,2,,2
keratoconjunctivitis,Drug,sodium hyaluronate 0.18% (vismedâ® multi),2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,systane complete,3,,,,,,2,1,3
keratoconjunctivitis sicca,Device,blink contactsâ® eye drops,2,,,,,,2,,2
keratoconjunctivitis sicca,Device,hyabakâ®,2,,,,,,2,,2
keratoconjunctivitis sicca,Device,hydrabakâ®,2,,,,,,2,,2
keratoconjunctivitis sicca,Device,thealoz duoâ®,2,,,,,,2,,2
keratoconjunctivitis sicca,Dietary Supplement,theratearsâ® nutrition,2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,"azithromycin ophthalmic solution, 1%",2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,blinkâ® tears lubricant eye drops,2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,carboxymethylcellulose 0.5%,2,,,,,1,1,,2
keratoconjunctivitis sicca,Drug,"carboxymethylcellulose 0.5% , glycerin 0.9% (optiveâ® md)",2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,glycerin 0.9%,2,,,,,1,1,,2
keratoconjunctivitis sicca,Drug,lotemax,2,,,,,1,1,,2
keratoconjunctivitis sicca,Drug,restasis,2,,,,,1,1,,2
keratoconjunctivitis sicca,Drug,retaineâ„¢,2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,rohto dry-aidâ®,2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,sodium hyaluronate 0.18%,2,,,,,1,1,,2
keratoconjunctivitis sicca,Drug,sodium hyaluronate 0.18% (vismedâ® multi),2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,systane,2,,,,,2,,,2
keratoconjunctivitis sicca,Drug,systaneâ® ultra,2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,theratearsâ® lubricant eye drop,2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,theratearsâ® preservative-free single-use containers,2,,,,,,2,,2
keratoconjunctivitis sicca,Drug,visineâ® for contactsâ®,2,,,,,,2,,2
keratoconjunctivitis sicca,Other,systane,2,,,,,1,1,,2
keratoconjunctivitis sicca,Other,systane ultra,2,,,,,1,1,,2
keratoconjunctivitis sicca,Other,systane ultra lubricant eye drops,2,,,,,,2,,2
keratoconjunctivitis sicca,Other,theratearsâ® theralidâ® eyelid cleanser,2,,,,,,2,,2
keratosis,Drug,diclofenac,3,,,,,1,2,,3
keratosis,Drug,imiquimod,2,,1,,,,3,,3
keratosis,Drug,aminolevulinic acid,2,,,,,,2,,2
keratosis,Drug,imiquimod 5% cream,1,,1,,,,2,,2
keratosis,Drug,ingenol mebutate,2,,,,,,2,,2
keratosis,Drug,ingenol mebutate gel 0.015%,2,,,,,,2,,2
keratosis,Drug,"ingenol mebutate gel, 0.015%",2,,,,,,2,,2
keratosis,Procedure,cryotherapy,2,,,,,,2,,2
"keratosis, actinic",Drug,diclofenac,3,,,,,1,2,,3
"keratosis, actinic",Drug,imiquimod,2,,1,,,,3,,3
"keratosis, actinic",Drug,aminolevulinic acid,2,,,,,,2,,2
"keratosis, actinic",Drug,imiquimod 5% cream,1,,1,,,,2,,2
"keratosis, actinic",Drug,ingenol mebutate,2,,,,,,2,,2
"keratosis, actinic",Drug,ingenol mebutate gel 0.015%,2,,,,,,2,,2
"keratosis, actinic",Drug,"ingenol mebutate gel, 0.015%",2,,,,,,2,,2
"keratosis, actinic",Procedure,cryotherapy,2,,,,,,2,,2
kidney calculi,placebo,placebo,2,,,,,,2,,2
kidney diseases,placebo,placebo,24,,2,,,8,18,,26
kidney diseases,Drug,paricalcitol,9,,1,,,,10,,10
kidney diseases,Drug,aliskiren,4,,2,,,,6,,6
kidney diseases,Drug,darbepoetin alfa,6,,,,,2,4,,6
kidney diseases,Drug,calcitriol,5,,,,,1,4,,5
kidney diseases,Drug,cinacalcet,5,,,,,2,3,,5
kidney diseases,Drug,valsartan,4,,1,,,3,2,,5
kidney diseases,Drug,atorvastatin,3,,1,,,2,2,,4
kidney diseases,Drug,losartan,4,,,,,2,2,,4
kidney diseases,Drug,mycophenolate mofetil,4,,,,,3,1,,4
kidney diseases,Drug,sodium bicarbonate,4,,,,,,4,,4
kidney diseases,Drug,allopurinol,3,,,,,1,2,,3
kidney diseases,Drug,epoetin alfa,3,,,,,,3,,3
kidney diseases,Drug,ferrous sulfate,2,,1,,,2,1,,3
kidney diseases,Drug,methoxy polyethylene glycol-epoetin beta,3,,,,,,3,,3
kidney diseases,Drug,ramipril,3,,,,,2,1,,3
kidney diseases,Drug,tacrolimus,3,,,,,1,2,,3
kidney diseases,Device,norditropin nordiflexâ®,2,,,,,,2,,2
kidney diseases,Drug,ast-120,2,,,,,,2,,2
kidney diseases,Drug,bortezomib (velcadeâ®),2,,,,,,2,,2
kidney diseases,Drug,calcitriol (rocaltrolâ®),2,,,,,,2,,2
kidney diseases,Drug,chlorthalidone,2,,,,,,2,,2
kidney diseases,Drug,cilostazol,2,,,,,1,1,,2
kidney diseases,Drug,dexmedetomidine,2,,,,,,2,,2
kidney diseases,Drug,ferrous sulfate  ,2,,,,,2,,,2
kidney diseases,Drug,ferumoxytol,2,,,,,,2,,2
kidney diseases,Drug,furosemide,2,,,,,1,1,,2
kidney diseases,Drug,hectorolâ® injection,2,,,,,2,,,2
kidney diseases,Drug,hydrochlorothiazide,2,,,,,,2,,2
kidney diseases,Drug,irbesartan,2,,,,,,2,,2
kidney diseases,Drug,iron sucrose,2,,,,,,2,,2
kidney diseases,Drug,ketosterilâ®,2,,,,,2,,,2
kidney diseases,Drug,methoxy polyethylene glycol-epoetin beta [mircera],1,,1,,,1,1,,2
kidney diseases,Drug,ml,2,,,,,1,1,,2
kidney diseases,Drug,prednisone,2,,,,,2,,,2
kidney diseases,Drug,probucol,2,,,,,,2,,2
kidney diseases,Drug,rosuvastatin,2,,,,,,2,,2
kidney diseases,Drug,sevelamer carbonate,1,,1,,,,2,,2
kidney diseases,Drug,sirolimus,2,,,,,2,,,2
kidney diseases,Drug,sodium bicarbonate solution,2,,,,,1,1,,2
kidney diseases,Drug,sodium chloride,2,,,,,,2,,2
kidney diseases,Drug,tacrolimus - advagrafâ® once daily formulation,2,,,,,,2,,2
kidney diseases,Drug,tacrolimus - prografâ® twice daily formulation,2,,,,,,2,,2
kidney diseases,Drug,telmisartan,2,,,,,2,,,2
kidney diseases,Drug,vitamin d,1,1,,,,,1,1,2
kidney diseases,Drug,zemplarâ® injection,2,,,,,2,,,2
"kidney failure, chronic",placebo,placebo,4,,3,,,,7,,7
"kidney failure, chronic",Drug,tacrolimus,5,,,,,2,3,,5
"kidney failure, chronic",Drug,mycophenolate mofetil,4,,,,,1,3,,4
"kidney failure, chronic",Drug,cinacalcet,3,,,,,3,,,3
"kidney failure, chronic",Drug,everolimus,3,,,,,,3,,3
"kidney failure, chronic",Drug,methylprednisolone,3,,,,,1,2,,3
"kidney failure, chronic",Drug,advagrafâ®,2,,,,,,2,,2
"kidney failure, chronic",Drug,apixaban,2,,,,,,2,,2
"kidney failure, chronic",Drug,corticosteroids,2,,,,,,2,,2
"kidney failure, chronic",Drug,envarsusâ®,2,,,,,,2,,2
"kidney failure, chronic",Drug,ferrous sulfate,2,,,,,2,,,2
"kidney failure, chronic",Drug,ferrous sulfate  ,2,,,,,2,,,2
"kidney failure, chronic",Drug,neoral,2,,,,,2,,,2
"kidney failure, chronic",Drug,prednisone,2,,,,,1,1,,2
"kidney failure, chronic",Drug,prografâ®,2,,,,,,2,,2
"kidney failure, chronic",Drug,renamezin capsule,2,,,,,,2,,2
kyphosis,Procedure,multilevel spinal fusion with actifuse abxâ®,,,2,,,,2,,2
labor pain,Drug,bupivacaine,2,,1,,,1,2,,3
labor pain,Device,"wound infusion (dosi-painâ® kit, leventon sau, spain)",2,,,,,,2,,2
labor pain,Drug,fentanyl,2,,,,,,2,,2
labor pain,Drug,remifentanil,2,,,,,2,,,2
labor pain,Drug,ropivacaine (ropivacaina molteniâ®),2,,,,,,2,,2
lacerations,Drug,midazolam,3,,,,,,3,,3
laryngeal diseases,Procedure,esophageal,2,,,,,2,,,2
laryngeal diseases,Procedure,esophageal/laryngeal biopsies,2,,,,,2,,,2
laryngeal diseases,Procedure,laryngeal biopsies,2,,,,,2,,,2
laryngopharyngeal reflux,Drug,omeprazole,1,,1,,,1,1,,2
laryngopharyngeal reflux,Procedure,esophageal,2,,,,,2,,,2
laryngopharyngeal reflux,Procedure,esophageal/laryngeal biopsies,2,,,,,2,,,2
laryngopharyngeal reflux,Procedure,laryngeal biopsies,2,,,,,2,,,2
latent tuberculosis,Device,t-spot.tbâ®,2,,,,,,2,,2
leg ulcer,Device,aquacelâ® ag,2,,,,,,2,,2
leg ulcer,Device,urgotulâ® silver,2,,,,,,2,,2
leg ulcer,Drug,ropivacaã¯ne,2,,,,,,2,,2
leiomyoma,Device,contour seâ„¢ microspheres,2,,,,,2,,,2
leiomyoma,Device,embosphereâ® microspheres,2,,,,,2,,,2
leiomyoma,placebo,placebo,1,,1,,,,2,,2
leiomyomatosis,Device,contour seâ„¢ microspheres,2,,,,,2,,,2
leiomyomatosis,Device,embosphereâ® microspheres,2,,,,,2,,,2
leishmaniasis,Drug,meglumine antimoniate,3,,,,,1,2,,3
"leishmaniasis, cutaneous",Drug,meglumine antimoniate,2,,,,,1,1,,2
leprosy,Drug,dapsone,2,,,,,,2,,2
leukemia,Drug,cyclophosphamide,7,,2,,,4,5,,9
leukemia,Drug,nilotinib,7,,1,,,,8,,8
leukemia,Drug,vincristine,8,,,,,3,5,,8
leukemia,Drug,cytarabine,6,,,,,3,3,,6
leukemia,Drug,daunorubicin,6,,,,,3,3,,6
leukemia,Drug,dexamethasone,5,,,,,2,3,,5
leukemia,Drug,mercaptopurine,5,,,,,3,2,,5
leukemia,Drug,methotrexate,5,,,,,2,3,,5
leukemia,Drug,prednisone,5,,,,,2,3,,5
leukemia,Drug,rituximab,3,,2,,,1,4,,5
leukemia,Drug,fludarabine,2,,2,,,1,3,,4
leukemia,Drug,l-asparaginase,4,,,,,1,3,,4
leukemia,Drug,mitoxantrone,4,,,,,2,2,,4
leukemia,Drug,ara-c,3,,,,,1,2,,3
leukemia,Drug,cytosine arabinoside,3,,,,,1,2,,3
leukemia,Drug,g-csf,3,,,,,2,1,,3
leukemia,Drug,prednisolone,3,,,,,1,2,,3
leukemia,Drug,adriamycin,2,,,,,1,1,,2
leukemia,Drug,asparaginase,2,,,,,2,,,2
leukemia,Drug,atra,2,,,,,,2,,2
leukemia,Drug,chlorambucil,1,,1,,,,2,,2
leukemia,Drug,hydrocortisone,2,,,,,1,1,,2
leukemia,Drug,idarubicin,2,,,,,2,,,2
leukemia,Drug,vindesine,2,,,,,1,1,,2
leukemia,Drug,vp16,2,,,,,1,1,,2
"leukemia, lymphocytic, chronic, b-cell",Drug,chlorambucil,1,,1,,,,2,,2
"leukemia, lymphocytic, chronic, b-cell",Drug,cyclophosphamide,,,2,,,,2,,2
"leukemia, lymphocytic, chronic, b-cell",Drug,fludarabine,,,2,,,,2,,2
"leukemia, lymphocytic, chronic, b-cell",Drug,rituximab,,,2,,,,2,,2
"leukemia, lymphoid",Drug,cyclophosphamide,6,,2,,,3,5,,8
"leukemia, lymphoid",Drug,vincristine,7,,,,,3,4,,7
"leukemia, lymphoid",Drug,daunorubicin,6,,,,,3,3,,6
"leukemia, lymphoid",Drug,mercaptopurine,5,,,,,3,2,,5
"leukemia, lymphoid",Drug,methotrexate,5,,,,,2,3,,5
"leukemia, lymphoid",Drug,prednisone,5,,,,,2,3,,5
"leukemia, lymphoid",Drug,cytarabine,4,,,,,2,2,,4
"leukemia, lymphoid",Drug,cytosine arabinoside,4,,,,,1,3,,4
"leukemia, lymphoid",Drug,dexamethasone,4,,,,,2,2,,4
"leukemia, lymphoid",Drug,l-asparaginase,4,,,,,1,3,,4
"leukemia, lymphoid",Drug,rituximab,2,,2,,,1,3,,4
"leukemia, lymphoid",Drug,fludarabine,1,,2,,,,3,,3
"leukemia, lymphoid",Drug,asparaginase,2,,,,,2,,,2
"leukemia, lymphoid",Drug,chlorambucil,1,,1,,,,2,,2
"leukemia, lymphoid",Drug,hydrocortisone,2,,,,,1,1,,2
"leukemia, lymphoid",Drug,mitoxantrone,2,,,,,1,1,,2
"leukemia, lymphoid",Drug,prednisolone,2,,,,,1,1,,2
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,nilotinib,7,,1,,,,8,,8
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,imatinib mesylate,2,,,,,1,1,,2
"leukemia, myeloid",Drug,nilotinib,7,,1,,,,8,,8
"leukemia, myeloid",Drug,posaconazole,3,,,,,1,2,,3
"leukemia, myeloid",Drug,idarubicin,2,,,,,2,,,2
"leukemia, myeloid, acute",Drug,posaconazole,3,,,,,1,2,,3
"leukemia, myeloid, acute",Drug,idarubicin,2,,,,,2,,,2
"leukemia, promyelocytic, acute",Drug,atra,2,,,,,,2,,2
lewy body disease,placebo,placebo,2,,,,,1,1,,2
lipodystrophy,Drug,nelfinavir,2,,,,,2,,,2
liver abscess,Drug,ceftriaxone,2,,,,,,2,,2
"liver abscess, pyogenic",Drug,ceftriaxone,2,,,,,,2,,2
liver cirrhosis,placebo,placebo,5,,,,,1,4,,5
liver cirrhosis,Drug,thymosin-î±,4,,,,,,4,,4
liver cirrhosis,Drug,albumin,3,,,,,,3,,3
liver cirrhosis,Drug,entecavir,3,,,,,,3,,3
liver cirrhosis,Drug,rifaximin,1,,1,,,,2,,2
liver cirrhosis,Drug,rifaximin-î±,2,,,,,,2,,2
liver cirrhosis,Drug,tacrolimus,1,,1,,,1,1,,2
liver cirrhosis,Drug,treatment with entecavir(baracludeâ®),,,2,,,,2,,2
liver diseases,placebo,placebo,8,1,2,,,1,9,1,11
liver diseases,Drug,exenatide,3,,,,,1,2,,3
liver diseases,Drug,metformin,2,1,,,,,2,1,3
liver diseases,Drug,ribavirin,2,,1,,,2,1,,3
liver diseases,Drug,ferriproxâ®,2,,,,,,2,,2
liver diseases,Drug,insulin glargine,2,,,,,,2,,2
liver diseases,Drug,liraglutide,2,,,,,,2,,2
liver diseases,Drug,mycophenolate mofetil,1,,1,,,2,,,2
liver neoplasms,Drug,dexmedetomidine,2,,,,,,2,,2
lordosis,Procedure,multilevel spinal fusion with actifuse abxâ®,,,2,,,,2,,2
low back pain,placebo,placebo,8,,4,,,3,9,,12
low back pain,Drug,lidodermâ®,4,,2,,,6,,,6
low back pain,Drug,morphine,4,,,,,1,3,,4
low back pain,Drug,oxycodone,4,,,,,,4,,4
low back pain,Drug,duloxetine,2,,1,,,,3,,3
low back pain,Drug,naproxen,3,,,,,,3,,3
low back pain,Behavioral,educational intervention,1,1,,,,,1,1,2
low back pain,Drug,acetaminophen,1,,1,,,,2,,2
low back pain,Drug,buprenorphine transdermal patch,2,,,,,,2,,2
low back pain,Drug,celecoxib,,,2,,,1,1,,2
low back pain,Drug,corticoid (altimâ® 1.5 ml),,,2,,,,2,,2
low back pain,Drug,ibuprofen,1,1,,,,,1,1,2
low back pain,Drug,naloxone,2,,,,,,2,,2
low back pain,Drug,paracetamol,2,,,,,,2,,2
low back pain,Drug,tapentadol prolonged release,2,,,,,,2,,2
low back pain,Other,non-surgical treatments,2,,,,,,2,,2
low back pain,Procedure,decompressive laminectomy,2,,,,,,2,,2
lower urinary tract symptoms,placebo,placebo,3,,1,,,,4,,4
lower urinary tract symptoms,Drug,solifenacin,2,,,,,,2,,2
lower urinary tract symptoms,Drug,tamsulosin,2,,,,,,2,,2
lung diseases,placebo,placebo,41,1,2,,,8,35,1,44
lung diseases,Drug,tiotropium,19,1,2,,,3,18,1,22
lung diseases,Drug,fluticasone propionate,12,,1,,,8,5,,13
lung diseases,Drug,salmeterol,10,,1,,,5,6,,11
lung diseases,Drug,albuterol,8,,,,,,8,,8
lung diseases,Drug,budesonide,7,,1,,,2,6,,8
lung diseases,Drug,formoterol,8,,,,,1,7,,8
lung diseases,Drug,salbutamol,7,,1,,,,8,,8
lung diseases,Drug,acetazolamide oral capsule,6,,,,,,6,,6
lung diseases,Drug,umec,6,,,,,,6,,6
lung diseases,placebo,placebo oral capsule,6,,,,,,6,,6
lung diseases,Drug,albuterol/salbutamol,5,,,,,,5,,5
lung diseases,Drug,olodaterol,4,1,,,,,4,1,5
lung diseases,Drug,roflumilast,5,,,,,,5,,5
lung diseases,Device,handihaler,4,,,,,,4,,4
lung diseases,Device,mdi,4,,,,,,4,,4
lung diseases,Drug,fluticasone propionate/salmeterol combination product,3,,1,,,3,1,,4
lung diseases,Drug,salmeterol combination product,3,,1,,,3,1,,4
lung diseases,Drug,vi,4,,,,,,4,,4
lung diseases,Device,ellipta,3,,,,,,3,,3
lung diseases,Drug,arformoterol tartrate inhalation solution,2,,1,,,2,1,,3
lung diseases,Drug,budesonide/formoterol,3,,,,,,3,,3
lung diseases,Drug,ff,3,,,,,,3,,3
lung diseases,Drug,ff/umec/vi,3,,,,,,3,,3
lung diseases,Drug,fluticasone,3,,,,,1,2,,3
lung diseases,Drug,placebo to match ff/umec/vi,3,,,,,,3,,3
lung diseases,Drug,qva149,3,,,,,,3,,3
lung diseases,Drug,tiotropium bromide,3,,,,,1,2,,3
lung diseases,placebo,placebo to match ff,3,,,,,,3,,3
lung diseases,placebo,placebo to match tiotropium,3,,,,,,3,,3
lung diseases,Biological,ppsv23 pneumococcal vaccine (pneumovaxâ®),2,,,,,,2,,2
lung diseases,Device,actisight needle guidance system,2,,,,,,2,,2
lung diseases,Device,berodual hfa-mdi,2,,,,,2,,,2
lung diseases,Device,berodual respimat,2,,,,,2,,,2
lung diseases,Device,breezhalerâ®,2,,,,,,2,,2
lung diseases,Device,elliptaâ®,2,,,,,,2,,2
lung diseases,Device,handihalerâ®,2,,,,,,2,,2
lung diseases,Device,hemopatchâ„¢ sealing hemostat,2,,,,,,2,,2
lung diseases,Drug,50mcg,2,,,,,1,1,,2
lung diseases,Drug,aclidinium,2,,,,,,2,,2
lung diseases,Drug,azithromycin,2,,,,,2,,,2
lung diseases,Drug,dexamethasone,2,,,,,,2,,2
lung diseases,Drug,formoterol turbuhaler 320,2,,,,,2,,,2
lung diseases,Drug,formoterol turbuhaler 9âµg,2,,,,,2,,,2
lung diseases,Drug,indacaterol,2,,,,,,2,,2
lung diseases,Drug,ipratropium,2,,,,,,2,,2
lung diseases,Drug,ipratropium 500 âµg,2,,,,,2,,,2
lung diseases,Drug,ipratropium bromide,2,,,,,1,1,,2
lung diseases,Drug,normal saline,2,,,,,,2,,2
lung diseases,Drug,nva237,2,,,,,,2,,2
lung diseases,Drug,oxygen,2,,,,,,2,,2
lung diseases,Drug,placebo to match budesonide/formoterol,2,,,,,,2,,2
lung diseases,Drug,prednisone,2,,,,,,2,,2
lung diseases,Drug,"reference: salmeterol mdi 50 âµg (2 puffs of 25 âµg each) b.i.d., plus fluticasone propionate mdi 500 âµg (2 puffs of 250 âµg each) b.i.d.",2,,,,,2,,,2
lung diseases,Drug,sham oxygen (room air),2,,,,,,2,,2
lung diseases,Drug,"symbicortâ®, formoterol, budesonide",2,,,,,,2,,2
lung diseases,Drug,test: tiotropium 18 âµg per day (one inhalation capsule) plus 12 âµg formoterol twice daily (two times one inhalation capsule),2,,,,,2,,,2
lung diseases,placebo,placebo dpi,2,,,,,,2,,2
lung diseases,placebo,placebo to match budesonide,2,,,,,,2,,2
"lung diseases, obstructive",placebo,placebo,40,,2,,,7,35,,42
"lung diseases, obstructive",Drug,tiotropium,19,,2,,,3,18,,21
"lung diseases, obstructive",Drug,fluticasone propionate,12,,1,,,8,5,,13
"lung diseases, obstructive",Drug,salmeterol,10,,1,,,4,7,,11
"lung diseases, obstructive",Drug,budesonide,7,,2,,,2,7,,9
"lung diseases, obstructive",Drug,formoterol,6,,1,,,1,6,,7
"lung diseases, obstructive",Drug,indacaterol,7,,,,,,7,,7
"lung diseases, obstructive",Drug,acetazolamide oral capsule,6,,,,,,6,,6
"lung diseases, obstructive",Drug,salbutamol,5,,1,,,,6,,6
"lung diseases, obstructive",placebo,placebo oral capsule,6,,,,,,6,,6
"lung diseases, obstructive",Drug,fluticasone,5,,,,,1,4,,5
"lung diseases, obstructive",Drug,qva149,5,,,,,,5,,5
"lung diseases, obstructive",Drug,albuterol,4,,,,,,4,,4
"lung diseases, obstructive",Drug,fluticasone propionate/salmeterol combination product,3,,1,,,3,1,,4
"lung diseases, obstructive",Drug,roflumilast,4,,,,,,4,,4
"lung diseases, obstructive",Drug,salmeterol combination product,3,,1,,,3,1,,4
"lung diseases, obstructive",Drug,umec,4,,,,,,4,,4
"lung diseases, obstructive",Device,handihaler,3,,,,,,3,,3
"lung diseases, obstructive",Device,mdi,3,,,,,,3,,3
"lung diseases, obstructive",Drug,aclidinium bromide,3,,,,,,3,,3
"lung diseases, obstructive",Drug,albuterol/salbutamol,3,,,,,,3,,3
"lung diseases, obstructive",Drug,arformoterol tartrate inhalation solution,2,,1,,,2,1,,3
"lung diseases, obstructive",Drug,ff,3,,,,,,3,,3
"lung diseases, obstructive",Drug,ff/umec/vi,3,,,,,,3,,3
"lung diseases, obstructive",Drug,placebo to match ff/umec/vi,3,,,,,,3,,3
"lung diseases, obstructive",Drug,vi,3,,,,,,3,,3
"lung diseases, obstructive",placebo,placebo to match ff,3,,,,,,3,,3
"lung diseases, obstructive",placebo,placebo to match tiotropium,3,,,,,,3,,3
"lung diseases, obstructive",Biological,ppsv23 pneumococcal vaccine (pneumovaxâ®),2,,,,,,2,,2
"lung diseases, obstructive",Device,ellipta,2,,,,,,2,,2
"lung diseases, obstructive",Drug,bisoprolol,2,,,,,,2,,2
"lung diseases, obstructive",Drug,budesonide / formoterol,1,,1,,,,2,,2
"lung diseases, obstructive",Drug,budesonide/formoterol,2,,,,,,2,,2
"lung diseases, obstructive",Drug,dexamethasone,2,,,,,,2,,2
"lung diseases, obstructive",Drug,formoterol turbuhaler 320,2,,,,,2,,,2
"lung diseases, obstructive",Drug,formoterol turbuhaler 9âµg,2,,,,,2,,,2
"lung diseases, obstructive",Drug,glycopyrronium,2,,,,,,2,,2
"lung diseases, obstructive",Drug,nva237,2,,,,,,2,,2
"lung diseases, obstructive",Drug,olodaterol,2,,,,,,2,,2
"lung diseases, obstructive",Drug,oxygen,2,,,,,,2,,2
"lung diseases, obstructive",Drug,placebo to match budesonide/formoterol,2,,,,,,2,,2
"lung diseases, obstructive",Drug,"reference: salmeterol mdi 50 âµg (2 puffs of 25 âµg each) b.i.d., plus fluticasone propionate mdi 500 âµg (2 puffs of 250 âµg each) b.i.d.",2,,,,,2,,,2
"lung diseases, obstructive",Drug,sham oxygen (room air),2,,,,,,2,,2
"lung diseases, obstructive",Drug,symbicortâ® forte turbohalerâ®,2,,,,,,2,,2
"lung diseases, obstructive",Drug,"symbicortâ®, formoterol, budesonide",2,,,,,,2,,2
"lung diseases, obstructive",Drug,test: tiotropium 18 âµg per day (one inhalation capsule) plus 12 âµg formoterol twice daily (two times one inhalation capsule),2,,,,,2,,,2
"lung diseases, obstructive",placebo,placebo to match budesonide,2,,,,,,2,,2
lung neoplasms,Drug,carboplatin,3,,,,,,3,,3
lung neoplasms,Drug,erlotinib,2,1,,,,1,2,,3
lung neoplasms,Drug,erlotinib [tarceva],3,,,,,1,2,,3
lung neoplasms,Drug,pemetrexed,3,,,,,2,1,,3
lung neoplasms,Dietary Supplement,oncoxinâ®,2,,,,,,2,,2
lung neoplasms,Drug,dalteparin (fragminâ®),2,,,,,,2,,2
lung neoplasms,Drug,icotinib,1,1,,,,,2,,2
lung neoplasms,Drug,methylprednisolone 0.5mgâ€¢kg-1,2,,,,,,2,,2
lung neoplasms,Drug,methylprednisolone 1 mgâ€¢kg-1,2,,,,,,2,,2
lung neoplasms,Drug,vinorelbine,2,,,,,,2,,2
"lupus erythematosus, systemic",placebo,placebo,5,,,,,1,4,,5
lupus nephritis,Drug,tacrolimus,2,,1,,,1,2,,3
lyme disease,Drug,doxycycline,3,,,,,1,2,,3
lymphedema,Device,current compression stocking comprinetâ®,2,,,,,,2,,2
lymphoma,Drug,cyclophosphamide,3,,,,,2,1,,3
