mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,198,199,200,201,202,203,n_gl
kidney diseases,Drug,ctap101 30 î¼g capsules,4,,,,,,4,,,4
kidney diseases,Drug,cyclophosphamide,4,,,,,2,2,,,4
kidney diseases,Drug,lisinopril,3,,1,,1,,3,,,4
kidney diseases,Drug,losartan,3,,1,,,,4,,,4
kidney diseases,Drug,methoxy polyethylene glycol-epoetin beta,2,,2,,,2,2,,,4
kidney diseases,Drug,methoxy polyethylene glycol-epoetin beta [mircera],4,,,,,1,3,,,4
kidney diseases,Drug,mt-6548,4,,,,,,4,,,4
kidney diseases,Drug,sevelamer carbonate (renvelaâ®),4,,,,,4,,,,4
kidney diseases,Drug,sevelamer hydrochloride (renagelâ®),4,,,,,4,,,,4
kidney diseases,Drug,tolvaptan,4,,,,,,4,,,4
kidney diseases,Other,sugarto ctap101 30 î¼g capsules,4,,,,,,4,,,4
kidney diseases,Drug,epoetin alfa dt,2,,1,,,3,,,,3
kidney diseases,Drug,epoetin beta,3,,,,,1,2,,,3
kidney diseases,Drug,ferumoxytol,,,3,,,,3,,,3
kidney diseases,Drug,fg-4592,3,,,,,,3,,,3
kidney diseases,Drug,methylprednisolone,3,,,,,2,1,,,3
kidney diseases,Drug,mycophenolate mofetil (mmf),2,,1,,,1,2,,,3
kidney diseases,Drug,olmesartan medoxomil,3,,,,,2,1,,,3
kidney diseases,Drug,rituximab,3,,,,,1,2,,,3
kidney diseases,Behavioral,diet,2,,,,,,2,,,2
kidney diseases,Biological,epoetin hospira,2,,,,,,2,,,2
kidney diseases,Drug,amlodipine,2,,,,,1,1,,,2
kidney diseases,Drug,another phosphate binder (sevelamer),2,,,,,1,1,,,2
kidney diseases,Drug,ast-120,2,,,,,,2,,,2
kidney diseases,Drug,atorvastatin,2,,,,,,2,,,2
kidney diseases,Drug,azathioprine,2,,,,,2,,,,2
kidney diseases,Drug,calcitriol,2,,,,,,2,,,2
kidney diseases,Drug,calcium acetate (phosloâ® ),2,,,,,2,,,,2
kidney diseases,Drug,cbpb,,,2,,,,2,,,2
kidney diseases,Drug,cholecalciferol,1,,1,,,,2,,,2
kidney diseases,Drug,cinnapoietinâ®,2,,,,,,2,,,2
kidney diseases,Drug,cohort 1 ctap101 capsules- 60âµg,2,,,,,,2,,,2
kidney diseases,Drug,cohort 1 ctap101 capsules - 90âµg,2,,,,,,2,,,2
kidney diseases,Drug,cohort 2 ctap101 capsules - 30âµg,2,,,,,,2,,,2
kidney diseases,Drug,colestilan,,,2,,,,2,,,2
kidney diseases,Drug,dasabuvir,2,,,,,,2,,,2
kidney diseases,Drug,epoetin alfa rb,1,,1,,,2,,,,2
kidney diseases,Drug,eprexâ®,2,,,,,,2,,,2
kidney diseases,Drug,everolimus,1,,1,,,,2,,,2
kidney diseases,Drug,ferric carboxymaltose (fcm),2,,,,,2,,,,2
kidney diseases,Drug,"fosrenol (lanthanum carbonate, bay77-1931)",2,,,,,,2,,,2
kidney diseases,Drug,glipizide,2,,,,,,2,,,2
kidney diseases,Drug,hydrochlorothiazide,2,,,,,,2,,,2
kidney diseases,Drug,iron sucrose,2,,,,,,2,,,2
kidney diseases,Drug,"mci-196 (colestilan(inn), colestimide(jan), cholebineâ®)",2,,,,,2,,,,2
kidney diseases,Drug,"mci-196(colestilan(inn), colestimide(jan), cholebineâ®)",,,2,,,,2,,,2
kidney diseases,Drug,monofer,2,,,,,,2,,,2
kidney diseases,Drug,octeotride,2,,,,,,2,,,2
kidney diseases,Drug,ombitasvir,2,,,,,,2,,,2
kidney diseases,Drug,ombitasvir/paritaprevir/ritonavir,2,,,,,,2,,,2
kidney diseases,Drug,oral iron,,,2,,,,2,,,2
kidney diseases,Drug,pa21 (2.5 gcontaining 500 mg iron),2,,,,,,2,,,2
kidney diseases,Drug,paritaprevir,2,,,,,,2,,,2
kidney diseases,Drug,pentoxifylline,2,,,,,2,,,,2
kidney diseases,Drug,ramipril,2,,,,,1,1,,,2
kidney diseases,Drug,ritonavir,2,,,,,,2,,,2
kidney diseases,Drug,saline,2,,,,,1,1,,,2
kidney diseases,Drug,sevelamer carbonate (renvelaâ®) sevelamer hydrochloride (renagel â®),2,,,,,2,,,,2
kidney diseases,Drug,sevelamer hydrochloride,2,,,,,1,1,,,2
kidney diseases,Drug,sevelamer hydrochloride (renagel â®) sevelamer carbonate (renvelaâ®),2,,,,,2,,,,2
kidney diseases,Drug,simvastatin,2,,,,1,,1,,,2
kidney diseases,Drug,sirolimus,1,,1,,,,2,,,2
kidney diseases,Drug,sotagliflozin (sar439954),2,,,,,,2,,,2
kidney diseases,Drug,sulodexide,1,,1,,,2,,,,2
kidney diseases,Drug,tacrolimus,2,,,,,1,1,,,2
kidney diseases,Drug,tacrolimus (fk506),2,,,,,2,,,,2
kidney diseases,Drug,telmisartan,2,,,,,,2,,,2
kidney diseases,placebo,placebo  ,2,,,,,2,,,,2
"kidney failure, chronic",placebo,placebo,13,,4,,,6,11,,,17
"kidney failure, chronic",Drug,darbepoetin alfa,7,,,,,4,3,,,7
"kidney failure, chronic",Biological,epoetin hospira,4,,,,,,4,,,4
"kidney failure, chronic",Drug,peginesatide,4,,,,,4,,,,4
"kidney failure, chronic",Drug,cinacalcet,2,,1,,,1,2,,,3
"kidney failure, chronic",Drug,epoetin alfa,3,,,,,2,1,,,3
"kidney failure, chronic",Drug,ferric citrate,3,,,,,,3,,,3
"kidney failure, chronic",Biological,heparin sodic - cristã¡lia,2,,,,,2,,,,2
"kidney failure, chronic",Device,goreâ® acuseal vascular graft,2,,,,,,2,,,2
"kidney failure, chronic",Device,standard dialysate,2,,,,,,2,,,2
"kidney failure, chronic",Drug,amg 073,2,,,,,2,,,,2
"kidney failure, chronic",Drug,cinnapoietinâ®,2,,,,,,2,,,2
"kidney failure, chronic",Drug,eprexâ®,2,,,,,,2,,,2
"kidney failure, chronic",Drug,sevelamer carbonate (renvelaâ®),2,,,,,2,,,,2
"kidney failure, chronic",Drug,sevelamer hydrochloride (renagelâ®),2,,,,,2,,,,2
"kidney failure, chronic",Drug,sirolimus,1,,1,,,2,,,,2
"kidney failure, chronic",Drug,soluble ferric pyrophosphate (sfp),2,,,,,,2,,,2
"kidney failure, chronic",Drug,somatropin,1,,1,,,1,1,,,2
"kidney failure, chronic",Drug,tacrolimus,1,,1,,,1,1,,,2
kidney neoplasms,Drug,doxorubicin hydrochloride,5,,,,,5,,,,5
kidney neoplasms,placebo,placebo,4,,1,,,,5,,,5
kidney neoplasms,Procedure,conventional surgery,5,,,,,4,1,,,5
kidney neoplasms,Biological,filgrastim,4,,,,,4,,,,4
kidney neoplasms,Biological,recombinant interferon alfa,4,,,,,4,,,,4
kidney neoplasms,Radiation,radiation therapy,3,,1,,,3,1,,,4
kidney neoplasms,Drug,carboplatin,3,,,,,3,,,,3
kidney neoplasms,Procedure,adjuvant therapy,3,,,,,2,1,,,3
kidney neoplasms,Biological,dactinomycin,2,,,,,2,,,,2
kidney neoplasms,Drug,cisplatin,2,,,,,2,,,,2
kidney neoplasms,Drug,cyclophosphamide,2,,,,,2,,,,2
kidney neoplasms,Drug,etoposide,2,,,,,2,,,,2
kidney neoplasms,Drug,gemcitabine hydrochloride,2,,,,,2,,,,2
kidney neoplasms,Drug,ifosfamide,2,,,,,2,,,,2
kidney neoplasms,Drug,methotrexate,2,,,,,2,,,,2
kidney neoplasms,Drug,paclitaxel,2,,,,,2,,,,2
kidney neoplasms,Drug,vincristine sulfate,2,,,,,2,,,,2
knee injuries,Drug,oms103hp,2,,,,,,2,,,2
knee injuries,Drug,vehicle,2,,,,,,2,,,2
labor pain,placebo,placebo,2,,,,,,2,,,2
lactose intolerance,Drug,rp-g28,2,,,,,,2,,,2
lambert-eaton myasthenic syndrome,Drug,amifampridine phosphate,3,,,,,,3,,,3
lambert-eaton myasthenic syndrome,placebo,placebo,2,,,,,,2,,,2
laryngeal diseases,placebo,placebo,1,1,1,,,1,1,1,,3
laryngeal diseases,Drug,amitriptyline,,1,1,,,,1,1,,2
laryngeal diseases,Drug,cisplatin,2,,,,,2,,,,2
laryngeal neoplasms,Drug,cisplatin,2,,,,,1,1,,,2
laryngeal neoplasms,Drug,docetaxel,2,,,,,1,1,,,2
laryngitis,Drug,amitriptyline,,1,1,,,,1,1,,2
laryngitis,placebo,placebo,,1,1,,,,1,1,,2
latent tuberculosis,Drug,isoniazid,3,,1,,,,4,,,4
latent tuberculosis,Drug,rifampin,2,,,,,,2,,,2
leg injuries,Device,integraâ®,2,,,,,,2,,,2
leg ulcer,Biological,hp802-247,1,,1,,,,2,,,2
leg ulcer,Biological,vehicle,2,,,,,,2,,,2
leg ulcer,Device,aquacelâ®,2,,,,,,2,,,2
leg ulcer,Device,aquacelâ® ag,2,,,,,,2,,,2
leg ulcer,Device,aquacelâ® extraâ„¢,2,,,,,,2,,,2
leg ulcer,Device,mepilexâ® border ag,2,,,,,,2,,,2
leg ulcer,Device,profore,2,,,,,,2,,,2
leg ulcer,Drug,duoderm hydrogelâ„¢,2,,,,,2,,,,2
legg-calve-perthes disease,Device,zweymã¼ller,,,2,,,2,,,,2
leiomyoma,placebo,placebo,6,,4,,,7,3,,,10
leiomyoma,Drug,asoprisnil,6,,,,,6,,,,6
leiomyoma,Drug,elagolix,3,,,,,,3,,,3
leiomyoma,Drug,estradiol,3,,,,,,3,,,3
leiomyoma,Drug,estradiol/norethindrone acetate,3,,,,,,3,,,3
leiomyoma,Drug,mifepristone,3,,,,,2,1,,,3
leiomyoma,Drug,norethindrone acetate,3,,,,,,3,,,3
leiomyoma,Drug,proellex,,,3,,,3,,,,3
leiomyoma,Drug,proellex 25 mg,,,3,,,3,,,,3
leiomyoma,Drug,proellex 50 mg,,,3,,,3,,,,3
leiomyoma,Drug,leuprorelin,2,,,,,,2,,,2
leiomyoma,Drug,misoprostol,2,,,,,,2,,,2
leiomyoma,Drug,placebo for estradiol/norethindrone acetate,2,,,,,,2,,,2
leiomyoma,Drug,relugolix,2,,,,,,2,,,2
leiomyoma,Drug,ulipristal acetate (upa),2,,,,,,2,,,2
leiomyoma,Drug,vasopressin,2,,,,,,2,,,2
leiomyoma,placebo,placebo for elagolix,2,,,,,,2,,,2
leiomyoma,placebo,placebo for estradiol,2,,,,,,2,,,2
leiomyoma,placebo,relugolix placebo,2,,,,,,2,,,2
leiomyosarcoma,Biological,filgrastim,,,2,,,,2,,,2
leiomyosarcoma,Biological,pegfilgrastim,,,2,,,,2,,,2
leiomyosarcoma,Drug,dacarbazine,2,,,,,,2,,,2
leiomyosarcoma,Drug,docetaxel,,,2,,,,2,,,2
leiomyosarcoma,Drug,gemcitabine hydrochloride,,,2,,,,2,,,2
leiomyosarcoma,Drug,trabectedin,2,,,,,,2,,,2
leishmaniasis,Drug,liposomal amphotericin b,6,,,,,2,4,,,6
leishmaniasis,Drug,miltefosine,6,,,,,2,4,,,6
leishmaniasis,Drug,glucantimeâ®,2,,2,,,2,2,,,4
leishmaniasis,Drug,meglumine antimoniate,2,,2,,,2,2,,,4
leishmaniasis,Drug,paromomycin,4,,,,,1,3,,,4
leishmaniasis,Drug,amphotericin b deoxycholate,3,,,,,2,1,,,3
leishmaniasis,placebo,placebo,3,,,,,,3,,,3
leishmaniasis,Drug,paromomycin sulfate,2,,,,,1,1,,,2
leishmaniasis,Drug,pentoxifylline,2,,,,,,2,,,2
leishmaniasis,Drug,zithromax â®,,,2,,,,2,,,2
"leishmaniasis, cutaneous",Drug,glucantimeâ®,2,,2,,,2,2,,,4
"leishmaniasis, cutaneous",Drug,meglumine antimoniate,2,,2,,,2,2,,,4
"leishmaniasis, cutaneous",placebo,placebo,3,,,,,,3,,,3
"leishmaniasis, cutaneous",Drug,pentoxifylline,2,,,,,,2,,,2
"leishmaniasis, cutaneous",Drug,zithromax â®,,,2,,,,2,,,2
"leishmaniasis, visceral",Drug,liposomal amphotericin b,5,,,,,2,3,,,5
"leishmaniasis, visceral",Drug,miltefosine,5,,,,,1,4,,,5
"leishmaniasis, visceral",Drug,amphotericin b deoxycholate,3,,,,,2,1,,,3
"leishmaniasis, visceral",Drug,paromomycin,3,,,,,1,2,,,3
lennox gastaut syndrome,placebo,placebo,3,,,,,1,2,,,3
lennox gastaut syndrome,Drug,rufinamide,2,,,,,,2,,,2
leukemia,Drug,cytarabine,53,1,,,1,35,17,1,,54
leukemia,Drug,cyclophosphamide,38,,3,,,26,15,,,41
leukemia,Drug,methotrexate,34,,3,,,24,13,,,37
leukemia,Drug,daunorubicin hydrochloride,25,,,,1,17,7,,,25
leukemia,Drug,etoposide,24,,1,,,15,10,,,25
leukemia,Drug,dexamethasone,21,,,,,14,7,,,21
leukemia,Drug,vincristine sulfate,21,,,,,14,7,,,21
leukemia,Drug,asparaginase,19,,,,,12,7,,,19
leukemia,Drug,mercaptopurine,19,,,,,12,7,,,19
leukemia,placebo,placebo,13,1,5,,,8,10,1,,19
leukemia,Drug,fludarabine,13,1,2,,,7,8,,1,16
leukemia,Drug,rituximab,13,,1,,,2,12,,,14
leukemia,Drug,thioguanine,14,,,,,12,2,,,14
leukemia,Radiation,radiation therapy,14,,,,,9,5,,,14
leukemia,Biological,filgrastim,12,,1,,,11,2,,,13
leukemia,Drug,idarubicin,13,,,,,9,4,,,13
leukemia,Drug,imatinib,10,,3,,,4,9,,,13
leukemia,Drug,prednisone,13,,,,,9,4,,,13
leukemia,Drug,doxorubicin hydrochloride,12,,,,,8,4,,,12
leukemia,Drug,nilotinib,9,,3,,,1,11,,,12
leukemia,Drug,pegaspargase,12,,,,,7,5,,,12
leukemia,Procedure,allogeneic bone marrow transplantation,11,,1,,,10,2,,,12
leukemia,Procedure,peripheral blood stem cell transplantation,12,,,,1,7,4,,,12
leukemia,Drug,busulfan,9,,2,,,6,5,,,11
leukemia,Drug,leucovorin calcium,11,,,,,8,3,,,11
leukemia,Drug,fludarabine phosphate,9,,1,,,4,6,,,10
leukemia,Drug,chlorambucil,8,,1,,,1,8,,,9
leukemia,Drug,cyclosporine,7,,2,,,6,3,,,9
leukemia,Drug,therapeutic hydrocortisone,8,,,,,7,1,,,8
leukemia,Drug,gemtuzumab ozogamicin,7,,,,,3,4,,,7
leukemia,Drug,mitoxantrone hydrochloride,7,,,,,3,4,,,7
leukemia,Drug,dasatinib,5,,1,,,4,2,,,6
leukemia,Drug,ibrutinib,6,,,,,,6,,,6
leukemia,Drug,idelalisib,2,,4,,,,6,,,6
leukemia,Drug,ifosfamide,6,,,,,4,2,,,6
leukemia,Drug,imatinib mesylate,5,,1,,,3,3,,,6
leukemia,Drug,obinutuzumab,5,,1,,,,6,,,6
leukemia,Other,laboratory biomarker analysis,5,1,,,,1,4,1,,6
leukemia,Biological,rituximab,4,,1,,,2,3,,,5
leukemia,Drug,azacitidine,3,1,1,,,,4,1,,5
leukemia,Drug,bendamustine,4,,1,,,1,4,,,5
leukemia,Drug,melphalan,3,1,1,,,1,3,,1,5
leukemia,Drug,mycophenolate mofetil,5,,,,,,5,,,5
leukemia,Other,questionnaire administration,5,,,,,,5,,,5
leukemia,Biological,sargramostim,4,,,,1,2,1,,,4
leukemia,Drug,decitabine,2,1,1,,,,3,1,,4
leukemia,Drug,methylprednisolone,4,,,,,2,2,,,4
leukemia,Drug,ofatumumab,3,,1,,,,4,,,4
leukemia,Drug,prednisolone,4,,,,,3,1,,,4
leukemia,Procedure,allogeneic hematopoietic stem cell transplantation,4,,,,,,4,,,4
leukemia,Procedure,quality-of-life assessment,4,,,,1,1,2,,,4
leukemia,Radiation,total body irradiation,3,,1,,,2,2,,,4
leukemia,Biological,aldesleukin,3,,,,,3,,,,3
leukemia,Biological,recombinant interferon alfa,3,,,,,2,1,,,3
leukemia,Drug,arsenic trioxide,2,,1,,,2,1,,,3
leukemia,Drug,doxorubicin,2,,1,,,3,,,,3
leukemia,Drug,hydroxyurea,2,,1,,,2,1,,,3
leukemia,Drug,mitoxantrone,2,,1,,,2,1,,,3
leukemia,Drug,sirolimus,3,,,,,,3,,,3
leukemia,Drug,tacrolimus,3,,,,,,3,,,3
leukemia,Drug,thiotepa,3,,,,,1,2,,,3
leukemia,Other,educational intervention,3,,,,,,3,,,3
leukemia,Procedure,autologous bone marrow transplantation,3,,,,,2,1,,,3
leukemia,Procedure,in vitro-treated bone marrow transplantation,3,,,,,3,,,,3
leukemia,Radiation,low-let photon therapy,3,,,,,3,,,,3
leukemia,Radiation,total-body irradiation,3,,,,,,3,,,3
leukemia,Biological,anti-thymocyte globulin,2,,,,,1,1,,,2
leukemia,Drug,all-trans retinoic acid,2,,,,,1,1,,,2
leukemia,Drug,amsacrine,2,,,,1,1,,,,2
leukemia,Drug,carmustine,2,,,,,1,1,,,2
leukemia,Drug,chemotherapy,2,,,,,1,1,,,2
leukemia,Drug,cyclosporine a,2,,,,,,2,,,2
leukemia,Drug,cytosine arabinoside,2,,,,,,2,,,2
leukemia,Drug,daunorubicin,2,,,,,2,,,,2
leukemia,Drug,dexrazoxane hydrochloride,2,,,,,1,1,,,2
leukemia,Drug,idarubicinï¼ˆidaï¼‰,2,,,,,,2,,,2
leukemia,Drug,mesna,1,,1,,,2,,,,2
leukemia,Drug,pentostatin,2,,,,,,2,,,2
leukemia,Drug,stemexâ®,2,,,,,,2,,,2
leukemia,Drug,tipifarnib,2,,,,,,2,,,2
leukemia,Drug,tretinoin,2,,,,,1,1,,,2
leukemia,Drug,valspodar,2,,,,,2,,,,2
leukemia,Drug,vincristine,2,,,,,2,,,,2
leukemia,Drug,vindesine,2,,,,,1,1,,,2
leukemia,Genetic,cytogenetic analysis,2,,,,,,2,,,2
leukemia,Other,internet-based intervention,2,,,,,,2,,,2
leukemia,Other,observation,1,,1,,,,2,,,2
leukemia,Other,pharmacological study,2,,,,,1,1,,,2
leukemia,placebo,placebo to match idelalisib,2,,,,,,2,,,2
leukemia,Procedure,allogeneic stem cell transplantation,2,,,,,2,,,,2
leukemia,Procedure,autologous stem cell transplantation,2,,,,,2,,,,2
leukemia,Procedure,bone marrow transplantation,2,,,,1,,1,,,2
leukemia,Procedure,care,2,,,,,,2,,,2
leukemia,Procedure,nonmyeloablative allogeneic hematopoietic stem cell transplantation,2,,,,,,2,,,2
leukemia,Procedure,psychosocial assessment,2,,,,,,2,,,2
leukemia,Procedure,psychosocial assessment/care,2,,,,,,2,,,2
leukemia,Radiation,low-let cobalt-60 gamma ray therapy,2,,,,,2,,,,2
leukemia,Radiation,low-let electron therapy,2,,,,,2,,,,2
"leukemia, erythroblastic, acute",Drug,cytarabine,3,,,,,3,,,,3
"leukemia, erythroblastic, acute",Drug,daunorubicin hydrochloride,3,,,,,3,,,,3
"leukemia, erythroblastic, acute",Drug,etoposide,3,,,,,3,,,,3
"leukemia, erythroblastic, acute",Biological,aldesleukin,2,,,,,2,,,,2
"leukemia, erythroblastic, acute",Biological,filgrastim,2,,,,,2,,,,2
"leukemia, erythroblastic, acute",Drug,busulfan,2,,,,,2,,,,2
"leukemia, erythroblastic, acute",Drug,valspodar,2,,,,,2,,,,2
"leukemia, lymphocytic, chronic, b-cell",Drug,rituximab,13,,1,,,2,12,,,14
"leukemia, lymphocytic, chronic, b-cell",Drug,cyclophosphamide,11,,1,,,7,5,,,12
"leukemia, lymphocytic, chronic, b-cell",Drug,fludarabine,9,1,1,,,7,3,,1,11
"leukemia, lymphocytic, chronic, b-cell",Drug,chlorambucil,8,,1,,,1,8,,,9
"leukemia, lymphocytic, chronic, b-cell",Drug,fludarabine phosphate,6,,1,,,4,3,,,7
"leukemia, lymphocytic, chronic, b-cell",Biological,rituximab,5,,1,,,3,3,,,6
"leukemia, lymphocytic, chronic, b-cell",Drug,bendamustine,5,,1,,,2,4,,,6
"leukemia, lymphocytic, chronic, b-cell",Drug,ibrutinib,6,,,,,,6,,,6
"leukemia, lymphocytic, chronic, b-cell",Drug,idelalisib,2,,4,,,,6,,,6
"leukemia, lymphocytic, chronic, b-cell",Drug,obinutuzumab,5,,1,,,,6,,,6
"leukemia, lymphocytic, chronic, b-cell",Drug,ofatumumab,3,,1,,,,4,,,4
"leukemia, lymphocytic, chronic, b-cell",Drug,cyclosporine,2,,,,,,2,,,2
"leukemia, lymphocytic, chronic, b-cell",Drug,mycophenolate mofetil,2,,,,,,2,,,2
"leukemia, lymphocytic, chronic, b-cell",placebo,placebo,1,,1,,,,2,,,2
"leukemia, lymphocytic, chronic, b-cell",placebo,placebo to match idelalisib,2,,,,,,2,,,2
"leukemia, lymphocytic, chronic, b-cell",Procedure,peripheral blood stem cell transplantation,2,,,,,,2,,,2
"leukemia, lymphoid",Drug,cyclophosphamide,22,,3,,,15,10,,,25
"leukemia, lymphoid",Drug,methotrexate,21,,2,,,14,9,,,23
"leukemia, lymphoid",Drug,cytarabine,18,,,,,13,5,,,18
"leukemia, lymphoid",Drug,dexamethasone,17,,,,,11,6,,,17
"leukemia, lymphoid",Drug,vincristine sulfate,17,,,,,11,6,,,17
"leukemia, lymphoid",Drug,asparaginase,15,,,,,9,6,,,15
"leukemia, lymphoid",Drug,mercaptopurine,15,,,,,10,5,,,15
"leukemia, lymphoid",Drug,rituximab,13,,1,,,2,12,,,14
"leukemia, lymphoid",Drug,daunorubicin hydrochloride,10,,,,,8,2,,,10
"leukemia, lymphoid",Drug,fludarabine,8,1,1,,,6,3,,1,10
"leukemia, lymphoid",Drug,leucovorin calcium,10,,,,,7,3,,,10
"leukemia, lymphoid",Drug,pegaspargase,10,,,,,6,4,,,10
"leukemia, lymphoid",Drug,prednisone,10,,,,,7,3,,,10
"leukemia, lymphoid",Drug,chlorambucil,8,,1,,,1,8,,,9
"leukemia, lymphoid",Drug,etoposide,8,,1,,,5,4,,,9
"leukemia, lymphoid",Drug,thioguanine,9,,,,,8,1,,,9
"leukemia, lymphoid",Drug,doxorubicin hydrochloride,8,,,,,5,3,,,8
"leukemia, lymphoid",Radiation,radiation therapy,8,,,,,5,3,,,8
"leukemia, lymphoid",Drug,ibrutinib,6,,,,,,6,,,6
"leukemia, lymphoid",Drug,idelalisib,2,,4,,,,6,,,6
"leukemia, lymphoid",Drug,obinutuzumab,5,,1,,,,6,,,6
"leukemia, lymphoid",placebo,placebo,5,,1,,,1,5,,,6
"leukemia, lymphoid",Drug,bendamustine,4,,1,,,1,4,,,5
"leukemia, lymphoid",Drug,fludarabine phosphate,4,,1,,,3,2,,,5
"leukemia, lymphoid",Drug,ifosfamide,5,,,,,3,2,,,5
"leukemia, lymphoid",Drug,therapeutic hydrocortisone,5,,,,,4,1,,,5
"leukemia, lymphoid",Biological,filgrastim,3,,1,,,2,2,,,4
"leukemia, lymphoid",Biological,rituximab,3,,1,,,1,3,,,4
"leukemia, lymphoid",Drug,ofatumumab,3,,1,,,,4,,,4
"leukemia, lymphoid",Procedure,allogeneic bone marrow transplantation,3,,1,,,4,,,,4
"leukemia, lymphoid",Drug,cyclosporine,2,,1,,,2,1,,,3
"leukemia, lymphoid",Drug,doxorubicin,2,,1,,,3,,,,3
"leukemia, lymphoid",Drug,imatinib mesylate,3,,,,,2,1,,,3
"leukemia, lymphoid",Drug,prednisolone,3,,,,,2,1,,,3
"leukemia, lymphoid",Drug,sirolimus,3,,,,,,3,,,3
"leukemia, lymphoid",Procedure,peripheral blood stem cell transplantation,3,,,,,2,1,,,3
"leukemia, lymphoid",Drug,busulfan,,,2,,,1,1,,,2
"leukemia, lymphoid",Drug,dexrazoxane hydrochloride,2,,,,,1,1,,,2
"leukemia, lymphoid",Drug,idarubicin,2,,,,,1,1,,,2
"leukemia, lymphoid",Drug,melphalan,,1,1,,,,1,,1,2
"leukemia, lymphoid",Drug,mesna,1,,1,,,2,,,,2
"leukemia, lymphoid",Drug,methylprednisolone,2,,,,,,2,,,2
"leukemia, lymphoid",Drug,mitoxantrone,1,,1,,,1,1,,,2
"leukemia, lymphoid",Drug,mitoxantrone hydrochloride,2,,,,,1,1,,,2
"leukemia, lymphoid",Drug,stemexâ®,2,,,,,,2,,,2
"leukemia, lymphoid",Drug,tacrolimus,2,,,,,,2,,,2
"leukemia, lymphoid",Drug,vincristine,2,,,,,2,,,,2
"leukemia, lymphoid",Drug,vindesine,2,,,,,1,1,,,2
"leukemia, lymphoid",Other,questionnaire administration,2,,,,,,2,,,2
"leukemia, lymphoid",placebo,placebo to match idelalisib,2,,,,,,2,,,2
"leukemia, lymphoid",Procedure,autologous bone marrow transplantation,2,,,,,2,,,,2
"leukemia, lymphoid",Radiation,low-let cobalt-60 gamma ray therapy,2,,,,,2,,,,2
"leukemia, lymphoid",Radiation,low-let photon therapy,2,,,,,2,,,,2
"leukemia, lymphoid",Radiation,total body irradiation,1,,1,,,1,1,,,2
"leukemia, megakaryoblastic, acute",Drug,cytarabine,3,,,,,3,,,,3
"leukemia, megakaryoblastic, acute",Drug,daunorubicin hydrochloride,3,,,,,3,,,,3
"leukemia, megakaryoblastic, acute",Drug,etoposide,3,,,,,3,,,,3
"leukemia, megakaryoblastic, acute",Biological,aldesleukin,2,,,,,2,,,,2
"leukemia, megakaryoblastic, acute",Biological,filgrastim,2,,,,,2,,,,2
"leukemia, megakaryoblastic, acute",Drug,busulfan,2,,,,,2,,,,2
"leukemia, megakaryoblastic, acute",Drug,valspodar,2,,,,,2,,,,2
"leukemia, monocytic, acute",Drug,cytarabine,3,,,,,3,,,,3
"leukemia, monocytic, acute",Drug,daunorubicin hydrochloride,3,,,,,3,,,,3
"leukemia, monocytic, acute",Drug,etoposide,3,,,,,3,,,,3
"leukemia, monocytic, acute",Biological,aldesleukin,2,,,,,2,,,,2
"leukemia, monocytic, acute",Biological,filgrastim,2,,,,,2,,,,2
"leukemia, monocytic, acute",Drug,busulfan,2,,,,,2,,,,2
"leukemia, monocytic, acute",Drug,valspodar,2,,,,,2,,,,2
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,imatinib,10,,3,,,4,9,,,13
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,nilotinib,9,,3,,,1,11,,,12
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,dasatinib,4,,1,,,4,1,,,5
"leukemia, myelogenous, chronic, bcr-abl positive",Procedure,peripheral blood stem cell transplantation,5,,,,1,1,3,,,5
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,imatinib mesylate,2,,2,,,1,3,,,4
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,methotrexate,3,,1,,,1,3,,,4
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,cyclosporine,3,,,,,1,2,,,3
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,cytarabine,3,,,,,1,2,,,3
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,mycophenolate mofetil,3,,,,,,3,,,3
"leukemia, myelogenous, chronic, bcr-abl positive",Biological,recombinant interferon alfa,2,,,,,1,1,,,2
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,cyclophosphamide,2,,,,,1,1,,,2
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,fludarabine,1,1,,,,,1,,1,2
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,fludarabine phosphate,2,,,,,,2,,,2
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,hydroxyurea,1,,1,,,1,1,,,2
"leukemia, myelogenous, chronic, bcr-abl positive",Drug,sirolimus,2,,,,,,2,,,2
