pmid,nct_id,Title,ArticleType,Substance,MeSH,PubDate,Journal,pub_source,ctg_links,Abstract
33734299,NCT04486508,"Effect of Intermediate-Dose vs Standard-Dose Prophylactic Anticoagulation on Thrombotic Events, Extracorporeal Membrane Oxygenation Treatment, or Mortality Among Patients With COVID-19 Admitted to the Intensive Care Unit: The INSPIRATION Randomized Clinical Trial.","Journal Article|Multicenter Study|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",Anticoagulants|Enoxaparin|NA,"Aged|Anticoagulants|COVID-19|Drug Administration Schedule|Enoxaparin|Extracorporeal Membrane Oxygenation|Female|Hemorrhage|Hospitalization|Humans|Intensive Care Units|Iran|Length of Stay|Male|Middle Aged|Odds Ratio|Outcome Assessment, Health Care|Oxygen Inhalation Therapy|Pulmonary Embolism|Thrombocytopenia|Thrombosis|Treatment Outcome|Venous Thrombosis|NA",2021-05-05,JAMA,Abstract,https://clinicaltrials.gov/ct2/show/NCT04486508,1
33734539,NCT04484207,Increasing treatment-seeking intentions of US veterans in the Covid-19 era: A randomized controlled trial.,Journal Article|Randomized Controlled Trial, ,"COVID-19|Female|Humans|Intention|Male|Pandemics|Patient Acceptance of Health Care|SARS-CoV-2|Stress Disorders, Post-Traumatic|Veterans|NA",2021-06-03,Depression and anxiety,Abstract,https://clinicaltrials.gov/ct2/show/NCT04484207,1
33737439,NCT04382508,COVID-19 symptom surveillance in immunocompromised children and young people in the UK: a prospective observational cohort study.,"Journal Article|Observational Study|Research Support, Non-U.S. Gov't", ,Adolescent|Anxiety|COVID-19|COVID-19 Testing|Child|Female|Humans|Male|Prospective Studies|State Medicine|United Kingdom|NA,2021-03-23,BMJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04382508,1
33740028,NCT04351503,SARS-CoV-2 outbreak in a tri-national urban area is dominated by a B.1 lineage variant linked to a mass gathering event.,Journal Article, ,"Adult|COVID-19|Contact Tracing|Crowding|Female|Genome, Viral|Humans|Longitudinal Studies|Male|Mass Screening|Middle Aged|Mutation|SARS-CoV-2|Switzerland|NA",2021-04-12,PLoS pathogens,Abstract,https://clinicaltrials.gov/ct2/show/NCT04351503,1
33743799,NCT04362176,Passive Immunity Trial for Our Nation (PassITON): study protocol for a randomized placebo-control clinical trial evaluating COVID-19 convalescent plasma in hospitalized adults.,Clinical Trial Protocol|Journal Article, ,"COVID-19|Hospitalization|Host-Pathogen Interactions|Humans|Immunization, Passive|Multicenter Studies as Topic|Randomized Controlled Trials as Topic|SARS-CoV-2|Time Factors|Treatment Outcome|United States|NA",2021-03-25,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04362176,2
33746047,NCT04354701,Association of clinical factors and recent anticancer therapy with COVID-19 severity among patients with cancer: a report from the COVID-19 and Cancer Consortium.,"Journal Article|Research Support, N.I.H., Extramural", ,Aged|COVID-19|COVID-19 Testing|Female|Humans|Male|Neoplasms|Pandemics|SARS-CoV-2|NA,2021-05-13,Annals of oncology : official journal of the European Society for Medical Oncology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04354701,2
33750432,NCT04453384,"Evaluation of the safety and efficacy of XAV-19 in patients with COVID-19-induced moderate pneumonia: study protocol for a randomized, double-blinded, placebo-controlled phase 2 (2a and 2b) trial.",Clinical Trial Protocol|Journal Article,"Antibodies, Monoclonal, Humanized|Antibodies, Neutralizing|Immunoglobulin G|Spike Glycoprotein, Coronavirus|spike protein, SARS-CoV-2|NA","Animals|Antibodies, Monoclonal, Humanized|Antibodies, Neutralizing|COVID-19|Clinical Trials, Phase II as Topic|Double-Blind Method|Humans|Immunization, Passive|Immunoglobulin G|Oxygen Inhalation Therapy|Randomized Controlled Trials as Topic|SARS-CoV-2|Severity of Illness Index|Spike Glycoprotein, Coronavirus|Swine|Time Factors|NA",2021-03-29,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04453384,1
33752741,NCT04321174,Post-exposure prophylaxis against SARS-CoV-2 in close contacts of confirmed COVID-19 cases (CORIPREV): study protocol for a cluster-randomized trial.,Clinical Trial Protocol|Journal Article,Antiviral Agents|Drug Combinations|lopinavir-ritonavir drug combination|Lopinavir|Ritonavir|NA,Antiviral Agents|COVID-19|Drug Combinations|Hospitalization|Humans|Lopinavir|Post-Exposure Prophylaxis|Randomized Controlled Trials as Topic|Ritonavir|SARS-CoV-2|Severity of Illness Index|Treatment Outcome|NA,2021-03-29,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04321174,3
33754144,NCT04399980,"Mavrilimumab in patients with severe COVID-19 pneumonia and systemic hyperinflammation (MASH-COVID): an investigator initiated, multicentre, double-blind, randomised, placebo-controlled trial.",Journal Article, , ,2021-05-29,The Lancet. Rheumatology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04399980,1
33754144,NCT04463004,"Mavrilimumab in patients with severe COVID-19 pneumonia and systemic hyperinflammation (MASH-COVID): an investigator initiated, multicentre, double-blind, randomised, placebo-controlled trial.",Journal Article, , ,2021-05-29,The Lancet. Rheumatology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04463004,1
33754144,NCT04492514,"Mavrilimumab in patients with severe COVID-19 pneumonia and systemic hyperinflammation (MASH-COVID): an investigator initiated, multicentre, double-blind, randomised, placebo-controlled trial.",Journal Article, , ,2021-05-29,The Lancet. Rheumatology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04492514,1
33757598,NCT04353934,Multinational dietary changes and anxiety during the coronavirus pandemic-findings from Israel.,Journal Article, ,Adult|Anxiety|COVID-19|Cross-Sectional Studies|Diet|Female|Global Health|Health Behavior|Health Status|Humans|Male|Middle Aged|Pandemics|SARS-CoV-2|Socioeconomic Factors|NA,2021-04-02,Israel journal of health policy research,Abstract,https://clinicaltrials.gov/ct2/show/NCT04353934,1
33767713,NCT04343053,"Blood Interferon-Î± Levels and Severity, Outcomes, and Inflammatory Profiles in Hospitalized COVID-19 Patients.",Journal Article,Biomarkers|Inflammation Mediators|Interferon-alpha|NA,Aged|Biomarkers|COVID-19|Case-Control Studies|Female|Hospitalization|Host-Pathogen Interactions|Humans|Inflammation Mediators|Interferon-alpha|Male|Middle Aged|Prognosis|Prospective Studies|SARS-CoV-2|Severity of Illness Index|NA,2021-04-09,Frontiers in immunology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04343053,3
33773111,NCT04466085,"Safety and immunogenicity of a recombinant tandem-repeat dimeric RBD-based protein subunit vaccine (ZF2001) against COVID-19 in adults: two randomised, double-blind, placebo-controlled, phase 1 and 2 trials.",Journal Article, , ,2021-03-29,The Lancet. Infectious diseases,Abstract,https://clinicaltrials.gov/ct2/show/NCT04466085,1
33773111,NCT04445194,"Safety and immunogenicity of a recombinant tandem-repeat dimeric RBD-based protein subunit vaccine (ZF2001) against COVID-19 in adults: two randomised, double-blind, placebo-controlled, phase 1 and 2 trials.",Journal Article, , ,2021-03-29,The Lancet. Infectious diseases,Abstract,https://clinicaltrials.gov/ct2/show/NCT04445194,1
33776910,NCT04365634,Immunological Characteristics in Type 2 Diabetes Mellitus Among COVID-19 Patients.,"Journal Article|Observational Study|Research Support, Non-U.S. Gov't",Cytokines|NA,"Adult|Aged|CD4-Positive T-Lymphocytes|CD8-Positive T-Lymphocytes|COVID-19|China|Cytokines|Diabetes Mellitus, Type 2|Female|Humans|Hyperglycemia|Immune System|Killer Cells, Natural|Lymphocyte Count|Lymphopenia|Male|Middle Aged|Retrospective Studies|SARS-CoV-2|Th1 Cells|Th2 Cells|NA",2021-04-07,Frontiers in endocrinology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04365634,1
33783269,NCT04306393,Right Ventricular Strain Is Common in Intubated COVID-19 Patients and Does Not Reflect Severity of Respiratory Illness.,Journal Article, , ,2021-04-22,Journal of intensive care medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04306393,2
33785495,NCT04369807,"Multiorgan impairment in low-risk individuals with post-COVID-19 syndrome: a prospective, community-based study.","Journal Article|Observational Study|Research Support, Non-U.S. Gov't", ,"Activities of Daily Living|Adult|Aged|COVID-19|Case-Control Studies|Community-Based Participatory Research|Diabetes Mellitus, Type 2|Female|Hospitalization|Humans|Male|Middle Aged|Prospective Studies|SARS-CoV-2|Severity of Illness Index|NA",2021-04-06,BMJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04369807,1
33785743,NCT04331899,Peginterferon Lambda-1a for treatment of outpatients with uncomplicated COVID-19: a randomized placebo-controlled trial.,"Journal Article|Randomized Controlled Trial|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",Antiviral Agents|Interleukins|peginterferon lambda-1a|Polyethylene Glycols|NA,"Adult|Aged|Antiviral Agents|COVID-19|Female|Humans|Injections, Subcutaneous|Interleukins|Male|Middle Aged|Outpatients|Polyethylene Glycols|SARS-CoV-2|Single-Blind Method|Treatment Failure|Virus Shedding|Young Adult|NA",2021-04-12,Nature communications,Abstract,https://clinicaltrials.gov/ct2/show/NCT04331899,1
33785784,NCT04316884,"The impact of viremia on organ failure, biomarkers and mortality in a Swedish cohort of critically ill COVID-19 patients.","Journal Article|Observational Study|Research Support, Non-U.S. Gov't","Biomarkers|IL6 protein, human|Interleukin-6|RNA, Viral|NA","Aged|Biomarkers|COVID-19|Comorbidity|Critical Illness|Female|Humans|Hypertension|Interleukin-6|Male|Middle Aged|Multiple Organ Failure|Prospective Studies|RNA, Viral|Renal Replacement Therapy|Respiration, Artificial|Sweden|Viremia|NA",2021-05-03,Scientific reports,Abstract,https://clinicaltrials.gov/ct2/show/NCT04316884,2
33786454,NCT04353609,COVID-19 outcomes in patients with inflammatory rheumatic and musculoskeletal diseases treated with rituximab: a cohort study.,Journal Article, , ,2021-05-29,The Lancet. Rheumatology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04353609,1
33794531,NCT04427332,Risk Factors for Olfactory and Gustatory Dysfunctions in Patients with SARS-CoV-2 Infection.,Journal Article|Observational Study, ,"Age Factors|Aged|Anosmia|COVID-19|Dysgeusia|Emergency Service, Hospital|Female|Hospitalization|Humans|Hypersensitivity|Logistic Models|Male|Middle Aged|Multivariate Analysis|Olfaction Disorders|Prevalence|Respiratory Hypersensitivity|Retrospective Studies|Risk Factors|SARS-CoV-2|Smoking|Taste Disorders|NA",2021-04-30,Neuroepidemiology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04427332,1
33796490,NCT04448717,Surveillance of Acute SARS-CoV-2 Infections in School Children and Point-Prevalence During a Time of High Community Transmission in Switzerland.,Journal Article, , ,2021-04-03,Frontiers in pediatrics,Abstract,https://clinicaltrials.gov/ct2/show/NCT04448717,3
33798499,NCT04400838,Efficacy of ChAdOx1 nCoV-19 (AZD1222) vaccine against SARS-CoV-2 variant of concern 202012/01 (B.1.1.7): an exploratory analysis of a randomised controlled trial.,"Clinical Trial, Phase II|Clinical Trial, Phase III|Journal Article|Multicenter Study|Randomized Controlled Trial|Research Support, Non-U.S. Gov't","Antibodies, Neutralizing|COVID-19 Vaccines|ChAdOx1 COVID-19 vaccine|NA","Adolescent|Adult|Antibodies, Neutralizing|COVID-19|COVID-19 Nucleic Acid Testing|COVID-19 Vaccines|Female|Humans|Male|Middle Aged|Nucleic Acid Amplification Techniques|Pandemics|SARS-CoV-2|Single-Blind Method|United Kingdom|Viral Load|Young Adult|NA",2021-04-23,"Lancet (London, England)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04400838,5
33810796,NCT04486482,"Virtualized clinical studies to assess the natural history and impact of gut microbiome modulation in non-hospitalized patients with mild to moderate COVID-19 a randomized, open-label, prospective study with a parallel group study evaluating the physiologic effects of KB109 on gut microbiota structure and function: a structured summary of a study protocol for a randomized controlled study.",Clinical Trial Protocol|Letter,"Fatty Acids, Volatile|Polysaccharides|NA","Ambulatory Care|COVID-19|Fatty Acids, Volatile|Gastrointestinal Microbiome|Humans|Polysaccharides|Randomized Controlled Trials as Topic|SARS-CoV-2|Self Care|Severity of Illness Index|Telemedicine|Treatment Outcome|NA",2021-04-12,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04486482,1
33811823,NCT04578210,47th Annual Meeting of the EBMT.,Congress, ,"Adolescent|Blood Transfusion|COVID-19|Child|Clinical Trials as Topic|Graft vs Host Disease|Hematopoietic Stem Cell Transplantation|Humans|Immunotherapy, Adoptive|Lymphoma|Randomized Controlled Trials as Topic|Thalassemia|Transplantation Conditioning|NA",2021-05-05,The Lancet. Haematology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04578210,1
33813110,NCT04325893,Hydroxychloroquine in mild-to-moderate coronavirus disease 2019: a placebo-controlled double blind trial.,Journal Article, , ,2021-06-02,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,Abstract,https://clinicaltrials.gov/ct2/show/NCT04325893,1
33819166,NCT04368923,Telemanagement of Home-Isolated COVID-19 Patients Using Oxygen Therapy With Noninvasive Positive Pressure Ventilation and Physical Therapy Techniques: Randomized Clinical Trial.,Journal Article, , ,2021-05-07,Journal of medical Internet research,Abstract,https://clinicaltrials.gov/ct2/show/NCT04368923,1
33823862,NCT04388670,"Prone position in intubated, mechanically ventilated patients with COVID-19: a multi-centric study of more than 1000 patients.","Comparative Study|Journal Article|Multicenter Study|Research Support, Non-U.S. Gov't", ,"Aged|COVID-19|Cohort Studies|Critical Care|Female|Humans|Intubation|Italy|Male|Middle Aged|Patient Positioning|Practice Guidelines as Topic|Prone Position|Respiration, Artificial|Retrospective Studies|Supine Position|NA",2021-04-19,"Critical care (London, England)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04388670,2
33826106,NCT04369469,Pharmacokinetic and Pharmacodynamic Evaluation of Ravulizumab in Adults with Severe Coronavirus Disease 2019.,Journal Article, , ,2021-05-13,Infectious diseases and therapy,Abstract,https://clinicaltrials.gov/ct2/show/NCT04369469,3
33832543,NCT04678843,Adapting and adopting highly specialized pediatric eating disorder treatment to virtual care: a protocol for an implementation study in the COVID-19 context.,Journal Article, , ,2021-04-11,Implementation science communications,Abstract,https://clinicaltrials.gov/ct2/show/NCT04678843,1
33832565,NCT04715607,"SARS-CoV-2 in saliva, oropharyngeal and nasopharyngeal specimens.",Clinical Trial Protocol|Comparative Study|Journal Article, ,COVID-19|COVID-19 Nucleic Acid Testing|Humans|Logistic Models|Nasopharynx|Oropharynx|Reverse Transcriptase Polymerase Chain Reaction|SARS-CoV-2|Saliva|Specimen Handling|NA,2021-04-16,Danish medical journal,Abstract,https://clinicaltrials.gov/ct2/show/NCT04715607,1
33834847,NCT04379453,Use of robotic assistance to reduce proximity and air-sharing during percutaneous cardiovascular intervention.,Journal Article, , ,2021-04-09,Future cardiology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04379453,1
33835265,NCT04347694,COVID-19 serology in nephrology healthcare workers.,Journal Article, , ,2021-04-11,Wiener klinische Wochenschrift,Abstract,https://clinicaltrials.gov/ct2/show/NCT04347694,1
33835830,NCT04482647,"Yoga-Based Breathing Techniques for Health Care Workers During COVID-19 Pandemic: Interests, Feasibility, and Acceptance.",Journal Article, , ,2021-04-09,"Journal of alternative and complementary medicine (New York, N.Y.)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04482647,1
33836826,NCT04635943,Randomized clinical trial to compare the efficacy of ivermectin versus placebo to negativize nasopharyngeal PCR in patients with early COVID-19 in Peru (SAINT-Peru): a structured summary of a study protocol for randomized controlled trial.,Clinical Trial Protocol|Letter,"RNA, Viral|Ivermectin|NA","COVID-19|COVID-19 Nucleic Acid Testing|Humans|Ivermectin|Multicenter Studies as Topic|Nasopharynx|Peru|Polymerase Chain Reaction|RNA, Viral|Randomized Controlled Trials as Topic|Treatment Outcome|NA",2021-05-13,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04635943,1
33839489,NCT04569825,Effect of nasal corticosteroid in the treatment of anosmia due to COVID-19: A randomised double-blind placebo-controlled study.,Journal Article, , ,2021-04-30,American journal of otolaryngology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04569825,1
33844036,NCT04649996,The decrease of non-complicated acute appendicitis and the negative appendectomy rate during pandemic.,Journal Article, , ,2021-06-01,European journal of trauma and emergency surgery : official publication of the European Trauma Society,Abstract,https://clinicaltrials.gov/ct2/show/NCT04649996,1
33844996,NCT04416399,"Inhaled budesonide in the treatment of early COVID-19 (STOIC): a phase 2, open-label, randomised controlled trial.",Journal Article, , ,2021-04-17,The Lancet. Respiratory medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04416399,2
