nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,ctg_links,Abstract,Registry,Total_pubs,US_site_flag,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04398264,7/22/2020,3/31/2021,Observational [Patient Registry],Characteristics of COVID-19 Infection Among PREGnant Women,Recruiting,NA,Inova Health System,NA,NA,NA,NA,NA,1,United States,0,2,COVID-19 positive via testing,0
NCT04394026,4/16/2020,6/30/2021,Observational,Imaging Feature of SARS-CoV2 Infection,Recruiting,NA,IRCCS San Raffaele,NA,NA,NA,NA,NA,0,Italy,0,1,NA,0
NCT04392531,4/16/2020,3/31/2021,Interventional,Clinical Trial to Assess Efficacy of cYclosporine Plus Standard of Care in Hospitalized Patients With COVID19,Recruiting,Phase 4,Instituto de InvestigaciÃ³n Sanitaria de la FundaciÃ³n JimÃ©nez DÃ­az,NA,NA,NA,NA,NA,0,Spain,0,2,Cyclosporine|Standard treatment,0
NCT04368143,4/1/2020,12/30/2021,Observational [Patient Registry],COVID-19 Immune Repertoire Sequencing,Recruiting,NA,"Institute of Tropical Medicine, Belgium",NA,NA,NA,NA,NA,0,Belgium,0,2,NA,0
NCT04368026,3/30/2020,12/1/2020,Observational,SARS-CoV-2 (COVID-19) and Surgery,Completed,NA,Jagiellonian University,NA,NA,NA,NA,NA,0,Poland,0,2,No intervention (survey study for medical doctors).,0
NCT04750369,4/1/2020,3/31/2021,Observational,Enhanced Triage for COVID-19,Recruiting,NA,"University Health Network, Toronto",NA,NA,NA,NA,NA,0,Canada,0,0,NA,0
NCT04750356,1/27/2021,12/31/2024,Observational,"SARS-CoV-2 (COVID-19) Longitudinal Study: Understanding Susceptibility, Transmission and Disease Severity (Legacy Study)",Recruiting,NA,"University College, London",NA,NA,NA,NA,NA,0,United Kingdom,0,0,NA,0
NCT04749121,4/1/2020,2/5/2021,Interventional,Ultraviolet Germicidal Irradiation on the New Silicone Half-Piece Elastometric Respirators,Completed,N/A,Bangkok Metropolitan Administration Medical College and Vajira Hospital,NA,NA,NA,NA,NA,0,Thailand,0,0,UVC Irradiation|UVC Irradiation|Fit test|Tensile strength,0
NCT04740320,12/15/2020,5/31/2021,Observational [Patient Registry],COVID-19 SARS-CoV-2 Screening Protocol,Recruiting,NA,Imperial College London,NA,NA,NA,NA,NA,0,United Kingdom,0,1,NA,0
NCT04621461,12/20/2020,2/8/2021,Interventional,Placebo Controlled Trial to Evaluate Zinc for the Treatment of COVID-19 in the Outpatient Setting,Completed,Phase 4,"St. Francis Hospital, New York",NA,NA,NA,NA,NA,1,United States,0,2,Zinc Sulfate 220 MG|Placebo,0
NCT04581863,11/30/2020,2/5/2021,Interventional,COVID-19 Watch + COVID-19 Pulse,"Active, not recruiting",N/A,University of Pennsylvania,NA,NA,NA,NA,NA,1,United States,0,6,pulse oximeter|COVID Watch,0
NCT04559100,11/15/2020,10/1/2021,Observational,Long-term Characterization of Patients With Severe/Critical Infection by COVID-19 Virus,Enrolling by invitation,NA,Fundacion Clinica Valle del Lili,NA,NA,NA,NA,NA,0,Colombia,0,3,chest radiography|thoracic computed tomography scan|spirometry|Diffusing capacity of carbon monoxide|6 minute walk test|saint george respiratory questionnaire,0
NCT04544176,1/1/2020,6/30/2020,Observational,COVID-19 Risk From Attending Outpatient Radiology Appointments,Completed,NA,Nottingham University Hospitals NHS Trust,NA,NA,NA,NA,NA,0,United Kingdom,0,2,Observational,0
NCT04491214,7/24/2020,1/21/2021,Observational,Post ICU Follow up in Patients With Severe SARS-CoV-2 Infection (Covid-19),Completed,NA,"University Hospital, Strasbourg, France",NA,NA,NA,NA,NA,0,France,0,2,quality of live assessment,0
NCT04490824,10/1/2020,3/30/2021,Interventional,Inhalation of KELEA Excellerated Water in Covid-19 Infected Individuals,Recruiting,N/A,Institute of Progressive Medicine,NA,NA,NA,NA,NA,1,United States,0,4,KELEA Excellerated Water|Water Without an Elevated Level of KELEA,0
NCT04336332,4/1/2020,4/30/2021,Interventional,Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,"Active, not recruiting",Phase 2,"Rutgers, The State University of New Jersey",NA,NA,NA,NA,NA,1,United States,0,4,Hydroxychloroquine Sulfate + Azithromycin|Hydroxychloroquine Sulfate,0
NCT04331600,4/16/2020,12/17/2020,Interventional,Chloroquine as Antiviral Treatment in Coronavirus Infection 2020,Completed,Phase 4,Wroclaw Medical University,NA,NA,NA,NA,NA,0,Poland,0,2,Chloroquine phosphate|Telemedicine,0
NCT04296643,4/1/2020,2/1/2021,Interventional,Medical Masks vs N95 Respirators for COVID-19,Recruiting,N/A,McMaster University,NA,NA,NA,NA,NA,0,Canada|Israel,0,2,Medical Mask|N95 respirator,0
NCT04754633,7/1/2020,7/20/2020,Observational,Comparison of Chest CT Findings Related to COVID-19 With RSNA and BSTI Guidelines,Completed,NA,Saglik Bilimleri Universitesi Gazi Yasargil Training and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,0,NA,0
NCT04414293,10/1/2020,7/31/2021,Interventional,Low Dose Pulmonary Irradiation in Patients With COVID-19 Infection of Bad Prognosis,Recruiting,N/A,Hospital Provincial de Castellon,NA,NA,NA,NA,NA,0,Spain,0,3,Lung Low Dose Radiation,0
NCT04755972,1/29/2021,7/29/2021,Interventional,Mucolytics in Patients on Invasive Mechanical Ventilation Due to Severe Acute Respiratory Syndrome Coronavirus 2,Recruiting,N/A,"Clinical Hospital Center, Split",NA,NA,NA,NA,NA,0,Croatia,0,0,"Inhalation of N-acetylcysteine|Inhalation of 5% sodium chloride|Inhalation of 8,4% sodium bicarbonate",0
NCT04691921,1/4/2021,1/18/2021,Observational,Current Pharmacological Practices in Severe COVID-19,Completed,NA,NMC Specialty Hospital,NA,NA,NA,NA,NA,0,India,0,4,Current clinical practices of participating physicians,0
NCT04643444,2/9/2021,1/31/2022,Observational,Police COVID-19 Serosurvey,Enrolling by invitation,NA,University of Bern,NA,NA,NA,NA,NA,0,Switzerland,0,3,Blood sampling|Online Questionnaire,0
NCT04561089,2/13/2020,2/28/2021,Observational,Evaluation of the COVIDSeq Test in Saliva Specimens From COVID-19 Asymptomatic Illumina Personnel,Enrolling by invitation,NA,"Illumina, Inc.",NA,NA,NA,NA,NA,1,United States,0,1,COVIDSeq Test,0
NCT04530539,10/5/2020,9/1/2021,Interventional,The Effect of Melatonin and Vitamin C on COVID-19,Recruiting,N/A,Lancaster General Hospital,NA,NA,NA,NA,NA,1,United States,0,2,Vitamin C|melatonin|Placebo|Symptom Survey,0
NCT04342104,4/1/2020,7/31/2021,Observational,NIV and CPAP Failure Predictors in COVID-19 Associated Respiratory Failure,Recruiting,NA,Hospital General Universitario Morales Meseguer,NA,NA,NA,NA,NA,0,Spain,0,3,Monitoring for aggravation|Evaluate HACOR score effectivity in this patients,0
NCT04338828,4/18/2020,4/30/2021,Interventional,Nitric Oxide Inhalation Therapy for COVID-19 Infections in the ED,"Active, not recruiting",Phase 2,Massachusetts General Hospital,NA,NA,NA,NA,NA,1,United States,0,2,Nitric Oxide Gas|Inhaled Supplemental Oxygen,0
NCT04328012,4/6/2020,6/1/2021,Interventional,COVID MED Trial - Comparison Of Therapeutics for Hospitalized Patients Infected With COVID-19,Recruiting,Phase 2/Phase 3,Bassett Healthcare,NA,NA,NA,NA,NA,1,United States,0,3,Losartan|Placebo,0
NCT04757792,6/6/2020,2/1/2021,Observational,Back to the Traditional: Anti-COX Drugs Can Improve the Outcome of COVID-19 Patients Admitted to ICU,Completed,NA,Benha University,NA,NA,NA,NA,NA,0,Egypt,0,0,File inquiry,0
NCT04756323,10/27/2020,6/30/2021,Interventional,A Study to Evaluate Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccine (Vero Cells) in Healthy Population Aged 18 Years and Above(COVID-19),"Active, not recruiting",Phase 2,"Beijing Minhai Biotechnology Co., Ltd",NA,NA,NA,NA,NA,0,China,0,1,medium dosage inactivated SARS-CoV-2 vaccine|high dosage inactivated SARS-CoV-2 vaccine|Placebo,1
NCT04386616,6/2/2020,1/2/2021,Interventional,A Study to Evaluate the Safety and Efficacy of MSTT1041A (Astegolimab) or UTTR1147A in Patients With Severe COVID-19 Pneumonia,Completed,Phase 2,"Genentech, Inc.",NA,NA,NA,NA,NA,1,United States|Brazil|Mexico|Spain,0,18,MSTT1041A|MSTT1041A-matched Placebo|UTTR1147A|UTTR1147A-matched Placebo,0
NCT04756128,1/25/2021,12/31/2021,Interventional,Impact of Colchicine and Low-dose Naltrexone on COVID-19,Enrolling by invitation,Phase 2,HealthPartners Institute,NA,NA,NA,NA,NA,1,United States,0,1,Colchicine 0.6 mg|Naltrexone,0
NCT04673292,2/8/2021,8/31/2021,Interventional,Community Collaboration to Combat COVID-19 (C-FORWARD),Enrolling by invitation,N/A,Johns Hopkins University,NA,NA,NA,NA,NA,1,United States,0,2,"Fixed site standard of care testing|Community-based, mobile van testing|Self-collected, home-based testing",0
NCT04649918,11/25/2020,1/16/2021,Observational,Short and Medium-term Effects of Pulmonary Rehabilitation in Mild to Critical Post-acute COVID-19,"Active, not recruiting",NA,SchÃ¶n Klinik Berchtesgadener Land,NA,NA,NA,NA,NA,0,Germany,0,1,pulmonary rehabilitation,0
NCT04563247,7/1/2020,2/8/2021,Observational,Seroprevalence of SARS-CoV-2 in Asymptomatic Frontline COVID-19 HCWs,Completed,NA,Lahore General Hospital,NA,NA,NA,NA,NA,0,Pakistan,0,2,IgG SARS CoV 2 antibodies,0
NCT04476953,8/3/2020,7/31/2021,Interventional,COVID-FISETIN: Pilot in SARS-CoV-2 of Fisetin to Alleviate Dysfunction and Inflammation,Enrolling by invitation,Phase 2,Mayo Clinic,NA,NA,NA,NA,NA,1,United States,0,3,Placebo|Fisetin,0
NCT04473898,6/19/2020,10/19/2020,Interventional,Telerehabilitation After Coronavirus,Completed,N/A,KTO Karatay University,NA,NA,NA,NA,NA,0,Turkey,0,2,Aerobic Exercise Training|Patient Education|Respiratory Exercise Training,0
NCT04425538,6/1/2020,1/22/2021,Interventional,A Phase 2 Trial of Infliximab in Coronavirus Disease 2019 (COVID-19).,Completed,Phase 2,Tufts Medical Center,NA,NA,NA,NA,NA,1,United States,0,2,Infliximab,0
NCT04412291,6/11/2020,3/31/2021,Interventional,"A Study in Patients With COVID-19 and Respiratory Distress Not Requiring Mechanical Ventilation, to Compare Standard-of-care With Anakinra and Tocilizumab Treatment The Immunomodulation-CoV Assessment (ImmCoVA) Study",Recruiting,Phase 2,Karolinska University Hospital,NA,NA,NA,NA,NA,0,Sweden,0,3,Anakinra Prefilled Syringe|Tocilizumab Prefilled Syringe|Standard-of-care treatment,0
NCT04764981,5/31/2021,5/31/2022,Interventional,Olfactory Training for Olfactory Dysfunction After Coronavirus Disease - 19 (COVID-19),Enrolling by invitation,N/A,Universidade do Estado do ParÃ¡,NA,NA,NA,NA,NA,0,Brazil,0,0,Essence oils,0
NCT04764773,5/1/2020,2/28/2021,Observational,Persistence of Symptoms After Improvement of Acute COVID-19,Recruiting,NA,Sohag University,NA,NA,NA,NA,NA,0,Egypt,0,0,No intervention,0
NCT04764032,9/2/2020,3/31/2021,Observational,Right Ventricular Dysfunction in Ventilated Patients With COVID-19,Recruiting,NA,University of Glasgow,NA,NA,NA,NA,NA,0,United Kingdom,0,0,Echocardiography,0
NCT04763395,1/29/2021,2/20/2021,Observational,Liver Function Test Abnormalities in COVID-19,Recruiting,NA,Sohag University,NA,NA,NA,NA,NA,0,Egypt,0,0,No intervention,0
NCT04760821,12/10/2020,4/30/2021,Interventional,Prevention of Acute Myocardial Injury by Trimetazidine in Patients Hospitalized for COVID-19,Recruiting,Phase 2,"Ministry of Health, Brazil",NA,NA,NA,NA,NA,0,Brazil,0,1,Trimetazidine,0
NCT04756271,2/11/2021,8/31/2021,Interventional,Safety and Immunogenicity of Inactivated Vaccine Against COVID-19 Infection,Recruiting,Phase 3,Zagazig University,NA,NA,NA,NA,NA,0,Egypt,0,1,SARS-Cov-2 neutralizing antibody titer,1
NCT04657809,10/1/2020,2/18/2021,Interventional,Clinical Assessment of Insulin Fast Dissolving Film in Treatment of Post Infection Anosmia,"Active, not recruiting",Phase 2,Deraya University,NA,NA,NA,NA,NA,0,Egypt,0,2,Insulin film|Fast dissolving film,0
NCT04606732,9/20/2020,12/31/2021,Observational [Patient Registry],CardioVascular Disease Progression and Prognosis in COVID-19,Recruiting,NA,University of Bologna,NA,NA,NA,NA,NA,0,Italy,0,1,NA,0
NCT04600141,11/10/2020,10/20/2021,Interventional,Clinical Efficacy of Heparin and Tocilizumab in Patients With Severe COVID-19 Infection,Recruiting,Phase 3,University of Sao Paulo,NA,NA,NA,NA,NA,0,Brazil,0,1,Tocilizumab|Heparin - Therapeutic dosage|Heparin - Prophylactic dosage,0
NCT04456153,7/22/2020,1/31/2021,Interventional,Atovaquone for Treatment of COVID-19,Completed,Phase 2,University of Texas Southwestern Medical Center,NA,NA,NA,NA,NA,1,United States,0,5,Experimental Group|Placebo Group,0
NCT04426071,6/1/2020,12/31/2021,Observational,The Impact of a Societal Lockdown on Those With Spinal Cord and Brain Injuries,Recruiting,NA,Lawson Health Research Institute,NA,NA,NA,NA,NA,0,Canada,0,1,NA,0
NCT04424212,6/10/2020,6/30/2021,Interventional,ICBT for Mental Health Problems Related to the Coronavirus Pandemic,"Active, not recruiting",N/A,Linkoeping University,NA,NA,NA,NA,NA,0,Sweden,0,2,Intervention group CoronaCope,0
NCT04408287,9/15/2020,2/28/2021,Interventional,Improving Activity Engagement Among Persons With SCI During COVID-19,Recruiting,N/A,Lawson Health Research Institute,NA,NA,NA,NA,NA,0,Canada,0,2,WebEx Physical Activity Program,0
NCT04408040,7/14/2020,7/31/2024,Interventional,Use of Convalescent Plasma for COVID-19,Recruiting,Phase 2,"Northside Hospital, Inc.",NA,NA,NA,NA,NA,1,United States,0,2,Convalescent Plasma,0
NCT04395430,9/18/2020,6/30/2021,Interventional,A Novel School-clinic-community Online Model of Child Obesity Treatment in Singapore During COVID-19,Recruiting,N/A,KK Women's and Children's Hospital,NA,NA,NA,NA,NA,0,Singapore,0,2,Usual Care|online KKH Sports Singapore Program with Usual Care,0
NCT04367636,4/30/2020,9/30/2021,Interventional,The Effects of Attention Training on Emotion Regulation and Stress Related Complaints During COVID-19,Recruiting,N/A,University Ghent,NA,NA,NA,NA,NA,0,Belgium,0,1,Behavioral: OCAT-sham|Behavioral: OCAT|psycho-education video,0
NCT04803370,7/8/2020,9/1/2021,Interventional,Efficacy of Reinforcing Standard Therapy in COVID-19 Patients With Repeated Transfusion of Convalescent Plasma,Recruiting,N/A,Hospital Son Llatzer,NA,NA,NA,NA,NA,0,Spain,0,0,Convalescent Plasma with antibody against SARS-CoV-2.|Standard treatment for COVID-19,0
NCT04803227,3/11/2021,4/30/2021,Interventional,Safety and Tolerability of Emricasan in Symptomatic Outpatients Diagnosed With Mild-COVID-19,Recruiting,Phase 1,Histogen,NA,NA,NA,NA,NA,1,United States,0,0,Emricasan|Placebo,0
NCT04802642,1/1/2021,3/1/2021,Observational,"Evaluation of COVID-19 Fear, Anxiety and Their Effects in Physiotherapy Technician Students",Completed,NA,Ufuk University,NA,NA,NA,NA,NA,0,Turkey,0,0,Survey,0
NCT04802187,12/1/2020,8/31/2022,Interventional,Implementation of SARS-CoV Testing Strategies in Community Health Centers,Recruiting,N/A,Massachusetts General Hospital,NA,NA,NA,NA,NA,1,United States,0,0,RADx CHCs testing intervention strategy|Usual care control,0
NCT04802044,12/8/2020,2/28/2022,Observational,"COVID-19, Aging, and Cardiometabolic Risk Factors Study",Recruiting,NA,Indonesia University,NA,NA,NA,NA,NA,0,Indonesia,0,0,NA,0
NCT04828460,2/9/2021,6/30/2021,Observational,Monitoring of COVID-19 Vaccine Response in Organ Transplant Patients,Recruiting,NA,"University Hospital, Strasbourg, France",NA,NA,NA,NA,NA,0,France,0,0,NA,0
NCT04800146,2/25/2021,6/30/2022,Observational,A Study on the Immune-response to COVID-19 Vaccination in Cancer Patients - the IOSI-COVID-19-001 Study,Recruiting,NA,Oncology Institute of Southern Switzerland,NA,NA,NA,NA,NA,0,Switzerland,0,0,Blood sample,0
NCT04800120,2/15/2021,12/31/2021,Interventional,Use of Hyperbaric Oxygen Therapy to Treat COVID-19 Patients With Respiratory Distress,Recruiting,N/A,"Steward St. Elizabeth's Medical Center of Boston, Inc.",NA,NA,NA,NA,NA,1,United States,0,0,Hyperbaric Oxygen Therapy,0
NCT04799873,4/8/2020,12/1/2020,Observational,Alpha-1-Antitrypsin-Deficiency in COVID-19,Completed,NA,UniversitÃ¤t des Saarlandes,NA,NA,NA,NA,NA,0,Germany,0,0,AAT( Alpha 1 Antitrypsin),0
NCT04799834,11/30/2020,10/31/2021,Observational,Genotype and Susceptibility to COVID-19,Recruiting,NA,Mario Negri Institute for Pharmacological Research,NA,NA,NA,NA,NA,0,Italy,0,0,"Questionnaire administration,blood sampling and genetic analyses.",0
NCT04799808,1/15/2021,7/15/2022,Observational,"Saxon SARS-CoV-2 Infection and Vaccination Study in Dialysis Patients, Solid Organ Recipients and Staff",Recruiting,NA,Technische UniversitÃ¤t Dresden,NA,NA,NA,NA,NA,0,Germany,0,0,NA,0
NCT04799704,9/11/2020,12/13/2020,Observational,Tear Film SARS-nCoV-2 Detection in Symptomatic and Pauci-symptomatic Patients.,Completed,NA,Universitaire Ziekenhuizen Leuven,NA,NA,NA,NA,NA,0,Belgium,0,0,swabbing of conjunctiva,0
NCT04799652,1/15/2021,4/30/2021,Observational,Are Surgeons Ready to Get the COVID-19 Vaccine?,Recruiting,NA,Brugmann University Hospital,NA,NA,NA,NA,NA,0,Belgium,0,0,Survey,0
NCT04511923,12/23/2020,12/31/2021,Interventional,Nebulised Heparin to Reduce COVID-19 Induced Acute Lung Injury,Recruiting,Phase 1/Phase 2,University College Hospital Galway,NA,NA,NA,NA,NA,0,Ireland,0,2,Nebulised heparin,0
NCT04409327,7/11/2020,12/27/2020,Interventional,Phase 2 Study to Determine if RTB101 Reduces the Severity of COVID-19 in Older Adults Residing in Nursing Homes,Terminated,Phase 2,Restorbio Inc.,Insufficient accrual rate,NA,NA,NA,NA,1,United States,0,6,RTB101|Placebo,0
NCT04349371,4/21/2020,1/7/2021,Interventional,Saved From COVID-19,Terminated,Phase 2,Columbia University,Low enrollment.,NA,NA,NA,NA,1,United States,0,2,Chloroquine|Placebo oral tablet,0
NCT04337918,5/8/2020,1/31/2021,Interventional,Nitric Oxide Releasing Solutions to Prevent and Treat Mild/Moderate COVID-19 Infection,Completed,Phase 2,Sanotize Research and Development corp.,NA,NA,NA,NA,NA,0,Canada,0,7,NORS (Nitric Oxide Releasing Solution)|NORS (Nitric Oxide Releasing Solution),0
NCT04336215,4/7/2020,5/1/2021,Observational,Rutgers COVID-19 Cohort Study,Recruiting,NA,"Rutgers, The State University of New Jersey",NA,NA,NA,NA,NA,1,United States,0,2,Non-Interventional,0
NCT04333355,5/8/2020,8/20/2020,Interventional,Safety in Convalescent Plasma Transfusion to COVID-19,Terminated,Phase 1,Hospital San Jose Tec de Monterrey,"Other clinical trails probed that the use of convalescent plasma for patients with COVID-19 is
    safe .",NA,NA,NA,NA,0,Mexico,0,3,Convalescent Plasma,0
NCT04321811,3/21/2020,2/9/2021,Observational [Patient Registry],"Behavior, Environment And Treatments for Covid-19","Active, not recruiting",NA,xCures,NA,NA,NA,NA,NA,1,United States,0,3,"Observation of patients with known, suspected, or at risk for COVID-19 infection",0
NCT04751617,1/1/2021,1/31/2021,Interventional,Pulmonary Rehabilitation of Patients With a History of COVID-19,Enrolling by invitation,N/A,University of Rzeszow,NA,NA,NA,NA,NA,0,Poland,0,0,Pulmonary rehabilitation,0
NCT04751604,2/1/2021,9/30/2021,Interventional,Improvement of the Nutritional Status Regarding Nicotinamide (Vitamin B3) and the Disease Course of COVID-19,Recruiting,N/A,University Hospital Schleswig-Holstein,NA,NA,NA,NA,NA,0,Germany,0,0,Nicotinamide|Placebo,0
NCT04751227,11/22/2020,1/30/2021,Observational,Modafinil for Wakefulness in the Critical Care Units,Completed,NA,King Faisal Specialist Hospital & Research Center,NA,NA,NA,NA,NA,0,Saudi Arabia,0,0,Modafinil,0
NCT04743388,1/4/2021,11/30/2021,Observational [Patient Registry],Study of the Kinetics of Antibodies Against COVID-19 (SARS-CoV-2) and of Cellular Subpopulations of the Immune System,Recruiting,NA,National and Kapodistrian University of Athens,NA,NA,NA,NA,NA,0,Greece,0,1,BNT162b2|Other vaccine against SARS-Cov-2,0
NCT04709068,2/8/2021,3/19/2021,Observational,Risk Stratification and Early Alerting Regarding COVID-19 Hospitalization,Recruiting,NA,Current Health,NA,NA,NA,NA,NA,1,United States,0,2,Current Health,0
