nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,pubmed_links,ctg_links,Abstract,Registry,Total_pubs,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04545008,10/20/2020,6/2/2021,Interventional,Trial of Famotidine & N-Acetyl Cysteine for Outpatients With COVID-19,Terminated,Phase 1,Prisma Health-Upstate,Study was stopped due to poor accrual.,NA,NA,NA,NA,NA,United States,0,3,Famotidine|N-Acetyl cysteine,0
NCT04439071,7/9/2020,12/31/2021,Interventional,A Study to Evaluate Efficacy and Safety of PTC299 (Emvododstat) in Hospitalized Participants With Coronavirus (COVID-19),Recruiting,Phase 2/Phase 3,PTC Therapeutics,NA,NA,NA,NA,NA,NA,United States|Australia|Belgium|Brazil|Colombia|France|Mexico|Poland|Portugal|South Africa|Spain,0,9,PTC299|SOC|Placebo,0
NCT04378920,4/14/2020,8/24/2021,Interventional,"A Study of Liposomal Trans Crocetin, LEAF-4L6715, in Patients With Acute Respiratory Distress Syndrome Due to COVID-19, Sepsis or Other Causes",Completed,Phase 1/Phase 2,Institut de cancÃ©rologie Strasbourg Europe,NA,NA,NA,NA,NA,NA,France,0,8,LEAF-4L6715,0
NCT04390178,4/10/2020,6/30/2020,Interventional,Convalescent Plasma as Treatment for Acute Coronavirus Disease (COVID-19),Completed,Phase 1/Phase 2,Karolinska University Hospital,NA,NA,NA,NA,NA,NA,Sweden,0,1,SARS-CoV-2 convalescent plasma,0
NCT05135624,12/1/2021,3/31/2023,Interventional,SP16 as a Therapeutic for COVID-19 Induced ARDS,Recruiting,Phase 1/Phase 2,"Serpin Pharma, LLC",NA,NA,NA,NA,NA,NA,United States,0,1,SP16 (6mg)|Placebo|SP16 (12 mg),0
NCT05067933,10/1/2021,3/31/2022,Interventional,A Ph 2 Trial With an Oral Tableted COVID-19 Vaccine,Recruiting,Phase 2,Vaxart,NA,NA,NA,NA,NA,NA,United States,0,2,VXA-CoV2-1.1-S|Placebo Tablets,1
NCT04765449,9/15/2021,7/29/2022,Interventional,Transfer of Infection Fighting Immune Cells Generated in the Laboratory to High Risk Patients With COVID-19 Infection,Recruiting,Phase 1,Thomas Jefferson University,NA,NA,NA,NA,NA,NA,United States,0,10,Cytotoxic T Lymphocytes,0
NCT04911777,8/24/2021,12/31/2021,Interventional,"Proof of Principle Study to Evaluate the Safety, PK, Viral Shedding and Efficacy of Pentarlandirâ„¢ UPPTA for Patients With Early COVID-19",Recruiting,Phase 2,SyneuRx International (Taiwan) Corp,NA,NA,NA,NA,NA,NA,United States,0,6,Pentarlandirâ„¢ UPPTA|Placebo,0
NCT04518410,8/19/2020,12/31/2023,Interventional,ACTIV-2: A Study for Outpatients With COVID-19,Recruiting,Phase 2/Phase 3,National Institute of Allergy and Infectious Diseases (NIAID),NA,NA,NA,NA,NA,NA,United States|Argentina|Brazil|Canada|Costa Rica|Guatemala|Mexico|Philippines|Puerto Rico|South Africa,0,93,"bamlanivimab|Placebo (IV)|BRII-196/BRII-198|AZD7442 (IV)|AZD7442 (IM)|SNG001|Camostat|Placebo (IM)|Placebo (Inhaled solution)|Placebo (oral tablet)|BMS-986414 + BMS-986413|Placebo (SC injections)|SAB-185 (3,840 Units/kg)|SAB-185 (10,240 Units/kg)|CASIRIVIMAB + IMDEVIMAB",0
NCT04526912,8/28/2020,4/8/2021,Interventional,Treatment and Prevention of Acute Lung Injury (ALI) in Patients With COVID-19 Infection,Terminated,Phase 1,Viela Bio,Study met predefined futility criteria for efficacy endpoints.,NA,NA,NA,NA,NA,United States,0,6,VIB7734|Placebo,0
NCT04402944,7/5/2020,12/31/2021,Interventional,Pulmozyme to Improve COVID-19 ARDS Outcomes,Recruiting,Phase 2,Boston Children's Hospital,NA,NA,NA,NA,NA,NA,United States,0,4,Pulmozyme|Placebo,0
NCT04376593,5/1/2020,6/30/2022,Interventional,PET/CT Imaging in COVID-19 Patients,Enrolling by invitation,Early Phase 1,"University of California, Davis",NA,NA,NA,NA,NA,NA,United States,0,5,18F-Î±vÎ²6-BP,0
NCT05163496,12/15/2021,1/31/2023,Interventional,Frontline Clinician Psilocybin Study,Recruiting,Phase 1/Phase 2,University of Washington,NA,NA,NA,NA,NA,NA,United States,0,0,Psilocybin (Usona Institute)|Active placebo,0
NCT05164120,12/14/2021,4/1/2022,Interventional,"Safety, Tolerability, and Treatment Effect of Belnacasan in Patients With COVID-19",Recruiting,Phase 2,Medstar Health Research Institute,NA,NA,NA,NA,NA,NA,United States,0,0,Belnacasan|Placebo,0
NCT05163743,5/23/2021,12/31/2021,Interventional,Diet and COVID-19 Vaccination,Recruiting,Not Applicable,University of Roma La Sapienza,NA,NA,NA,NA,NA,NA,Italy,0,0,Low Calorie Ketogenic Diet,1
NCT05163730,11/1/2021,5/31/2022,Interventional,Clinical Evaluation of the Panbioâ„¢ COVID-19/ Flu A&B Rapid Panel,Recruiting,Not Applicable,Abbott Rapid Diagnostics Jena GmbH,NA,NA,NA,NA,NA,NA,United States,0,0,COVID-19/ Flu A&B Rapid Panel,0
NCT05163613,1/1/2021,4/1/2021,Interventional,Use of Low-frequency Magnetic Fields in the Hybrid Treatment of COVID-19 Patients,"Active, not recruiting",Not Applicable,Medical University of Lodz,NA,NA,NA,NA,NA,NA,Poland,0,0,magnetostimulation,0
NCT04969250,8/25/2021,7/31/2022,Interventional,Vaccination for Recovered Inpatients With COVID-19 (VATICO),Recruiting,Phase 4,National Institute of Allergy and Infectious Diseases (NIAID),NA,NA,NA,NA,NA,NA,United States|Nigeria|Spain|Switzerland|Uganda,0,12,Moderna mRNA-1273 COVID-19 vaccine|Pfizer BNT162b2 COVID-19 vaccine,1
NCT05140005,12/6/2021,12/14/2021,Interventional,GlowTest COVID-19 Antigen Home Test Kit QRI Use Study,Completed,Not Applicable,Arion Bio,NA,NA,NA,NA,NA,NA,United States,0,2,GlowTest COVID-19 Antigen Home Test,0
NCT05074446,11/15/2021,1/1/2022,Interventional,Stereotype Threat Effect On the Performance of the Non-Intensivist Physicians Assigned in Covid-19 Intensive Care Unit,Recruiting,Not Applicable,Hacettepe University,NA,NA,NA,NA,NA,NA,Turkey,0,2,stereotype threat manipulation,0
NCT04959760,6/3/2021,3/30/2022,Interventional,BinaxNow COVID-19 IgG Rapid Test Device and Antibody Self Test,Recruiting,Not Applicable,Abbott Rapid Diagnostics Jena GmbH,NA,NA,NA,NA,NA,NA,United States,0,1,The BinaxNOWâ„¢ Antibody Tests measure IgG antibodies against SARS-CoV-2.,0
NCT04813497,2/5/2021,12/25/2021,Interventional,Monitoring of COVID-19 Seroprevalence Among GHdC Staff Members,Enrolling by invitation,Not Applicable,Grand HÃ´pital de Charleroi,NA,NA,NA,NA,NA,NA,Belgium,0,2,Serology to determine SARS-CoV-2 infection,0
NCT04858425,4/30/2021,12/31/2021,Interventional,Safety and Efficacy of Niclosamide in Patients With COVID-19 With Gastrointestinal Infection,Recruiting,Phase 2,"AzurRx BioPharma, Inc.",NA,NA,NA,NA,NA,NA,United States|India|Ukraine,0,14,Niclosamide|Placebo,0
NCT04843761,4/20/2021,10/31/2022,Interventional,ACTIV-3b: Therapeutics for Severely Ill Inpatients With COVID-19,Recruiting,Phase 3,National Institute of Allergy and Infectious Diseases (NIAID),NA,NA,NA,NA,NA,NA,United States,0,29,Remdesivir|Remdesivir Placebo|Aviptadil|Aviptadil Placebo|Corticosteroid,0
NCT04816669,4/1/2021,12/1/2021,Interventional,"A Study to Evaluate Safety, Tolerability, & Immunogenicity of Multiple Formulations of BNT162b2 Against COVID-19 in Healthy Adults",Completed,Phase 3,BioNTech SE,NA,NA,NA,NA,NA,NA,United States,0,7,BNT162b2,1
NCT04762186,12/8/2021,2/1/2023,Interventional,Viable Human SARS-CoV-2 Specific T Cell Transfer in Patients at Risk for Severe COVID-19,Recruiting,Phase 1,UniversitÃ¤tsklinikum KÃ¶ln,NA,NA,NA,NA,NA,NA,Germany,0,1,human SARS-CoV 2 specific T lymphocytes,0
NCT04760730,7/13/2021,3/1/2022,Interventional,Safety and Immunogenicity Study in Adults of AZD1222 and rAd26-S Administered as Heterologous Prime Boost Regimen for the Prevention of Coronavirus Disease 2019 (COVID-19),Recruiting,Phase 1/Phase 2,R-Pharm,NA,NA,NA,NA,NA,NA,United Arab Emirates,0,1,AZD1222|rAd26-S,0
NCT04681092,4/6/2021,2/28/2022,Interventional,Anti-COVID19 AKS-452 Fusion Protein Vaccine - ACT Study,"Active, not recruiting",Phase 1/Phase 2,University Medical Center Groningen,NA,NA,NA,NA,NA,NA,Netherlands,0,4,AKS-452,1
NCT04662086,4/23/2021,8/31/2022,Interventional,COVID-19 Outpatient Pragmatic Platform Study (COPPS) - Master Protocol,Recruiting,Phase 2,Stanford University,NA,NA,NA,NA,NA,NA,United States,0,5,Acebilustat|Camostat,0
NCT04662073,4/23/2021,8/31/2022,Interventional,COVID-19 Outpatient Pragmatic Platform Study (COPPS) - Camostat Sub-Protocol,"Active, not recruiting",Phase 2,Stanford University,NA,NA,NA,NA,NA,NA,United States,0,5,Camostat|Placebo,0
NCT04662060,4/23/2021,8/31/2022,Interventional,COVID-19 Outpatient Pragmatic Platform Study (COPPS) - Acebilustat Sub-Protocol,Recruiting,Phase 2,Stanford University,NA,NA,NA,NA,NA,NA,United States,0,4,Acebilustat|Placebo,0
NCT04591015,2/1/2021,12/31/2021,Interventional,Dulce Digital-COVID Aware (DD-CA) Discharge Texting Platform for US/Mexico Border Hispanics With Diabetes + COVID-19,Recruiting,Phase 3,Scripps Whittier Diabetes Institute,NA,NA,NA,NA,NA,NA,United States,0,6,Hospital: DD-CA|Hospital: Usual Care (UC),0
NCT04588428,6/21/2021,6/15/2024,Interventional,"Safety, Tolerability and Immunogenicity of INO-4700 for MERS-CoV in Healthy Volunteers",Recruiting,Phase 2,Inovio Pharmaceuticals,NA,NA,NA,NA,NA,NA,Jordan|Kenya|Lebanon,0,15,INO-4700|Placebo|CELLECTRAâ„¢ 2000,0
NCT04568122,11/20/2020,11/30/2022,Interventional,"Rapid Turnaround, Home-based Saliva Testing for COVID-19",Recruiting,Not Applicable,Stanford University,NA,NA,NA,NA,NA,NA,United States,0,11,Saliva test kit,0
NCT04466800,7/30/2020,7/31/2022,Interventional,Functional and Respiratory Rehabilitation and Nutritional Care of COVID-19 Patients (RECOVER-19),Recruiting,Not Applicable,Rennes University Hospital,NA,NA,NA,NA,NA,NA,France,0,7,Intervention group_rehabilitation program,0
NCT04373707,5/13/2020,4/29/2021,Interventional,Weight-Adjusted vs Fixed Low Doses of Low Molecular Weight Heparin For Venous Thromboembolism Prevention in COVID-19,Completed,Phase 4,"Central Hospital, Nancy, France",NA,NA,NA,NA,NA,NA,France,0,6,Enoxaparin|Enoxaparin,0
NCT04431453,7/21/2020,2/28/2022,Interventional,"Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of Remdesivir (GS-5734â„¢) in Participants From Birth to < 18 Years of Age With Coronavirus Disease 2019 (COVID-19)",Recruiting,Phase 2/Phase 3,Gilead Sciences,NA,NA,NA,NA,NA,NA,United States|Italy|Spain|United Kingdom,0,34,Remdesivir,0
NCT04372628,6/1/2020,4/1/2022,Interventional,Trial of Early Therapies During Non-hospitalized Outpatient Window for COVID-19,"Active, not recruiting",Phase 2,Vanderbilt University Medical Center,NA,NA,NA,NA,NA,NA,United States,0,10,Lopinavir/Ritonavir 400 mg/100 mg|Placebo,0
NCT05166005,4/1/2020,8/23/2021,Interventional,Severity of COVID-19 and Vitamin D Supplementation,"Active, not recruiting",Phase 4,"Federal State Budgetary Institution, V. A. Almazov Federal North-West Medical Research Centre, of the Ministry of Health",NA,NA,NA,NA,NA,NA,Russian Federation,0,0,vitamin D,0
NCT05165966,10/20/2021,2/20/2022,Interventional,"Safety and Immunogenicity Study of Booster Vaccination in Different Doses of COVID-19 Vaccine (Vero Cell),Inactivated for Prevention of COVID-19","Active, not recruiting",Phase 4,"Sinovac Biotech Co., Ltd",NA,NA,NA,NA,NA,NA,China,0,0,"High-dosage of COVID-19 vaccine (Vero cell), Inactivated|Medium-dose COVID-19 Vaccine(Vero Cell),Inactivated",1
NCT05096832,11/3/2021,1/27/2023,Interventional,Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01) Booster Study,Recruiting,Phase 3,Livzon Pharmaceutical Group Inc.,NA,NA,NA,NA,NA,NA,Pakistan,0,2,Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01)|Blank Preparation of Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01),1
NCT04952857,8/1/2021,11/30/2021,Interventional,"Short Term, High Dose Vitamin D Supplementation in Moderate to Severe COVID-19 Disease",Completed,Phase 4,Postgraduate Institute of Medical Education and Research,NA,NA,NA,NA,NA,NA,India,0,3,cholecalciferol 6 lakh IU,0
NCT04904471,6/15/2021,2/28/2022,Interventional,A Global Phase III Clinical Trial of Recombinant COVID- 19 Vaccine (Sf9 Cells),Enrolling by invitation,Phase 3,"WestVac Biopharma Co., Ltd.",NA,NA,NA,NA,NA,NA,Indonesia|Kenya|Mexico|Philippines,0,7,Recombinant COVID-19 vaccine (Sf9 cells)|Placebo control,1
NCT04899232,7/6/2021,6/30/2022,Interventional,Antithrombin III in Infectious Disease Caused by COVID-19,Recruiting,Phase 2,University of Miami,NA,NA,NA,NA,NA,NA,United States,0,5,Antithrombin III,0
NCT04821934,3/26/2021,12/20/2021,Interventional,Tele-rehabilitation Program After Hospitalization for COVID-19,Completed,Not Applicable,Istituti Clinici Scientifici Maugeri SpA,NA,NA,NA,NA,NA,NA,Italy,0,2,TR|TSu,0
NCT04860297,4/16/2021,3/31/2023,Interventional,A Study to Evaluate Safety and Immunogenicity of mRNA-1273 Vaccine to Prevent COVID-19 in Adult Organ Transplant Recipients and in Healthy Adult Participants,Recruiting,Phase 3,"ModernaTX, Inc.",NA,NA,NA,NA,NA,NA,United States,0,4,mRNA-1273,1
NCT04792567,4/19/2021,1/17/2022,Interventional,Exploring the Immune Response to SARS-CoV-2 modRNA Vaccines in Patients With Secondary Progressive Multiple Sclerosis (AMA-VACC),"Active, not recruiting",Phase 4,Novartis,NA,NA,NA,NA,NA,NA,Germany,0,5,BAF312|Baseline disease modifying therapies (DMTs),1
NCT04788459,2/25/2021,12/31/2021,Interventional,"Safety and Immunogenicity of COVID-eVax, a Candidate Plasmid DNA Vaccine for COVID-19, in Healthy Adult Volunteers","Active, not recruiting",Phase 1/Phase 2,Takis,NA,NA,NA,NA,NA,NA,Italy,0,3,COVID-eVax|CliniporatorÂ® and EPSGun,1
NCT04482595,11/11/2020,3/31/2022,Interventional,BIO 300 Oral Suspension in Discharged COVID-19 Patients,Recruiting,Phase 2,Humanetics Corporation,NA,NA,NA,NA,NA,NA,United States,0,8,BIO 300 Oral Suspension|Placebo,0
NCT04401410,11/4/2020,10/12/2021,Interventional,Anti-SARS Cov-2 T Cell Infusions for COVID 19,Terminated,Phase 1,Baylor College of Medicine,"Due to trial's eligibility criteria and the low census of hospitalized COVID-19 patients meeting eligibility criteria, the Sponsor will be unable to enroll a meaningful number of patients in this single-center trial in a reasonable time frame.",NA,NA,NA,NA,NA,United States,0,6,Dose Finding Phase (MTD)|Partially HLA-matched SARS-CoVSTs|Routine care (no SARS-CoVSTs),0
NCT05167227,11/30/2021,7/31/2024,Interventional,Does a Technology Enabled Multi-disciplinary Team-based Care Model for the Management of Long COVID and Other Fatiguing Illnesses Improve Clinical Care of Patients and Represent a Sustainable Approach Within a Federally Qualified Health Center?,Recruiting,Not Applicable,Family Health Centers of San Diego,NA,NA,NA,NA,NA,NA,United States,0,0,Extension for Community Healthcare Outcomes,0
NCT05167357,3/18/2021,11/30/2022,Interventional,Multicentric Evaluation of the Impact on Hypoxia Sensitivity of Patients With COVID-19,Recruiting,Not Applicable,Institut de Formation et de Recherche en MÃ©decine de Montagne,NA,NA,NA,NA,NA,NA,France,0,0,COVID19,0
NCT05167279,12/17/2021,9/30/2022,Interventional,A Study of JS026 and JS026 Together With JS016 for Treatment of COVID-19,Recruiting,Phase 1,"Shanghai Junshi Bioscience Co., Ltd.",NA,NA,NA,NA,NA,NA,China,0,1,JS026/placebo|JS016/placebo,0
NCT05166915,12/31/2021,6/30/2022,Interventional,"Respiratory COVID-19: A Randomized, Sham-Controlled Study",Recruiting,Not Applicable,"Aytu BioPharma, Inc.",NA,NA,NA,NA,NA,NA,Spain,0,1,UVA Light Emitting Catheter|Sham Control Catheter,0
NCT05148949,12/22/2021,5/10/2022,Interventional,Study on Three Doses of an Inactivated COVID-19 Vaccine in Chinese Pulmonary Tuberculosis Patients,Recruiting,Phase 4,Jiangsu Province Centers for Disease Control and Prevention,NA,NA,NA,NA,NA,NA,China,0,1,Standard dosage inactivated vaccine|Double dosage inactivated vaccine,1
NCT05148832,5/1/2021,8/20/2021,Interventional,Administration of Systemic Corticosteroids and the Recovery of Gustatory Functions in Patients With COVID-19,Completed,Not Applicable,Fayoum University,NA,NA,NA,NA,NA,NA,Egypt,0,1,Administration of Systemic Corticosteroid,0
NCT05143567,11/1/2021,11/1/2026,Interventional,Hemostasis and Inflammation in COVID19 Patients With Venous and Arterial Thrombotic Complications,Recruiting,Not Applicable,Ryazan State Medical University,NA,NA,NA,NA,NA,NA,Russian Federation,0,1,standard of care anticoagulation in absence of thrombotic complications|standard of care anticoagulation in presence of thrombotic complications|standard of care anticoagulation in combination with elastic compression,0
NCT05135585,12/1/2021,10/12/2022,Interventional,Evaluation of the Post-vaccination Immune Response to COVID-19 in the New Caledonian Population,Recruiting,Not Applicable,Institut Pasteur,NA,NA,NA,NA,NA,NA,New Caledonia,0,1,Blood sample collection|Questionnaires,1
NCT05097053,10/7/2021,3/31/2022,Interventional,A Heterologous 3rd COVID-19 Vaccine of MVC-COV1901 to Evaluate Immunogenicity and Safety in Adults With ChAdOx1-nCov-19,Recruiting,Phase 4,Taoyuan General Hospital,NA,NA,NA,NA,NA,NA,Taiwan,0,1,MVC-COV1901(3 Months)|MVC-COV1901(6 Months),1
NCT05063825,10/6/2021,12/13/2021,Interventional,Understanding Reactions to Emotional Material in the Media During COVID-19 - Study 2,Completed,Not Applicable,Uppsala University,NA,NA,NA,NA,NA,NA,Sweden,0,2,Simple cognitive task intervention|Attention placebo,0
NCT05087173,10/11/2021,1/31/2022,Interventional,Effectiveness of Using Interactive Consulting System to Enhance Decision Aids of COVID-19 Vaccination,Recruiting,Not Applicable,Sun Yat-sen University,NA,NA,NA,NA,NA,NA,China,0,1,Chatbot,1
NCT05067894,12/10/2021,3/31/2022,Interventional,Safety and Immunogenicity of SARS-CoV-2 Protein Subunit Recombinant Vaccine,Recruiting,Phase 1,PT Bio Farma,NA,NA,NA,NA,NA,NA,Indonesia,0,4,SARS-CoV-2 Protein Subunit Recombinant Vaccine|SARS-CoV-2 Inactivated Vaccine,1
NCT05057923,7/10/2021,10/20/2021,Interventional,The Development of a COVID19 Oral Vaccine Consisting of Bacillus Subtilis Spores,Completed,Not Applicable,DreamTec Research Limited,NA,NA,NA,NA,NA,NA,Hong Kong,1,1,Bacillus subtilis,1
NCT05036941,11/13/2021,2/28/2022,Interventional,A Trial of Two Mask Systems in Preventing SARS CoV-2 in Healthcare Workers (HCW),Recruiting,Not Applicable,Ascend Performance Materials,NA,NA,NA,NA,NA,NA,India,0,2,Acteevâ„¢ Masks|Comparison Masks,0
NCT05007080,9/27/2021,8/31/2023,Interventional,A Study to Evaluate Different Dose Levels of Ad26.COV2.S in Healthy Adolescents From 12 to 17 Years Inclusive,Recruiting,Phase 2/Phase 3,Janssen Vaccines & Prevention B.V.,NA,NA,NA,NA,NA,NA,Argentina|Brazil|Colombia|India|Mexico|Philippines|South Africa|Thailand,0,5,Ad26.COV2.S,0
NCT04992273,9/13/2021,11/17/2022,Interventional,COVID-19 Administration of Single-Dose Subcutaneous Anti- Spike(s) SARS-CoV-2 Monoclonal Antibodies Casirivimab and Imdevimab in High-Risk Pediatric Participants Under 12 Years of Age,Recruiting,Phase 2,Regeneron Pharmaceuticals,NA,NA,NA,NA,NA,NA,United States,0,2,casirivimab+imdevimab,0
NCT04956887,8/3/2021,1/31/2022,Interventional,Cognitive Training in Survivors of Covid-19: A Randomized Trial,Recruiting,Not Applicable,Vanderbilt University Medical Center,NA,NA,NA,NA,NA,NA,United States,0,2,AKL-T01|Control Group,0
NCT04955626,7/1/2021,9/20/2023,Interventional,"To Evaluate the Safety, Tolerability, Efficacy and Immunogenicity of a Booster Dose of BNT162b2 Against COVID-19 in Participants â‰¥12 Years of Age.","Active, not recruiting",Phase 3,BioNTech SE,NA,NA,NA,NA,NA,NA,United States|Brazil|Canada|South Africa,0,9,BNT162b2|Placebo,1
NCT05057169,11/18/2021,3/31/2023,Interventional,Randomized Trial of COVID-19 Booster Vaccinations (Cobovax Study),Recruiting,Phase 4,The University of Hong Kong,NA,NA,NA,NA,NA,NA,Hong Kong,0,3,BNT162b2|CoronaVac,1
NCT04988035,7/21/2021,10/31/2022,Interventional,ACTIV-5 / Big Effect Trial (BET-C) for the Treatment of COVID-19,Recruiting,Phase 2,National Institute of Allergy and Infectious Diseases (NIAID),NA,NA,NA,NA,NA,NA,United States,0,33,Danicopan|Placebo|Remdesivir,0
NCT04987957,12/8/2021,5/31/2022,Interventional,Effect Of MusÄ±c Therapy On AnxÄ±ety Levels In COVID-19 PandemÄ±c,Recruiting,Not Applicable,Abant Izzet Baysal University,NA,NA,NA,NA,NA,NA,Turkey,0,4,Music Therapy,0
