pmid,nct_id,pub_source,ArticleType,Substance,MeSH,Title,PubDate,Journal,pubmed_links,ctg_links
32091533,NCT04475471,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|China|Communicable Disease Control|Coronavirus Infections|Disease Outbreaks|Humans|Pandemics|Patient Acuity|Pneumonia, Viral|SARS-CoV-2|Severe Acute Respiratory Syndrome|World Health Organization|NA",Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72â€¯314 Cases From the Chinese Center for Disease Control and Prevention.,2020-09-22,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04475471
32091533,NCT04353674,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|China|Communicable Disease Control|Coronavirus Infections|Disease Outbreaks|Humans|Pandemics|Patient Acuity|Pneumonia, Viral|SARS-CoV-2|Severe Acute Respiratory Syndrome|World Health Organization|NA",Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72â€¯314 Cases From the Chinese Center for Disease Control and Prevention.,2020-09-22,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04353674
32091533,NCT04366232,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|COVID-19|China|Communicable Disease Control|Coronavirus Infections|Disease Outbreaks|Humans|Pandemics|Patient Acuity|Pneumonia, Viral|SARS-CoV-2|Severe Acute Respiratory Syndrome|World Health Organization|NA",Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72â€¯314 Cases From the Chinese Center for Disease Control and Prevention.,2020-09-22,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04366232
32096367,NCT04368351,Registry,Journal Article,Antiviral Agents|NA,"Antibiotic Prophylaxis|Antiviral Agents|COVID-19|China|Coronavirus Infections|Critical Illness|Humans|Medicine, Chinese Traditional|Nutritional Support|Pneumonia, Viral|Respiration, Artificial|Shock|Stress, Psychological|Water-Electrolyte Balance|NA",[Management of corona virus disease-19 (COVID-19): the Zhejiang experience].,2020-03-16,Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04368351
32101510,NCT04407468,Registry,Comparative Study|Journal Article, ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|COVID-19 Testing|Child|Child, Preschool|China|Clinical Laboratory Techniques|Coronavirus Infections|Female|Follow-Up Studies|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Reproducibility of Results|Retrospective Studies|Reverse Transcriptase Polymerase Chain Reaction|SARS-CoV-2|Sensitivity and Specificity|Tomography, X-Ray Computed|Young Adult|NA",Correlation of Chest CT and RT-PCR Testing for Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases.,2020-07-31,Radiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04407468
32101510,NCT04661631,Registry,Comparative Study|Journal Article, ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|COVID-19 Testing|Child|Child, Preschool|China|Clinical Laboratory Techniques|Coronavirus Infections|Female|Follow-Up Studies|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Reproducibility of Results|Retrospective Studies|Reverse Transcriptase Polymerase Chain Reaction|SARS-CoV-2|Sensitivity and Specificity|Tomography, X-Ray Computed|Young Adult|NA",Correlation of Chest CT and RT-PCR Testing for Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases.,2020-07-31,Radiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04661631
32102726,NCT04424953,Registry,Journal Article, , ,Expert Recommendations for Tracheal Intubation in Critically ill Patients with Noval Coronavirus Disease 2019.,2020-07-21,Chinese medical sciences journal = Chung-kuo i hsueh k'o hsueh tsa chih,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04424953
32103284,NCT04611269,Registry,Journal Article, ,"Betacoronavirus|COVID-19|Coronavirus|Coronavirus Infections|Critical Care|Decision Making|Humans|Intensive Care Units|Pandemics|Pneumonia, Viral|Practice Guidelines as Topic|SARS-CoV-2|NA",Severe SARS-CoV-2 infections: practical considerations and management strategy for intensivists.,2020-04-03,Intensive care medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04611269
32105632,NCT04567927,Registry,Journal Article|Observational Study, ,"Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|China|Coronavirus Infections|Critical Illness|Female|Humans|Intensive Care Units|Male|Middle Aged|Pandemics|Pneumonia, Viral|Respiration, Artificial|Respiratory Distress Syndrome|Retrospective Studies|SARS-CoV-2|Treatment Outcome|NA","Clinical course and outcomes of critically ill patients with SARS-CoV-2 pneumonia in Wuhan, China: a single-centered, retrospective, observational study.",2020-05-14,The Lancet. Respiratory medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04567927
32105637,NCT04577105,Registry,Journal Article, ,"Adult|Aged|Betacoronavirus|COVID-19|China|Coronavirus Infections|Female|Humans|Lung|Male|Middle Aged|Pandemics|Pneumonia, Viral|SARS-CoV-2|Tomography, X-Ray Computed|NA","Radiological findings from 81 patients with COVID-19 pneumonia in Wuhan, China: a descriptive study.",2020-04-08,The Lancet. Infectious diseases,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04577105
32107577,NCT04627467,Registry,Journal Article, ,"Adolescent|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|COVID-19 Testing|China|Clinical Laboratory Techniques|Coronavirus Infections|Cough|Disease Progression|Female|Fever|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|SARS-CoV-2|Tomography, X-Ray Computed|Young Adult|NA",Imaging and clinical features of patients with 2019 novel coronavirus SARS-CoV-2.,2020-04-03,European journal of nuclear medicine and molecular imaging,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04627467
32109013,NCT04611269,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|Child|China|Coronavirus Infections|Disease Outbreaks|Female|Fever|Humans|Male|Middle Aged|Pandemics|Patient Acuity|Pneumonia, Viral|SARS-CoV-2|Young Adult|NA",Clinical Characteristics of Coronavirus Disease 2019 in China.,2020-05-05,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04611269
32109013,NCT04369807,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Aged|Betacoronavirus|COVID-19|Child|China|Coronavirus Infections|Disease Outbreaks|Female|Fever|Humans|Male|Middle Aged|Pandemics|Patient Acuity|Pneumonia, Viral|SARS-CoV-2|Young Adult|NA",Clinical Characteristics of Coronavirus Disease 2019 in China.,2020-05-05,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04369807
32125452,NCT04340921,Registry,Letter, ,"Betacoronavirus|COVID-19|China|Coronavirus Infections|Female|Humans|Male|Pandemics|Pneumonia, Viral|Risk Assessment|Risk Factors|SARS-CoV-2|NA","Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China.",2020-05-14,Intensive care medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04340921
32125452,NCT04353674,Registry,Letter, ,"Betacoronavirus|COVID-19|China|Coronavirus Infections|Female|Humans|Male|Pandemics|Pneumonia, Viral|Risk Assessment|Risk Factors|SARS-CoV-2|NA","Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China.",2020-05-14,Intensive care medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04353674
32125458,NCT04344951,Registry,Journal Article, ,"COVID-19|Capacity Building|Coronavirus Infections|Health Personnel|Hospital Bed Capacity|Humans|Intensive Care Units|Pandemics|Personal Protective Equipment|Pneumonia, Viral|Surge Capacity|NA",COVID-19: a novel coronavirus and a novel challenge for critical care.,2020-05-14,Intensive care medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04344951
32129478,NCT04385043,Registry,"Clinical Trial, Phase I|Journal Article|Research Support, N.I.H., Extramural","Antibodies, Neutralizing|Antibodies, Viral|Ficusin|NA","Animals|Antibodies, Neutralizing|Antibodies, Viral|Blood Donors|Chlorocebus aethiops|Convalescence|Ebolavirus|Ficusin|Hemorrhagic Fever, Ebola|Humans|Immunity, Active|Immunization, Passive|Neutralization Tests|Plasma|Seroconversion|United States|Vero Cells|Viral Load|NA",Characterization of Ebola convalescent plasma donor immune response and psoralen treated plasma in the United States.,2020-09-08,Transfusion,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04385043
32129518,NCT04369807,Registry,Journal Article,"Angiotensin II Type 1 Receptor Blockers|Angiotensin Receptor Antagonists|Peptidyl-Dipeptidase A|ACE2 protein, human|Angiotensin-Converting Enzyme 2|NA","Angiotensin II Type 1 Receptor Blockers|Angiotensin Receptor Antagonists|Angiotensin-Converting Enzyme 2|Betacoronavirus|Binding Sites|COVID-19|Coronavirus Infections|Humans|Pandemics|Peptidyl-Dipeptidase A|Pneumonia, Viral|SARS-CoV-2|NA",Angiotensin receptor blockers as tentative SARS-CoV-2 therapeutics.,2020-08-10,Drug development research,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04369807
32134116,NCT04661631,Registry,"Journal Article|Research Support, Non-U.S. Gov't|Review",Antiviral Agents|COVID-19 Vaccines|Viral Vaccines|NA,"Antiviral Agents|Betacoronavirus|COVID-19|COVID-19 Vaccines|China|Communicable Disease Control|Coronavirus Infections|Humans|Immunization, Passive|Lymphopenia|Middle East Respiratory Syndrome Coronavirus|Pandemics|Pneumonia, Viral|Prevalence|SARS Virus|SARS-CoV-2|Severe Acute Respiratory Syndrome|Survival Analysis|Thrombocytopenia|Viral Vaccines|NA",Unique epidemiological and clinical features of the emerging 2019 novel coronavirus pneumonia (COVID-19) implicate special control measures.,2020-06-30,Journal of medical virology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04661631
32140081,NCT04394182,Registry,Journal Article|Review, , ,Low-Dose radiation therapy for benign pathologies.,2020-09-28,Reports of practical oncology and radiotherapy : journal of Greatpoland Cancer Center in Poznan and Polish Society of Radiation Oncology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04394182
32150618,NCT04627467,Registry,"Journal Article|Research Support, Non-U.S. Gov't",Antiviral Agents|Hydroxychloroquine|Chloroquine|NA,"Animals|Antiviral Agents|Betacoronavirus|COVID-19|Cell Line|Chlorocebus aethiops|Chloroquine|Coronavirus Infections|Hydroxychloroquine|Lung|Pandemics|Pneumonia, Viral|SARS-CoV-2|Severe Acute Respiratory Syndrome|Vero Cells|NA",In Vitro Antiviral Activity and Projection of Optimized Dosing Design of Hydroxychloroquine for the Treatment of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).,2020-08-10,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04627467
32150748,NCT04661631,Registry,Journal Article, ,"Adult|Betacoronavirus|COVID-19|China|Coronavirus Infections|Female|Humans|Infectious Disease Incubation Period|Male|Middle Aged|Pandemics|Pneumonia, Viral|Retrospective Studies|SARS-CoV-2|NA",The Incubation Period of Coronavirus Disease 2019 (COVID-19) From Publicly Reported Confirmed Cases: Estimation and Application.,2020-05-13,Annals of internal medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04661631
32155105,NCT04497311,Registry,"Journal Article|Multicenter Study|Research Support, Non-U.S. Gov't", ,"Adult|Aged|Betacoronavirus|COVID-19|COVID-19 Testing|Clinical Competence|Clinical Laboratory Techniques|Coronavirus Infections|Diagnosis, Differential|Female|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Predictive Value of Tests|Radiologists|Retrospective Studies|Reverse Transcriptase Polymerase Chain Reaction|SARS-CoV-2|Sensitivity and Specificity|Tomography, X-Ray Computed|NA",Performance of Radiologists in Differentiating COVID-19 from Non-COVID-19 Viral Pneumonia at Chest CT.,2020-07-31,Radiology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04497311
32159775,NCT04517162,Registry,"Journal Article|Multicenter Study|Research Support, Non-U.S. Gov't","RNA, Viral|NA","Adolescent|Adult|Aged|Betacoronavirus|Bronchoalveolar Lavage Fluid|Bronchoscopy|COVID-19|Child|Child, Preschool|China|Coronavirus Infections|Feces|Female|Gene Dosage|Genes, Viral|Humans|Male|Middle Aged|Nose|Open Reading Frames|Pandemics|Pharynx|Pneumonia, Viral|RNA, Viral|Real-Time Polymerase Chain Reaction|SARS-CoV-2|Sputum|Viral Load|Young Adult|NA",Detection of SARS-CoV-2 in Different Types of Clinical Specimens.,2020-09-23,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04517162
32159775,NCT04661631,Registry,"Journal Article|Multicenter Study|Research Support, Non-U.S. Gov't","RNA, Viral|NA","Adolescent|Adult|Aged|Betacoronavirus|Bronchoalveolar Lavage Fluid|Bronchoscopy|COVID-19|Child|Child, Preschool|China|Coronavirus Infections|Feces|Female|Gene Dosage|Genes, Viral|Humans|Male|Middle Aged|Nose|Open Reading Frames|Pandemics|Pharynx|Pneumonia, Viral|RNA, Viral|Real-Time Polymerase Chain Reaction|SARS-CoV-2|Sputum|Viral Load|Young Adult|NA",Detection of SARS-CoV-2 in Different Types of Clinical Specimens.,2020-09-23,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04661631
32162702,NCT04441814,Registry,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Review",Biomarkers|C-Reactive Protein|NA,"Betacoronavirus|Biomarkers|C-Reactive Protein|COVID-19|China|Coronavirus Infections|Cough|Dyspnea|Female|Fever|Humans|Incidence|Lymphopenia|Male|Pandemics|Patient Discharge|Pneumonia, Viral|SARS-CoV-2|Sex Factors|Survival Analysis|NA","COVID-19 patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis.",2020-06-30,Journal of medical virology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04441814
32164834,NCT04321369,Registry,Journal Article, ,"Basic Reproduction Number|Betacoronavirus|COVID-19|Contact Tracing|Coronavirus Infections|Humans|Mortality|Pneumonia, Viral|Quarantine|SARS-CoV-2|NA",How will country-based mitigation measures influence the course of the COVID-19 epidemic?,2020-03-26,"Lancet (London, England)",https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04321369
32166241,NCT04459819,Registry,Journal Article, , ,Factors Associated With Discharge Home Among Medical ICU Patients in an Early Mobilization Program.,2020-09-28,Critical care explorations,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04459819
32166346,NCT04661631,Registry,Letter, , ,Findings of lung ultrasonography of novel corona virus pneumonia during the 2019-2020 epidemic.,2021-01-10,Intensive care medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04661631
32167524,NCT04353674,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adult|Age Factors|Aged|Betacoronavirus|COVID-19|China|Coronavirus Infections|Critical Illness|Female|Humans|Intensive Care Units|Male|Middle Aged|Pandemics|Patient Care Planning|Pneumonia, Viral|Respiratory Distress Syndrome|Retrospective Studies|SARS-CoV-2|NA","Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.",2020-09-30,JAMA internal medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04353674
32167524,NCT04611269,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adult|Age Factors|Aged|Betacoronavirus|COVID-19|China|Coronavirus Infections|Critical Illness|Female|Humans|Intensive Care Units|Male|Middle Aged|Pandemics|Patient Care Planning|Pneumonia, Viral|Respiratory Distress Syndrome|Retrospective Studies|SARS-CoV-2|NA","Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.",2020-09-30,JAMA internal medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04611269
32167524,NCT04661631,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adult|Age Factors|Aged|Betacoronavirus|COVID-19|China|Coronavirus Infections|Critical Illness|Female|Humans|Intensive Care Units|Male|Middle Aged|Pandemics|Patient Care Planning|Pneumonia, Viral|Respiratory Distress Syndrome|Retrospective Studies|SARS-CoV-2|NA","Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.",2020-09-30,JAMA internal medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04661631
32167524,NCT04494724,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adult|Age Factors|Aged|Betacoronavirus|COVID-19|China|Coronavirus Infections|Critical Illness|Female|Humans|Intensive Care Units|Male|Middle Aged|Pandemics|Patient Care Planning|Pneumonia, Viral|Respiratory Distress Syndrome|Retrospective Studies|SARS-CoV-2|NA","Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.",2020-09-30,JAMA internal medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04494724
