Intervention_type,intervention,Study_count,Date of First Study,N/A,Phase 1,Phase 2,Phase 3,Phase 4,sponsor_counts,Score,NUmber_of_sponsors,NUmber_of_Publications
Drug,organic brown rice,1,2021-06-21,0,1,0,0,0,"University of California, San Diego ( 1 )",1.001,1,NA
Device,patient status engine,1,2020-05-20,0,1,0,0,0,The Christie NHS Foundation Trust ( 1 ),1.001,1,NA
Drug,pf-07321332/ritonavir / midazolam,1,2021-08-27,0,1,0,0,0,Pfizer ( 1 ),1.001,1,NA
placebo,placebo multiple,1,2020-12-18,0,1,0,0,0,NP Therapeutics ( 1 ),1.001,1,NA
Drug,poly-iclc (hiltonolâ®)/placebo,1,2020-10-05,0,1,0,0,0,"Oncovir, Inc. ( 1 )",1.001,1,6
Biological,ptx-covid19-b,1,2021-02-16,0,1,0,0,0,Providence Therapeutics Holdings Inc. ( 1 ),1.001,1,NA
Biological,recombinant ndv vectored vaccine for sars-cov-2,1,2021-04-21,0,1,0,0,0,"Laboratorio Avi-Mex, S.A. de C.V. ( 1 )",1.001,1,NA
Biological,recombinant sars-cov-2 fusion protein vaccine,1,2021-09-13,0,1,0,0,0,Livzon Pharmaceutical Group Inc. ( 1 ),1.001,1,NA
Drug,rhdnase i,1,2020-05-13,0,1,0,0,0,McGill University Health Centre/Research Institute of the McGill University Health Centre ( 1 ),1.001,1,NA
Diagnostic Test,rt-pcr sars-cov-2,1,2021-06-16,0,1,0,0,0,Code Pharma ( 1 ),1.001,1,NA
Biological,sam-lnp-s-tce,1,2021-02-25,0,1,0,0,0,National Institute of Allergy and Infectious Diseases (NIAID) ( 1 ),1.001,1,NA
Drug,sar443122,1,2020-06-28,0,1,0,0,0,Sanofi ( 1 ),1.001,1,NA
Drug,sarilumab prefilled syringe,1,2020-05-07,0,1,0,0,0,ASST Fatebenefratelli Sacco ( 1 ),1.001,1,NA
Biological,sars-cov-2 antigen-specific cytotoxic t-lymphocytes,1,2021-02-03,0,1,0,0,0,M.D. Anderson Cancer Center ( 1 ),1.001,1,NA
Biological,sars-cov-2 vaccine,1,2021-04-26,0,1,0,0,0,The Scientific and Technological Research Council of Turkey ( 1 ),1.001,1,4
Biological,sars-cov-2 vlp vaccine,1,2021-03-24,0,1,0,0,0,The Scientific and Technological Research Council of Turkey ( 1 ),1.001,1,NA
Biological,sars-cov2 pfizer vaccine,1,2021-06-18,0,1,0,0,0,University of Arizona ( 1 ),1.001,1,NA
Biological,sc-ad6-1,1,2021-04-07,0,1,0,0,0,Tetherex Pharmaceuticals Corporation ( 1 ),1.001,1,NA
Biological,st266,1,2021-01-21,0,1,0,0,0,"Noveome Biotherapeutics, formerly Stemnion ( 1 )",1.001,1,NA
placebo,"three doses of placebo at the schedule of day 0, 14, 28 #middle-dose group#",1,2020-11-17,0,1,0,0,0,Jiangsu Province Centers for Disease Control and Prevention ( 1 ),1.001,1,NA
Biological,two covid-19 vaccine candidate (tmv-083/v-591) administrations - low dose,1,2020-07-31,0,1,0,0,0,Institut Pasteur ( 1 ),1.001,1,NA
Biological,"two doses of high-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",1,2020-11-17,0,1,0,0,0,Jiangsu Province Centers for Disease Control and Prevention ( 1 ),1.001,1,NA
Biological,"two doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",1,2020-11-17,0,1,0,0,0,Jiangsu Province Centers for Disease Control and Prevention ( 1 ),1.001,1,NA
Biological,"two doses of middle-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28",1,2020-08-27,0,1,0,0,0,Jiangsu Province Centers for Disease Control and Prevention ( 1 ),1.001,1,NA
placebo,"two doses of placebo at the schedule of day 0, 14 #high-dose group#",1,2020-11-17,0,1,0,0,0,Jiangsu Province Centers for Disease Control and Prevention ( 1 ),1.001,1,NA
placebo,"two doses of placebo at the schedule of day 0, 14 #middle-dose group#",1,2020-11-17,0,1,0,0,0,Jiangsu Province Centers for Disease Control and Prevention ( 1 ),1.001,1,NA
Drug,uni911 inhalation 1%,1,2020-09-28,0,1,0,0,0,UNION therapeutics ( 1 ),1.001,1,NA
Drug,uni911 inhalation 1%/intranasal spray 1%,1,2020-09-28,0,1,0,0,0,UNION therapeutics ( 1 ),1.001,1,NA
Biological,v-591) administration - high dose,1,2020-07-31,0,1,0,0,0,Institut Pasteur ( 1 ),1.001,1,NA
Biological,v-591) administrations - high dose,1,2020-07-31,0,1,0,0,0,Institut Pasteur ( 1 ),1.001,1,NA
Biological,v-591) administrations - low dose,1,2020-07-31,0,1,0,0,0,Institut Pasteur ( 1 ),1.001,1,NA
Biological,v590,1,2020-09-24,0,1,0,0,0,Merck Sharp & Dohme Corp. ( 1 ),1.001,1,NA
Biological,vaccine: recombinant new coronavirus vaccine (cho cells) high-dose group,1,2020-08-16,0,1,0,0,0,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd. ( 1 )",1.001,1,NA
Drug,vib7734,1,2020-08-21,0,1,0,0,0,Viela Bio ( 1 ),1.001,1,NA
Drug,virazole,1,2020-09-15,0,1,0,0,0,"Bausch Health Americas, Inc. ( 1 )",1.001,1,NA
Behavioral,virtual family-based treatment,1,2020-12-17,0,1,0,0,0,McMaster University ( 1 ),1.001,1,1
Biological,vxa-cov2-1,1,2020-09-21,0,1,0,0,0,Vaxart ( 1 ),1.001,1,NA
Drug,xc7 200 mg multiple,1,2020-12-18,0,1,0,0,0,NP Therapeutics ( 1 ),1.001,1,NA
Other,),1,2021-01-05,1,0,0,0,0,"St. Luke's Health System, Boise, Idaho ( 1 )",1.001,1,NA
Other,0.07% cetylpyridinium chloride (cpc) in mouthwash,1,2021-02-16,1,0,0,0,0,Dentaid SL ( 1 ),1.001,1,NA
Other,1 minute sit to stand test,1,2021-01-10,1,0,0,0,0,Gaziosmanpasa Research and Education Hospital ( 1 ),1.001,1,NA
Biological,10 to 14 days later,1,2020-05-05,1,0,0,0,0,"University Hospital, Toulouse ( 1 )",1.001,1,1
Other,"12.7% fio2, hypercapnia 7% co2, inspiratory mechanical constraint",1,2020-04-20,1,0,0,0,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),1.001,1,NA
Other,16-hour pp,1,2021-08-11,1,0,0,0,0,Hospital Universitario 12 de Octubre ( 1 ),1.001,1,1
Diagnostic Test,24 hour holter ecg,1,2020-11-18,1,0,0,0,0,"University Hospital, Bordeaux ( 1 )",1.001,1,NA
Other,4-free app,1,2021-07-29,1,0,0,0,0,"Near East University, Turkey ( 1 )",1.001,1,NA
Other,4-free app / phn intervention,1,2021-07-29,1,0,0,0,0,"Near East University, Turkey ( 1 )",1.001,1,NA
Behavioral,5-week prevention program,1,2021-04-07,1,0,0,0,0,International Islamic University Malaysia ( 1 ),1.001,1,NA
Other,5 times sit to stand test,1,2021-01-10,1,0,0,0,0,Gaziosmanpasa Research and Education Hospital ( 1 ),1.001,1,NA
Drug,5% glucose,1,2020-12-07,1,0,0,0,0,Xi'an International Medical Center Hospital ( 1 ),1.001,1,NA
Other,6-min-walk surgical mask,1,2021-03-04,1,0,0,0,0,Universitat Internacional de Catalunya ( 1 ),1.001,1,NA
Other,6-min-walk without mask,1,2021-03-04,1,0,0,0,0,Universitat Internacional de Catalunya ( 1 ),1.001,1,NA
Other,6 minute walk test,1,2021-01-10,1,0,0,0,0,Gaziosmanpasa Research and Education Hospital ( 1 ),1.001,1,NA
Other,6 minutes walk test,1,2020-03-31,1,0,0,0,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),1.001,1,NA
Other,6 months later,1,2020-05-22,1,0,0,0,0,Institut Paoli-Calmettes ( 1 ),1.001,1,NA
Other,6 point likert scale,1,2021-01-10,1,0,0,0,0,Gaziosmanpasa Research and Education Hospital ( 1 ),1.001,1,NA
Behavioral,a $10 survey incentive,1,2020-09-24,1,0,0,0,0,Harvard University ( 1 ),1.001,1,NA
Behavioral,a $20 survey incentive,1,2020-09-24,1,0,0,0,0,Harvard University ( 1 ),1.001,1,NA
Dietary Supplement,abbc1 immunoessential,1,2021-03-12,1,0,0,0,0,AB Biotek ( 1 ),1.001,1,6
Device,accuchek inform ii platform,1,2020-06-01,1,0,0,0,0,Northwell Health ( 1 ),1.001,1,NA
Behavioral,acknowledgement racial injustice ama,1,2020-08-02,1,0,0,0,0,"National Bureau of Economic Research, Inc. ( 1 )",1.001,1,1
Device,actigraphy,1,2020-04-24,1,0,0,0,0,Centre Hospitalier Universitaire de Saint Etienne ( 1 ),1.001,1,NA
Behavioral,action (tara),1,2020-09-11,1,0,0,0,0,"University of California, San Francisco ( 1 )",1.001,1,NA
Other,activity list,1,2020-12-07,1,0,0,0,0,State University of New York at Buffalo ( 1 ),1.001,1,NA
Other,alcohol mouthwash (listerine) (d) mouth rinse with the solution provided,1,2020-10-21,1,0,0,0,0,Augusta University ( 1 ),1.001,1,NA
Drug,"alpha-interferon alpha, abidol, ribavirin, buzhong yiqi plus",1,2020-12-07,1,0,0,0,0,Xi'an International Medical Center Hospital ( 1 ),1.001,1,NA
Drug,"alpha-interferon alpha, abidol, ribavirin, buzhong yiqi plus/minus formula, huhuang detoxicity paste, baimu qingre jiedu paste, fumigation/inhalation of vitamin c",1,2020-12-07,1,0,0,0,0,Xi'an International Medical Center Hospital ( 1 ),1.001,1,NA
Drug,"alpha-interferon, abidol, ribavirin, buzhong yiqi plus",1,2020-12-07,1,0,0,0,0,Xi'an International Medical Center Hospital ( 1 ),1.001,1,NA
Behavioral,altruism video,1,2021-06-30,1,0,0,0,0,Sir Mortimer B. Davis - Jewish General Hospital ( 1 ),1.001,1,NA
Procedure,alveolar,1,2020-04-22,1,0,0,0,0,Szeged University ( 1 ),1.001,1,1
Behavioral,ama acknowledgement drug pricing,1,2020-08-02,1,0,0,0,0,"National Bureau of Economic Research, Inc. ( 1 )",1.001,1,1
Other,ambulation,1,2020-09-18,1,0,0,0,0,Istanbul Medipol University Hospital ( 1 ),1.001,1,NA
Drug,amoxicillin,1,2021-09-02,1,0,0,0,0,Alexandria University ( 1 ),1.001,1,NA
Procedure,an69-oxiris,1,2020-10-03,1,0,0,0,0,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran ( 1 ),1.001,1,NA
Procedure,an69-standard,1,2020-10-03,1,0,0,0,0,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran ( 1 ),1.001,1,NA
Other,anger message,1,2020-07-02,1,0,0,0,0,Yale University ( 1 ),1.001,1,NA
Drug,anluohuaxian,1,2020-04-01,1,0,0,0,0,Peking University First Hospital ( 1 ),1.001,1,1
Biological,anti-coronavirus antibodies (immunoglobulins)obtained with dfpp from convalescent patients,1,2020-04-09,1,0,0,0,0,A.O. Ospedale Papa Giovanni XXIII ( 1 ),1.001,1,NA
Biological,anti-sars-cov-2 igt seropositivity,1,2020-06-23,1,0,0,0,0,"Central Hospital, Nancy, France ( 1 )",1.001,1,NA
Diagnostic Test,antibody test,1,2020-05-08,1,0,0,0,0,"Hospital for Special Surgery, New York ( 1 )",1.001,1,1
Diagnostic Test,antibody testing for sars-cov-2 igg,1,2021-01-16,1,0,0,0,0,Washington University School of Medicine ( 1 ),1.001,1,NA
Procedure,anticoagulants according to different protocols.,1,2021-08-16,1,0,0,0,0,Assiut University ( 1 ),1.001,1,NA
Diagnostic Test,antigen,1,2020-04-13,1,0,0,0,0,Neuroganics LLC ( 1 ),1.001,1,NA
Behavioral,antimicrobial stewardship prospective audit,1,2021-05-17,1,0,0,0,0,University of Alberta ( 1 ),1.001,1,NA
Behavioral,antimicrobial stewardship prospective audit/feedback,1,2021-05-17,1,0,0,0,0,University of Alberta ( 1 ),1.001,1,NA
Behavioral,anxiety reduction training,1,2020-05-11,1,0,0,0,0,"Research Foundation for Mental Hygiene, Inc. ( 1 )",1.001,1,NA
Diagnostic Test,ap-23,1,2021-04-25,1,0,0,0,0,Fable Biyoteknoloji San ve Tic A.S ( 1 ),1.001,1,NA
Other,application of cdss to provide nutritional care in breast cancer patients from home,1,2021-04-27,1,0,0,0,0,"Iaso Maternity Hospital, Athens, Greece ( 1 )",1.001,1,NA
Other,apps,1,2020-09-09,1,0,0,0,0,Atrium Health ( 1 ),1.001,1,NA
Drug,aprotinin,1,2020-08-24,1,0,0,0,0,Aviron LLC ( 1 ),1.001,1,NA
Device,aptamex,1,2021-07-20,1,0,0,0,0,Achiko AG ( 1 ),1.001,1,NA
Dietary Supplement,arbox,1,2020-05-22,1,0,0,0,0,Hospital de Clinicas JosÃ© de San MartÃ­n ( 1 ),1.001,1,1
Device,arc intellicare,1,2021-10-08,1,0,0,0,0,Camlin Ltd ( 1 ),1.001,1,NA
Other,assembled mask,1,2020-05-13,1,0,0,0,0,University of Oklahoma ( 1 ),1.001,1,NA
Diagnostic Test,"assessing antibody responses, neutralizing capacity",1,2020-07-13,1,0,0,0,0,"Institute of Tropical Medicine, Belgium ( 1 )",1.001,1,NA
Diagnostic Test,"assessing antibody responses, neutralizing capacity/memory b-cell function",1,2020-07-13,1,0,0,0,0,"Institute of Tropical Medicine, Belgium ( 1 )",1.001,1,NA
Behavioral,assigned strategies: opt-in,1,2020-07-22,1,0,0,0,0,"Western University, Canada ( 1 )",1.001,1,NA
Drug,atorvastatin 80mg,1,2021-05-09,1,0,0,0,0,Penza State University ( 1 ),1.001,1,NA
Procedure,auditory evoked potentials (aep),1,2020-05-08,1,0,0,0,0,"University Hospital, Bordeaux ( 1 )",1.001,1,NA
Behavioral,augmented message,1,2020-09-24,1,0,0,0,0,Washington University School of Medicine ( 1 ),1.001,1,2
Other,auricular stimulation,1,2021-01-08,1,0,0,0,0,University Medicine Greifswald ( 1 ),1.001,1,NA
Behavioral,award,1,2020-05-19,1,0,0,0,0,The University of Hong Kong ( 1 ),1.001,1,NA
Behavioral,award advice,1,2020-05-19,1,0,0,0,0,The University of Hong Kong ( 1 ),1.001,1,NA
Behavioral,award/covid-specific advice,1,2020-05-19,1,0,0,0,0,The University of Hong Kong ( 1 ),1.001,1,NA
Biological,bacillus subtilis,1,2021-09-21,1,0,0,0,0,DreamTec Research Limited ( 1 ),1.001,1,NA
Behavioral,bandebereho fathers',1,2020-06-19,1,0,0,0,0,"Promundo, United States ( 1 )",1.001,1,NA
Other,baseline,1,2020-11-02,1,0,0,0,0,Hopital Foch ( 1 ),1.001,1,NA
Other,baseline blood sample,1,2020-11-02,1,0,0,0,0,Hopital Foch ( 1 ),1.001,1,NA
Other,baseline/during hospitalization blood samples,1,2020-11-02,1,0,0,0,0,Hopital Foch ( 1 ),1.001,1,NA
Behavioral,behavioral economics,1,2021-03-11,1,0,0,0,0,VA Puget Sound Health Care System ( 1 ),1.001,1,NA
Behavioral,behavioral intervention,1,2021-02-09,1,0,0,0,0,M.D. Anderson Cancer Center ( 1 ),1.001,1,NA
Behavioral,behaviour change technique intervention to improve quality of life,1,2020-05-12,1,0,0,0,0,University of Manchester ( 1 ),1.001,1,NA
Other,bereavement virtual support group,1,2020-10-08,1,0,0,0,0,Ottawa Hospital Research Institute ( 1 ),1.001,1,NA
Behavioral,best message,1,2020-09-24,1,0,0,0,0,Washington University School of Medicine ( 1 ),1.001,1,2
Behavioral,best message alone,1,2020-09-24,1,0,0,0,0,Washington University School of Medicine ( 1 ),1.001,1,2
Dietary Supplement,best standard of care / cardio,1,2020-07-08,1,0,0,0,0,Hofseth Biocare ASA ( 1 ),1.001,1,NA
Other,betadine (c) mouth rinse with the solution provided,1,2020-10-21,1,0,0,0,0,Augusta University ( 1 ),1.001,1,NA
Drug,betadineâ© bucal 100 mg,1,2021-01-07,1,0,0,0,0,FundaciÃ³n para el Fomento de la InvestigaciÃ³n Sanitaria y BiomÃ©dica de la Comunitat Valenciana ( 1 ),1.001,1,NA
Drug,betadineâ© bucal 100 mg/ml,1,2021-01-07,1,0,0,0,0,FundaciÃ³n para el Fomento de la InvestigaciÃ³n Sanitaria y BiomÃ©dica de la Comunitat Valenciana ( 1 ),1.001,1,NA
Dietary Supplement,bioarginina c,1,2021-06-30,1,0,0,0,0,University of Milan ( 1 ),1.001,1,NA
Other,biocollection,1,2020-10-10,1,0,0,0,0,Tourcoing Hospital ( 1 ),1.001,1,NA
Biological,biological test,1,2020-04-21,1,0,0,0,0,Centre Hospitalier Intercommunal Creteil ( 1 ),1.001,1,NA
Device,biosensor,1,2020-04-01,1,0,0,0,0,Oslo University Hospital ( 1 ),1.001,1,NA
Diagnostic Test,biozek covid-19 antigen rapid test (saliva),1,2021-06-11,1,0,0,0,0,Mach-E B.V. ( 1 ),1.001,1,NA
Diagnostic Test,blood biomarkers,1,2021-06-29,1,0,0,0,0,"University Health Network, Toronto ( 1 )",1.001,1,NA
Diagnostic Test,blood count,1,2020-11-30,1,0,0,0,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),1.001,1,NA
Diagnostic Test,blood group determination,1,2020-07-07,1,0,0,0,0,Brugmann University Hospital ( 1 ),1.001,1,NA
Other,blood sample analyses,1,2020-12-15,1,0,0,0,0,Intergroupe Francophone du Myelome ( 1 ),1.001,1,NA
Other,blood sample/data record,1,2020-05-04,1,0,0,0,0,CHU de Reims ( 1 ),1.001,1,NA
Biological,blood sample/salivary sample,1,2021-03-10,1,0,0,0,0,"University Hospital, Bordeaux ( 1 )",1.001,1,NA
Biological,blood test to describe the humoral,1,2021-06-04,1,0,0,0,0,GÃ©rond'if ( 1 ),1.001,1,NA
Biological,blood test to describe the humoral/cellular response to vaccination bnt162b2 in the elderly,1,2021-06-04,1,0,0,0,0,GÃ©rond'if ( 1 ),1.001,1,NA
Procedure,blood/nasal fluid sampling before/after covid-19 vaccination,1,2021-07-05,1,0,0,0,0,"University Hospital, Ghent ( 1 )",1.001,1,NA
Other,body odor samples,1,2021-06-16,1,0,0,0,0,HÃ´pital EuropÃ©en Marseille ( 1 ),1.001,1,NA
Dietary Supplement,bovine lactoferrin,1,2021-04-12,1,0,0,0,0,Paolo Manzoni ( 1 ),1.001,1,NA
Dietary Supplement,bovine plasma-derived immunoglobulin concentrate,1,2020-12-18,1,0,0,0,0,"Entera Health, Inc ( 1 )",1.001,1,NA
Diagnostic Test,brain mri,1,2020-08-03,1,0,0,0,0,Hopital Foch ( 1 ),1.001,1,NA
Diagnostic Test,breath sample analysis,1,2021-10-22,1,0,0,0,0,Tera Group ( 1 ),1.001,1,NA
Diagnostic Test,breath test,1,2020-07-03,1,0,0,0,0,Ancon Technologies Ltd ( 1 ),1.001,1,NA
Diagnostic Test,breath test/cheek swab,1,2020-07-03,1,0,0,0,0,Ancon Technologies Ltd ( 1 ),1.001,1,NA
Other,"breathing exercise, intensive spirometry use, supported cough, progressive mobilisation/ambulation",1,2020-09-18,1,0,0,0,0,Istanbul Medipol University Hospital ( 1 ),1.001,1,NA
Other,breathing exercises,1,2021-06-01,1,0,0,0,0,Izmir Bakircay University ( 1 ),1.001,1,NA
Behavioral,breathing/chest mobilization exercises,1,2021-09-29,1,0,0,0,0,National Cardiovascular Center Harapan Kita Hospital Indonesia ( 1 ),1.001,1,NA
Behavioral,brief digital imagery-competing task intervention,1,2021-08-02,1,0,0,0,0,P1vital Products Limited ( 1 ),1.001,1,NA
Behavioral,brief informational infographic,1,2020-09-16,1,0,0,0,0,Indiana University ( 1 ),1.001,1,2
Behavioral,brief mindfulness based intervention,1,2020-12-04,1,0,0,0,0,Imam Abdulrahman Bin Faisal University ( 1 ),1.001,1,NA
Behavioral,brief skills for safer living,1,2020-07-23,1,0,0,0,0,Unity Health Toronto ( 1 ),1.001,1,NA
Behavioral,buddy assigned in community,1,2021-04-28,1,0,0,0,0,"National Bureau of Economic Research, Inc. ( 1 )",1.001,1,NA
Device,butterfly iq,1,2020-09-15,1,0,0,0,0,Bridge to Health Medical and Dental USA ( 1 ),1.001,1,NA
Other,calisthenic exercises,1,2021-06-21,1,0,0,0,0,Baskent University ( 1 ),1.001,1,NA
Diagnostic Test,capillary blood sampling,1,2021-10-01,1,0,0,0,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),1.001,1,NA
Diagnostic Test,capillary collection/testing,1,2020-10-19,1,0,0,0,0,LumiraDx UK Limited ( 1 ),1.001,1,NA
Diagnostic Test,cardiac magnetic resonance imaging (cmr),1,2021-03-19,1,0,0,0,0,The University of Hong Kong ( 1 ),1.001,1,NA
Diagnostic Test,cardiac pet,1,2021-06-29,1,0,0,0,0,"University Health Network, Toronto ( 1 )",1.001,1,NA
Dietary Supplement,cardio,1,2020-07-08,1,0,0,0,0,Hofseth Biocare ASA ( 1 ),1.001,1,NA
Other,cardiopulmonary exercise (centre-based),1,2021-03-01,1,0,0,0,0,The Hong Kong Polytechnic University ( 1 ),1.001,1,NA
Other,cardiopulmonary exercise (online-based),1,2021-03-01,1,0,0,0,0,The Hong Kong Polytechnic University ( 1 ),1.001,1,NA
Other,cardiopulmonary exercise training,1,2021-09-02,1,0,0,0,0,Montreal Heart Institute ( 1 ),1.001,1,NA
Other,cardiorespiratory exercise,1,2020-09-27,1,0,0,0,0,Hong Kong Baptist University ( 1 ),1.001,1,1
Other,care as usual,1,2020-06-03,1,0,0,0,0,University Ghent ( 1 ),1.001,1,NA
Other,caring contacts/introductory phone call (cc/),1,2021-01-05,1,0,0,0,0,"St. Luke's Health System, Boise, Idaho ( 1 )",1.001,1,NA
Device,carrageenan nasal,1,2020-05-28,1,0,0,0,0,Swansea University ( 1 ),1.001,1,NA
Device,carrageenan nasal/throat spray,1,2020-05-28,1,0,0,0,0,Swansea University ( 1 ),1.001,1,NA
Device,carragelose,1,2021-03-09,1,0,0,0,0,Marinomed Biotech AG ( 1 ),1.001,1,NA
Drug,"cerebrospinal fluid sampling, meningeal/brain parenchyma biopsies",1,2020-05-26,1,0,0,0,0,Fondation Ophtalmologique Adolphe de Rothschild ( 1 ),1.001,1,NA
Other,certified cloth face mask,1,2020-07-14,1,0,0,0,0,Bandim Health Project ( 1 ),1.001,1,NA
Behavioral,chain-referral,1,2021-03-24,1,0,0,0,0,New York State Psychiatric Institute ( 1 ),1.001,1,NA
Behavioral,chair-yoga program,1,2021-05-07,1,0,0,0,0,Lady Davis Institute ( 1 ),1.001,1,NA
Behavioral,chamindwell,1,2020-10-19,1,0,0,0,0,Cambridge Health Alliance ( 1 ),1.001,1,NA
Behavioral,"change in knowledge, motivation, skills, resources",1,2020-09-03,1,0,0,0,0,Charles Drew University of Medicine and Science ( 1 ),1.001,1,NA
Device,chatbot,1,2021-10-20,1,0,0,0,0,Sun Yat-sen University ( 1 ),1.001,1,NA
Other,check-list including lung ultrasound,1,2021-02-22,1,0,0,0,0,Centre Hospitalier Metropole Savoie ( 1 ),1.001,1,NA
Diagnostic Test,cheek swab,1,2020-07-03,1,0,0,0,0,Ancon Technologies Ltd ( 1 ),1.001,1,NA
Other,chemokines profiles of patients with dexmedetomidine administration,1,2020-04-21,1,0,0,0,0,Assistance Publique - HÃ´pitaux de Paris ( 1 ),1.001,1,NA
Behavioral,chest mobilization exercises,1,2021-09-29,1,0,0,0,0,National Cardiovascular Center Harapan Kita Hospital Indonesia ( 1 ),1.001,1,NA
Other,chest physiotherapy post-covid19,1,2020-12-12,1,0,0,0,0,European University of Madrid ( 1 ),1.001,1,NA
Diagnostic Test,chest x-ray,1,2020-07-12,1,0,0,0,0,Kanuni Sultan Suleyman Training and Research Hospital ( 1 ),1.001,1,NA
Other,chlorhexidine gluconate (a) mouth rinse with the solution provided,1,2020-10-21,1,0,0,0,0,Augusta University ( 1 ),1.001,1,NA
Behavioral,choice of assignment: active choice,1,2020-07-22,1,0,0,0,0,"Western University, Canada ( 1 )",1.001,1,NA
Behavioral,choice of assignment: enhanced active choice,1,2020-07-22,1,0,0,0,0,"Western University, Canada ( 1 )",1.001,1,NA
Behavioral,choice of assignment: opt-in,1,2020-07-22,1,0,0,0,0,"Western University, Canada ( 1 )",1.001,1,NA
Behavioral,christmas holiday,1,2020-11-13,1,0,0,0,0,"National Bureau of Economic Research, Inc. ( 1 )",1.001,1,1
Other,chx0.12,1,2020-09-22,1,0,0,0,0,Dentaid SL ( 1 ),1.001,1,NA
Other,chx0.12/cpc0.05 oral rinse (perioaidactive control),1,2020-09-22,1,0,0,0,0,Dentaid SL ( 1 ),1.001,1,NA
Other,cig axial,1,2020-07-14,1,0,0,0,0,October University for Modern Sciences and Arts ( 1 ),1.001,1,NA
Device,citrox,1,2020-04-15,1,0,0,0,0,Claude Bernard University ( 1 ),1.001,1,2
Drug,clarithromycin 500mg,1,2020-11-06,1,0,0,0,0,South Valley University ( 1 ),1.001,1,1
Behavioral,co-mestring (co-coping),1,2020-06-04,1,0,0,0,0,Haukeland University Hospital ( 1 ),1.001,1,NA
Behavioral,cognitive activity,1,2020-12-11,1,0,0,0,0,University of Southern California ( 1 ),1.001,1,NA
Other,"cognitive behavior therapy (cbt), specifically using the facing your fears (fyf) curriculum",1,2020-12-11,1,0,0,0,0,"Anagnostou, Evdokia, M.D. ( 1 )",1.001,1,NA
Behavioral,cognitive behavioral brief-telepsychotherapy,1,2020-11-05,1,0,0,0,0,Hospital de Clinicas de Porto Alegre ( 1 ),1.001,1,NA
Other,"collection of blood, salivary/nasopharyngeal samples.",1,2020-11-16,1,0,0,0,0,Hospices Civils de Lyon ( 1 ),1.001,1,NA
Behavioral,collective intelligence intervention,1,2021-02-21,1,0,0,0,0,University of Pennsylvania ( 1 ),1.001,1,NA
Drug,colloidal silver,1,2020-11-05,1,0,0,0,0,HÃ´pital Universitaire Sahloul ( 1 ),1.001,1,NA
