intervention,"Active, not recruiting",Completed,Enrolling by invitation,Recruiting,Terminated,Total
xylitol,0,0,0,1,0,1
yoga group,0,1,0,0,0,1
zanubrutinib,0,1,0,0,0,1
zavegepant (bhv-3500),0,0,0,1,0,1
zidovudine,0,1,0,0,0,1
zilucoplan,0,1,0,0,0,1
zilucoplan placebo,0,1,0,0,0,1
zinc (zinc gluconate),0,0,0,1,0,1
zinc (zinc gluconate)/vitamin d (cholecalciferol),0,0,0,1,0,1
zinc citrate,0,0,0,1,0,1
zinc picolinate,1,0,0,0,0,1
zinc sulfate 220 mg,0,1,0,0,0,1
zithromax,0,0,0,1,0,1
zn,0,0,0,1,0,1
zofin,0,0,0,1,0,1
zotatifin,0,0,0,1,0,1
