nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,name,downcase_name
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-01,NA,NA,2021-08-06,2020-09-01,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2021-08-06,2021-08-09,Actual,August 2021,Anticipated,2021-08-31,August 2021,2021-08-31,December 2023,Anticipated,2023-12-31,December 2023,Anticipated,2023-12-31,NA,Interventional,COVID-FIS,,COVID-FIS: Pilot in COVID-19 (SARS-CoV-2) of Fisetin in Older Adults in Nursing Homes,COVID-FIS: A Phase 2 Placebo-Controlled Pilot Study in COVID-19 of Fisetin to Alleviate Dysfunction and Excessive Inflammatory Response in Older Adults in Nursing Homes,Enrolling by invitation,NA,Phase 2,150,Anticipated,Mayo Clinic,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:04Z,2021-09-26T01:55:04Z,15307456,NCT04537299,SARS-CoV Infection,sars-cov infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-28,NA,NA,2021-05-18,2020-09-02,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2021-05-18,2021-05-21,Actual,"August 25, 2020",Actual,2020-08-25,May 2021,2021-05-31,"July 25, 2021",Anticipated,2021-07-25,"June 25, 2021",Anticipated,2021-06-25,NA,Interventional,BCG-PRIME,,Prevention Of Respiratory Tract Infection And Covid-19 Through BCG Vaccination In Vulnerable Older Adults,Bacillus Calmette-GuÃ©rin Vaccination To Prevent Serious Respiratory Tract Infection And Covid-19 In Vulnerable Elderly - An Adaptive Randomized Controlled Trial,Recruiting,NA,Phase 4,5200,Anticipated,UMC Utrecht,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:55:01Z,2021-09-26T01:55:01Z,15307400,NCT04537663,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-01,NA,NA,2021-04-13,2020-09-01,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2021-04-13,2021-04-14,Actual,"January 1, 2021",Actual,2021-01-01,August 2020,2020-08-31,"December 31, 2021",Anticipated,2021-12-31,"August 31, 2021",Anticipated,2021-08-31,NA,Observational,NA,,Swallowing Impairment After COVID-19 Infection,The Pathophysiology of Swallowing Impairment in People Recovering From COVID-19,Enrolling by invitation,NA,NA,75,Anticipated,"University Health Network, Toronto",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:01Z,2021-09-26T01:55:01Z,15307401,NCT04537650,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-21,NA,NA,2021-05-20,2020-09-01,2020-09-02,Actual,NA,NA,NA,NA,NA,NA,2021-05-20,2021-05-21,Actual,"May 18, 2021",Actual,2021-05-18,May 2021,2021-05-31,April 2022,Anticipated,2022-04-30,December 2021,Anticipated,2021-12-31,NA,Interventional,NA,,Inhaled Aviptadil for the Treatment of COVID-19 in Patients at High Risk for ARDS,"Inhaled Aviptadil for the Treatment of COVID-19 in Patients at High Risk for ARDS: A Randomized, Placebo Controlled, Multicenter Trial",Recruiting,NA,Phase 2,82,Anticipated,"Cantonal Hosptal, Baselland",,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:12Z,2021-09-26T01:55:12Z,15307581,NCT04536350,Corona Virus Infection,corona virus infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-27,NA,NA,2021-06-10,2020-09-01,2020-09-02,Actual,NA,NA,NA,NA,NA,NA,2021-06-10,2021-06-14,Actual,"December 28, 2020",Actual,2020-12-28,June 2021,2021-06-30,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Interventional,VIVID,,Vitamin D and COVID-19 Trial,"A Cluster-Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy of Vitamin D3 Supplementation to Reduce Disease Severity in Persons With Newly Diagnosed COVID-19 Infection and to Prevent Infection in Household Members",Recruiting,NA,Phase 3,2700,Anticipated,Brigham and Women's Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,Details will be provided at a later date.,2021-09-26T01:55:12Z,2021-09-26T01:55:12Z,15307592,NCT04536298,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-27,NA,NA,2020-09-01,2020-09-01,2020-09-02,Actual,NA,NA,NA,NA,NA,NA,2020-09-01,2020-09-02,Actual,"May 1, 2020",Actual,2020-05-01,September 2020,2020-09-30,"August 31, 2020",Actual,2020-08-31,"August 31, 2020",Actual,2020-08-31,NA,Observational,NA,,Hospitalized Children and Adolescent Patients With Type 1 Diabetes During the COVID-19 Pandemic in Egypt,Clinical Characteristics and Outcome of Hospitalized Children and Adolescent Patients With Type 1 Diabetes During the COVID-19 Pandemic: Data From a Single Center Surveillance Study in Egypt,Completed,NA,NA,36,Actual,Ain Shams University,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:55:12Z,2021-09-26T01:55:12Z,15307594,NCT04536285,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-27,NA,NA,2020-09-03,2020-09-02,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2020-09-03,2020-09-07,Actual,"March 1, 2020",Actual,2020-03-01,September 2020,2020-09-30,"October 31, 2020",Anticipated,2020-10-31,"July 31, 2020",Actual,2020-07-31,NA,Observational,NoCOVImpact,,Impact of COVID-19 Outbreak on Non-COVID-19 Patients,Impact of the COVID-19 Pandemic on the Morbidity and Mortality of Non-COVID-19 Patients Hospitalized Around the Epidemic Peak in the Geneva Area (Switzerland) (No COVID Impact),Enrolling by invitation,NA,NA,40000,Anticipated,"University Hospital, Geneva",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:02Z,2021-09-26T01:55:02Z,15307410,NCT04537559,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-02,NA,NA,2021-01-26,2020-09-02,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2021-01-26,2021-01-27,Actual,"September 3, 2020",Actual,2020-09-03,January 2021,2021-01-31,November 2021,Anticipated,2021-11-30,November 2021,Anticipated,2021-11-30,NA,Interventional,NA,,Study of Recombinant Protein Vaccine Formulations Against COVID-19 in Healthy Adults 18 Years of Age and Older,Immunogenicity and Safety of SARS-CoV-2 Recombinant Protein Vaccine Formulations (With or Without Adjuvant) in Healthy Adults 18 Years of Age and Older,"Active, not recruiting",NA,Phase 1/Phase 2,440,Anticipated,Sanofi,,21,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Qualified researchers may request access to patient level data and related study documents including the clinical study report, study protocol with any amendments, blank case report form, statistical analysis plan, and dataset specifications. Patient level data will be anonymized and study documents will be redacted to protect the privacy of trial participants. Further details on Sanofi's data sharing criteria, eligible studies, and process for requesting access can be found at: https://www.clinicalstudydatarequest.com/",2021-09-26T01:55:05Z,2021-09-26T01:55:05Z,15307465,NCT04537208,COVID-19 (Healthy Volunteers),covid-19 (healthy volunteers)
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-01,NA,NA,2020-11-23,2020-09-01,2020-09-02,Actual,NA,NA,NA,NA,NA,NA,2020-11-23,2020-11-27,Actual,"June 2, 2020",Actual,2020-06-02,September 2020,2020-09-30,September 2021,Anticipated,2021-09-30,September 2021,Anticipated,2021-09-30,NA,Interventional,NA,,A Study of a Candidate COVID-19 Vaccine (COV003),"A Randomized, Controlled, Phase III Study to Determine the Safety, Efficacy, and Immunogenicity of the Non-Replicating ChAdOx1 nCoV-19 Vaccine",Recruiting,NA,Phase 3,10300,Anticipated,University of Oxford,,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:55:15Z,2021-09-26T01:55:15Z,15307628,NCT04536051,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-02,NA,NA,2020-09-02,2020-09-02,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2020-09-02,2020-09-03,Actual,"April 20, 2020",Actual,2020-04-20,September 2020,2020-09-30,"May 5, 2020",Actual,2020-05-05,"May 5, 2020",Actual,2020-05-05,NA,Observational,NA,,"Knowledge, Attitudes and Clinical Practices of Pediatric Dentists Regarding Covid-19","Knowledge, Attitudes and Clinical Practices of Pediatric Dentists Regarding Covid-19",Completed,NA,NA,202,Actual,Fayoum University,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:55:05Z,2021-09-26T01:55:05Z,15307482,NCT04537117,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-28,NA,NA,2021-02-22,2020-08-31,2020-09-02,Actual,NA,NA,NA,NA,NA,NA,2021-02-22,2021-02-24,Actual,"December 28, 2020",Actual,2020-12-28,August 2020,2020-08-31,"September 3, 2021",Anticipated,2021-09-03,"April 1, 2021",Anticipated,2021-04-01,NA,Interventional,CCOVID-19,,Efficacy and Safety of Direct Anti HCV Drugs in the Treatment of SARS-COV-2 (COVID-19),Efficacy and Safety of Direct Anti HCV Drugs in the Treatment of SARS-COV-2 (COVID-19),Recruiting,NA,Phase 3,50,Anticipated,Mansoura University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:17Z,2021-09-26T01:55:17Z,15307654,NCT04535869,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-30,NA,NA,2020-10-06,2020-08-31,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2020-10-06,2020-10-08,Actual,"September 4, 2020",Actual,2020-09-04,October 2020,2020-10-31,"October 6, 2020",Actual,2020-10-06,"October 3, 2020",Actual,2020-10-03,NA,Observational,NA,,Expert Panel Statement for the Respiratory Management of COVID-19 Related Acute Respiratory Failure (C-ARF),Expert Panel Statement for the Respiratory Management of COVID-19 Related Acute Respiratory Failure (C-ARF) Using Modified Delphi Methodology,Completed,NA,NA,40,Actual,NMC Specialty Hospital,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:28Z,2021-09-26T01:55:28Z,15307863,NCT04534569,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-28,NA,NA,2021-01-25,2020-08-31,2020-09-02,Actual,NA,NA,NA,NA,NA,NA,2021-01-25,2021-01-27,Actual,"November 14, 2020",Actual,2020-11-14,January 2021,2021-01-31,"January 14, 2021",Actual,2021-01-14,"January 14, 2021",Actual,2021-01-14,NA,Interventional,DW-MSC,,Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients,"Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients: Randomized, Double-blind, and Placebo-controlled",Completed,NA,Phase 1,9,Actual,Ina-Respond,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:17Z,2021-09-26T01:55:17Z,15307656,NCT04535856,Corona Virus Infection,corona virus infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-07-30,NA,NA,2020-08-31,2020-08-31,2020-09-02,Actual,NA,NA,NA,NA,NA,NA,2020-08-31,2020-09-02,Actual,"July 15, 2020",Actual,2020-07-15,August 2020,2020-08-31,July 2021,Anticipated,2021-07-31,May 2021,Anticipated,2021-05-31,NA,Interventional,COVID-19,,Efficacy of Vitamin D Supplementation to Prevent the Risk of Acquiring COVID-19 in Healthcare Workers,Efficacy of Vitamin D Supplementation to Prevent the Risk of Acquiring or Evolving Into the Severe Form of COVID-19 in Healthcare Workers Caring for Patients With the Disease. Blinded Randomized Clinical Trial,Recruiting,NA,Phase 3,400,Anticipated,"CoordinaciÃ³n de InvestigaciÃ³n en Salud, Mexico",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-09-26T01:55:17Z,2021-09-26T01:55:17Z,15307664,NCT04535791,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-31,NA,NA,2021-08-03,2020-09-01,2020-09-02,Actual,NA,NA,NA,NA,NA,NA,2021-08-03,2021-08-04,Actual,"October 9, 2020",Actual,2020-10-09,July 2021,2021-07-31,December 2021,Anticipated,2021-12-31,November 2021,Anticipated,2021-11-30,NA,Interventional,ASUNCTIS,,Asunercept in Patients With Severe COVID-19,"A Multicenter, Randomised, Controlled, Open Label Trial on the Efficacy and Safety of Asunercept for Patients With Severe COVID-19 Disease",Recruiting,NA,Phase 2,400,Anticipated,Apogenix AG,,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:18Z,2021-09-26T01:55:18Z,15307678,NCT04535674,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-29,NA,NA,2020-08-31,2020-08-31,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2020-08-31,2020-09-01,Actual,"March 31, 2020",Actual,2020-03-31,August 2020,2020-08-31,"June 1, 2022",Anticipated,2022-06-01,"June 1, 2021",Anticipated,2021-06-01,NA,Observational,PROLUN,,Patient-reported Outcomes and Lung Function After Hospitalization for COVID-19,Patient-reported Outcomes and Lung Function After Hospitalization for COVID-19,"Active, not recruiting",NA,NA,264,Actual,"University Hospital, Akershus",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:55:23Z,2021-09-26T01:55:23Z,15307788,NCT04535154,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-29,NA,NA,2021-06-22,2020-08-29,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2021-06-22,2021-06-24,Actual,"March 24, 2020",Actual,2020-03-24,June 2021,2021-06-30,"March 30, 2022",Anticipated,2022-03-30,"December 31, 2021",Anticipated,2021-12-31,90 Days,Observational [Patient Registry],CORONA-VTE NET,,"COVID-19 Registry to Assess Frequency, Risk Factors, Management, and Outcomes of Arterial and Venous Thromboembolic Complications","COVID-19 Registry to Assess Frequency, Risk Factors, Management, and Outcomes of Arterial and Venous Thromboembolic Complications (CORONA-VTE NETWORK)",Recruiting,NA,NA,10000,Anticipated,Brigham and Women's Hospital,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:23Z,2021-09-26T01:55:23Z,15307791,NCT04535128,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-29,NA,NA,2020-08-31,2020-08-29,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2020-08-31,2020-09-02,Actual,"April 18, 2020",Actual,2020-04-18,August 2020,2020-08-31,"February 25, 2021",Anticipated,2021-02-25,"December 30, 2020",Anticipated,2020-12-30,NA,Interventional,NA,,Convalescent Plasma as Potential Therapy for Severe COVID-19 Pneumonia,Convalescent Plasma as Potential Therapy for Severe COVID-19 Pneumonia,Recruiting,NA,Phase 3,200,Anticipated,Centro de EducaciÃ³n Medica e Investigaciones ClÃ­nicas Norberto Quirno,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,we will to share results to compare data with other studies with convalescent plasma infusion in COVID 19 patients after finishing our study,2021-09-26T01:55:24Z,2021-09-26T01:55:24Z,15307805,NCT04535063,Covid19 Pneumonia,covid19 pneumonia
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-05,NA,NA,2021-02-08,2020-08-30,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2021-02-08,2021-02-09,Actual,"July 24, 2020",Actual,2020-07-24,February 2021,2021-02-28,"January 8, 2021",Actual,2021-01-08,"December 12, 2020",Actual,2020-12-12,NA,Interventional,NA,,Anti-inflammatory Effect of Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia,"Randomized Trial, Anti-inflammatory Effect of Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia",Completed,NA,N/A,30,Actual,Instituto Mexicano del Seguro Social,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:55:26Z,2021-09-26T01:55:26Z,15307839,NCT04534790,COVID-19 Pneumonia,covid-19 pneumonia
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-30,NA,NA,2021-08-11,2020-08-30,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2021-08-11,2021-08-12,Actual,"December 17, 2020",Actual,2020-12-17,August 2021,2021-08-31,December 2021,Anticipated,2021-12-31,December 2021,Anticipated,2021-12-31,NA,Interventional,C-SMART,,COVID-19 Prevention and Treatment in Cancer; a Sequential Multiple Assignment Randomised Trial;,COVID-19 Prevention and Treatment in Cancer; a Sequential Multiple Assignment Randomised Trial; C-SMART Study.,Recruiting,NA,Phase 3,2282,Anticipated,"Peter MacCallum Cancer Centre, Australia",,4,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:27Z,2021-09-26T01:55:27Z,15307847,NCT04534725,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-26,NA,NA,2020-09-01,2020-08-26,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2020-09-01,2020-09-03,Actual,"September 1, 2020",Anticipated,2020-09-01,September 2020,2020-09-30,"January 15, 2021",Anticipated,2021-01-15,"January 15, 2021",Anticipated,2021-01-15,NA,Observational,QUANTICO-RETRO,,Automated Quantification of Radiologic Pulmonary Alteration During Acute Respiratory Failure,Automated Quantification of Radiologic Pulmonary Alteration During Acute Respiratory Failure: Application to the COVID-19 Pandemic,Recruiting,NA,NA,1000,Anticipated,"University Hospital, Strasbourg, France",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:32Z,2021-09-26T01:55:32Z,15307887,NCT04534400,SARS-CoV-2 Infection,sars-cov-2 infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-04-20,NA,NA,2020-08-30,2020-08-30,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2020-08-30,2020-09-01,Actual,"August 5, 2020",Actual,2020-08-05,August 2020,2020-08-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Interventional,NA,,Pegylated Interferon Lambda for Treatment of COVID-19 Infection,Pegylated Interferon Lambda for Treatment of COVID-19 Infection- A Randomized Open Label Pilot Trial,Recruiting,NA,Phase 2,40,Anticipated,Soroka University Medical Center,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:55:27Z,2021-09-26T01:55:27Z,15307853,NCT04534673,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-26,NA,NA,2021-09-16,2020-08-28,2020-08-31,Actual,NA,NA,NA,NA,NA,NA,2021-09-16,2021-09-20,Actual,"September 3, 2020",Actual,2020-09-03,September 2021,2021-09-30,"August 23, 2021",Actual,2021-08-23,"August 5, 2021",Actual,2021-08-05,NA,Interventional,NA,,COVID-19 Treatment in South Africa,"Phase 2, Exploratory, Single Center, Randomized, Open Label, Adaptive Clinical Trial to Compare Safety and Efficacy of Four Different Experimental Drug Regimens to Standard of Care for the Treatment of Symptomatic Outpatients With COVID-19",Completed,NA,Phase 2,192,Actual,Shin Poong Pharmaceutical Co. Ltd.,,5,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:55:51Z,2021-09-26T01:55:51Z,15308123,NCT04532931,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-31,NA,NA,2020-08-31,2020-08-31,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2020-08-31,2020-09-01,Actual,"May 11, 2020",Actual,2020-05-11,August 2020,2020-08-31,"March 31, 2021",Anticipated,2021-03-31,"June 30, 2020",Actual,2020-06-30,NA,Observational,C19CHILD,,COVID-19 Child Health Investigation of Latent Disease in Hamburg,Prevalence of Infection and Seroconversion and the Clinical Course of the Novel Coronavirus SARS-CoV-2 Infection in Children Between 0 to 18 Years of Age in Hamburg and Surroundings,"Active, not recruiting",NA,NA,6000,Actual,UniversitÃ¤tsklinikum Hamburg-Eppendorf,,NA,4,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:55:28Z,2021-09-26T01:55:28Z,15307860,NCT04534608,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-31,NA,NA,2021-04-28,2020-08-31,2020-09-01,Actual,NA,NA,NA,NA,NA,NA,2021-04-28,2021-04-29,Actual,"April 30, 2019",Actual,2019-04-30,April 2021,2021-04-30,March 2022,Anticipated,2022-03-31,March 2022,Anticipated,2022-03-31,NA,Observational,SBHC,,Data Collection on the Model Schools Pediatric Health Initiative at 5 SBHC Sites: COVID-19 Questionnaire,Data Collection on the Model Schools Pediatric Health Initiative at 5 School Based Health Clinic (SBHC) Sites: COVID-19 Questionnaire,Recruiting,NA,NA,1500,Anticipated,Unity Health Toronto,,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:55:28Z,2021-09-26T01:55:28Z,15307861,NCT04534595,COVID-19 Experience,covid-19 experience
