nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,mesh_term,downcase_mesh_term,mesh_type
NA,2020-08-16,NA,NA,2020-08-31,2020-08-16,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2020-08-31,2020-09-01,Actual,"August 31, 2020",Actual,2020-08-31,August 2020,2020-08-31,August 2022,Anticipated,2022-08-31,August 2021,Anticipated,2021-08-31,NA,Interventional,NA,NA,Eltrombopag Plus rhTPO Versus Eltrombopag for ITP During the COVID-19 Pandemic (ELABORATE-19),The Combination of Eltrombopag and Recombinant Human Thrombopoietin (rhTPO) Versus Eltrombopag Monotherapy as Subsequent Treatment for Immune Thrombocytopenia During the COVID-19 Pandemic,Recruiting,NA,Phase 2,120,Anticipated,Peking University People's Hospital,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:57:34Z,2021-10-12T06:57:34Z,1119241,NCT04516837,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-14,NA,NA,2021-09-09,2020-08-16,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-09-09,2021-09-16,Actual,"August 12, 2020",Actual,2020-08-12,September 2021,2021-09-30,"May 12, 2021",Actual,2021-05-12,"April 25, 2021",Actual,2021-04-25,NA,Interventional,ARCADIA,NA,AZD1656 in Diabetic Patients Hospitalised With Suspected or Confirmed COVID-19,"A Phase II, Randomised, Double-blind, Placebo-controlled Clinical Trial to Assess the Safety and Efficacy of AZD1656 in Diabetic Patients Hospitalised With Suspected or Confirmed COVID-19",Completed,NA,Phase 2,156,Actual,St George Street Capital,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,Requests for access to the data will be accepted beginning 6 months after article publication and will continue to be accepted for up to 5 years after publication.,Researchers must submit a methodologically sound research proposal to St George Street using the contact details provided on our website. See link below.,http://www.sgscapital.org,Yes,Qualified researchers can request access to deidentified individual participant data (IDP) that underlie the published clinical trial results.,2021-10-12T06:57:35Z,2021-10-12T06:57:35Z,1119375,NCT04516759,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-14,NA,NA,2021-10-07,2020-08-14,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-10-07,2021-10-08,Actual,"September 1, 2020",Actual,2020-09-01,October 2021,2021-10-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Interventional,PRONE,NA,"Prone Position and Respiratory Outcomes in Non-Intubated COVID-19 PatiEnts The ""PRONE"" Study","Prone Position and Respiratory Outcomes in Non-Intubated COVID-19 PatiEnts The ""PRONE"" Study",Recruiting,NA,Not Applicable,100,Anticipated,Johns Hopkins University,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:57:33Z,2021-10-12T06:57:33Z,1119053,NCT04517123,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-17,NA,NA,2021-09-27,2020-08-17,2020-08-20,Actual,NA,NA,NA,NA,NA,NA,2021-09-27,2021-09-28,Actual,"January 4, 2021",Actual,2021-01-04,September 2021,2021-09-30,February 2022,Anticipated,2022-02-28,"December 1, 2021",Anticipated,2021-12-01,NA,Observational,NA,NA,Home-based Kidney Care in Native Americans of New Mexico (HBKC) - Enhancement: COVID-19 Study,Home-based Kidney Care in Native Americans of New Mexico (HBKC) - COVID-19 Related Disruption in Health and Health Care,Recruiting,NA,NA,529,Anticipated,University of New Mexico,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:57:09Z,2021-10-12T06:57:09Z,1117344,NCT04520191,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-18,NA,NA,2021-09-21,2020-08-18,2020-08-19,Actual,NA,NA,NA,NA,NA,NA,2021-09-21,2021-09-22,Actual,"June 23, 2020",Actual,2020-06-23,September 2021,2021-09-30,"December 31, 2021",Anticipated,2021-12-31,"August 31, 2021",Actual,2021-08-31,NA,Observational,MFMU COVID-19,NA,Maternal Morbidity and Mortality During the COVID-19 Pandemic,Maternal Morbidity and Mortality During the COVID-19 Pandemic,Recruiting,NA,NA,26400,Anticipated,The George Washington University Biostatistics Center,NA,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data will be shared per NIH policy.,2021-10-12T06:57:14Z,2021-10-12T06:57:14Z,1117711,NCT04519502,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-10,NA,NA,2020-10-14,2020-08-13,2020-08-14,Actual,NA,NA,NA,NA,NA,NA,2020-10-14,2020-10-19,Actual,"August 1, 2020",Actual,2020-08-01,October 2020,2020-10-31,February 2021,Anticipated,2021-02-28,January 2021,Anticipated,2021-01-31,NA,Interventional,NA,NA,Allocetra-OTS in COVID-19,"A Multi-Center, Open-Label Study, Evaluating Safety of Allocetra-OTS for the Prevention of Organ-Failure Deterioration in Severe Patients With COVID-19 and Respiratory Dysfunction","Active, not recruiting",NA,Phase 1,5,Actual,Hadassah Medical Organization,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:57:58Z,2021-10-12T06:57:58Z,1120992,NCT04513470,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-05,NA,NA,2021-07-22,2020-08-17,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-07-22,2021-07-26,Actual,"January 21, 2021",Actual,2021-01-21,July 2021,2021-07-31,"June 30, 2023",Anticipated,2023-06-30,"December 31, 2022",Anticipated,2022-12-31,NA,Interventional,CONVINCE,NA,CorONa Virus edoxabaN ColchicinE (CONVINCE) COVID-19,Efficacy and Safety of Edoxaban and or Colchicine for Patients With SARS-CoV-2 Infection Managed in the Out of Hospital Setting,Recruiting,NA,Phase 3,420,Anticipated,"University Hospital Inselspital, Berne",NA,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:57:34Z,2021-10-12T06:57:34Z,1119278,NCT04516941,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-17,NA,NA,2020-08-18,2020-08-17,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2020-08-18,2020-08-20,Actual,"August 1, 2020",Actual,2020-08-01,August 2020,2020-08-31,"December 30, 2020",Anticipated,2020-12-30,"November 30, 2020",Anticipated,2020-11-30,NA,Interventional,CPCP,NA,Convalescent Plasma for COVID-19 Patients,Assessment of the Safety of Convalescent Plasma to Treat COVID-19 Patients With Moderate and Above Illness,Enrolling by invitation,NA,Early Phase 1,10,Anticipated,Vinmec Research Institute of Stem Cell and Gene Technology,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:57:34Z,2021-10-12T06:57:34Z,1119162,NCT04516954,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-16,NA,NA,2020-08-16,2020-08-16,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2020-08-16,2020-08-18,Actual,"March 19, 2020",Actual,2020-03-19,August 2020,2020-08-31,"August 15, 2020",Actual,2020-08-15,"July 13, 2020",Actual,2020-07-13,NA,Observational,NA,NA,Experience of Orthopaedic and Spine Center Pakistan During COVID-19,Experience of Workforce From Orthopaedic and Spine Center Ghurki Trust Hospital Pakistan During COVID-19,Completed,NA,NA,2160,Actual,Ghurki Trust and Teaching Hospital,NA,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:57:35Z,2021-10-12T06:57:35Z,1119290,NCT04516824,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-17,NA,NA,2021-09-26,2020-08-17,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-09-26,2021-10-04,Actual,"August 18, 2020",Actual,2020-08-18,September 2021,2021-09-30,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Interventional,FERMIN,NA,FEnofibRate as a Metabolic INtervention for COVID-19,FEnofibRate as a Metabolic INtervention for Coronavirus Disease 2019,Enrolling by invitation,NA,Phase 2,700,Anticipated,University of Pennsylvania,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,No,Not making it available,2021-10-12T06:57:31Z,2021-10-12T06:57:31Z,1118987,NCT04517396,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-17,NA,NA,2020-08-21,2020-08-17,2020-08-19,Actual,NA,NA,NA,NA,NA,NA,2020-08-21,2020-08-25,Actual,"March 1, 2020",Actual,2020-03-01,August 2020,2020-08-31,"August 5, 2020",Actual,2020-08-05,"July 1, 2020",Actual,2020-07-01,NA,Interventional,NA,NA,Toclizumam Versus Dexamethasone in Severe Covid-19 Cases,Toclizumam Versus Dexamethasone in Severe Covid-19 Cases,Completed,NA,Not Applicable,69,Actual,South Valley University,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:57:18Z,2021-10-12T06:57:18Z,1118110,NCT04519385,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-16,NA,NA,2021-05-02,2020-08-16,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-05-02,2021-05-06,Actual,"August 19, 2020",Actual,2020-08-19,May 2021,2021-05-31,"February 2, 2021",Actual,2021-02-02,"February 2, 2021",Actual,2021-02-02,NA,Interventional,NA,NA,Efficacy of L. Plantarum and P. Acidilactici in Adults With SARS-CoV-2 and COVID-19,Efficacy and Safety of Lactobacillus Plantarum and Pediococcus Acidilactici as Co-adjuvant Therapy for Reducing the Risk of Severe Disease in Adults With SARS-CoV-2 and Its Modulation of the Fecal Microbiota: A Randomized Clinical Trial,Completed,NA,Not Applicable,300,Actual,"AB Biotics, SA",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,"From the moment of manuscript publication, without time limit.",Formal request with a defined analysis plan. Please contact espadaler@ab-biotics.com or medical@ab-biotics.com,NA,Yes,"Deidentified individual patient data (IPD), together with data dictionary defining each field in the set, will be made public upon any formal requests with a defined analysis plan.",2021-10-12T06:57:31Z,2021-10-12T06:57:31Z,1119000,NCT04517422,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-18,NA,NA,2020-08-18,2020-08-18,2020-08-19,Actual,NA,NA,NA,NA,NA,NA,2020-08-18,2020-08-19,Actual,"April 1, 2020",Actual,2020-04-01,August 2020,2020-08-31,"June 30, 2020",Actual,2020-06-30,"June 30, 2020",Actual,2020-06-30,NA,Observational,CORONA,NA,Evolution of COVID-19 in Anticoagulated or Antiaggregated Patients (CORONA Study),Evolution of COVID-19 in Anticoagulated or Antiaggregated Patients,Completed,NA,NA,1707,Actual,FundaciÃ³ Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau,NA,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:57:20Z,2021-10-12T06:57:20Z,1118230,NCT04518735,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-18,NA,NA,2020-08-18,2020-08-18,2020-08-19,Actual,NA,NA,NA,NA,NA,NA,2020-08-18,2020-08-19,Actual,"August 18, 2020",Actual,2020-08-18,August 2020,2020-08-31,"August 18, 2021",Anticipated,2021-08-18,"February 17, 2021",Anticipated,2021-02-17,NA,Observational,iGenes-COVID19,NA,Investigating the Involvement of ACE and Angiotensinogen Genes' Polymorphism Along With Other Thrombophilic Genotypes in Severe Forms of COVID-19 With/Without Thrombotic Events,Investigating the Involvement of ACE and Angiotensinogen Genes' Polymorphism Along With Other Thrombophilic Genotypes in Severe Forms of COVID-19 With/Without Thrombotic Events,Recruiting,NA,NA,60,Anticipated,Grigore T. Popa University of Medicine and Pharmacy,NA,NA,3,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,Samples With DNA,Blood with complete thrombophilic profile testing and RAAS components assessment through PCR (multiplex PCR and reverse hybridization of DNA to assess the presence of prothrombotic genotypes),NA,NA,NA,Yes,NA,2021-10-12T06:57:16Z,2021-10-12T06:57:16Z,1117868,NCT04519398,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-06-23,NA,NA,2020-08-17,2020-08-17,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2020-08-17,2020-08-18,Actual,"March 9, 2020",Actual,2020-03-09,June 2020,2020-06-30,"December 31, 2020",Anticipated,2020-12-31,"May 24, 2020",Actual,2020-05-24,NA,Observational,COMETS,NA,Coronavirus Studied by Metagenomics in ARDS COVID-19 Patients,Characterization and Prognostic Impact of Inflammatory Responses by Host Transcriptomics and Co-infection by Metagenomics in Patients With ARDS COVID-19 in Intensive Care,"Active, not recruiting",NA,NA,180,Anticipated,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"Nasopharyngeal Swab, Bronchoalveolar lavage",NA,NA,NA,NA,NA,2021-10-12T06:57:38Z,2021-10-12T06:57:38Z,1119481,NCT04516486,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-14,NA,NA,2021-05-25,2020-08-17,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-05-25,2021-05-26,Actual,"January 31, 2021",Actual,2021-01-31,May 2021,2021-05-31,"April 4, 2021",Actual,2021-04-04,"April 4, 2021",Actual,2021-04-04,NA,Interventional,NA,NA,Prosocial Behavior Can Safeguard Mental Health and Foster Emotional Well-being During the COVID-19 Pandemic,Prosocial Behavior Can Safeguard Mental Health and Foster Emotional Well-being During the COVID-19 Pandemic: A Randomized Clinical Trial,Completed,NA,Not Applicable,1328,Actual,University of Toronto,NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,"After the publication of the paper and perpetually. The investigators plan to publish the study as a registered report, so study information will also be available as part of the report protocol.",NA,https://osf.io/63yg9/,Yes,"Using an OSF repository, other researchers and readers of the published study will have access to the IPD.",2021-10-12T06:57:34Z,2021-10-12T06:57:34Z,1119174,NCT04517006,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-15,NA,NA,2021-02-08,2020-08-15,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-02-08,2021-02-09,Actual,"June 1, 2020",Actual,2020-06-01,August 2020,2020-08-31,"September 30, 2022",Anticipated,2022-09-30,"September 30, 2021",Anticipated,2021-09-30,3 Months,Observational [Patient Registry],NA,NA,Renal Biomarkers in AKI and COVID-19,Acute Kidney Injury In Subjects With Severe Acute Respiratory Syndrome Due to SARS-CoV2 Infection,Recruiting,NA,NA,90,Anticipated,Instituto Nacional de Enfermedades Respiratorias,NA,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,Samples With DNA,"The SARS-CoV-2 RNA will be obtained from 200 microliters of urine, by standard methods",NA,NA,NA,NA,NA,2021-10-12T06:57:31Z,2021-10-12T06:57:31Z,1118967,NCT04517630,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-08-14,NA,NA,2021-08-19,2020-08-17,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-08-19,2021-08-25,Actual,"August 1, 2020",Actual,2020-08-01,August 2021,2021-08-31,"August 1, 2022",Anticipated,2022-08-01,"August 1, 2022",Anticipated,2022-08-01,NA,Observational,NA,NA,Blood Volume Assessment in COVID-19 ICU Patients - BVAC19,"Blood Volume, Components and Capillary Leak in SARS-CoV-2 Infections",Recruiting,NA,NA,40,Anticipated,NYU Langone Health,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:57:31Z,2021-10-12T06:57:31Z,1118884,NCT04517695,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-12,NA,NA,2020-09-24,2020-08-17,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2020-09-24,2020-09-25,Actual,"September 21, 2020",Actual,2020-09-21,September 2020,2020-09-30,"July 31, 2022",Anticipated,2022-07-31,"December 30, 2021",Anticipated,2021-12-30,NA,Interventional,NA,NA,Therapeutic Use of Convalescent Plasma in the Treatment of Patients With Moderate to Severe COVID-19,"A Prospective, Randomized, Placebo-controlled, Double-blinded, Phase III Clinical Trial of the Therapeutic Use of Convalescent Plasma in the Treatment of Patients With Moderate to Severe COVID-19",Recruiting,NA,Phase 3,600,Anticipated,South African National Blood Service,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,Undecided,undecided,NA,Yes,"Where available and applicable, the results of this study will be reported to the appropriate scientific and management divisions of participating institutions. In addition, interim results may be communicated to lay press if doing so is deemed appropriate and relevant by the Study Management Committee. Interim and final results will be presented at various scientific congresses, meeting and in appropriate peer-reviewed scientific journals. Under no circumstances will personal identifier be revealed to any party not legally entitled to such information.",2021-10-12T06:57:35Z,2021-10-12T06:57:35Z,1119303,NCT04516811,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-14,NA,NA,2021-02-13,2020-08-14,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-02-13,2021-02-17,Actual,"August 19, 2020",Actual,2020-08-19,February 2021,2021-02-28,"June 19, 2021",Anticipated,2021-06-19,"February 19, 2021",Anticipated,2021-02-19,NA,Interventional,NA,NA,Intramuscular Effect of Polymerized Type I Collagen on the Cytokine Storm in COVID-19 Patients,Effect of Collagen-Polyvinylpyrrolidone for the Treatment of Hyperinflammation and the Pulmonary Fibrosis in COVID-19 Patients. Double Blind Placebo-controlled Pilot Trial,Recruiting,NA,Phase 1/Phase 2,90,Anticipated,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,Data will be provided based on requirement,2021-10-12T06:57:35Z,2021-10-12T06:57:35Z,1119359,NCT04517162,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-17,NA,NA,2021-07-01,2020-08-17,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2021-07-01,2021-07-02,Actual,"August 28, 2020",Actual,2020-08-28,July 2021,2021-07-31,"February 14, 2023",Anticipated,2023-02-14,"March 5, 2021",Actual,2021-03-05,NA,Interventional,NA,NA,"Phase III Double-blind, Placebo-controlled Study of AZD1222 for the Prevention of COVID-19 in Adults","A Phase III Randomized, Double-blind, Placebo-controlled Multicenter Study in Adults, to Determine the Safety, Efficacy, and Immunogenicity of AZD1222, a Non-replicating ChAdOx1 Vector Vaccine, for the Prevention of COVID-19","Active, not recruiting",NA,Phase 3,32459,Actual,AstraZeneca,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,"AstraZeneca will meet or exceed data availability as per the commitments made to the EFPIA Pharma Data Sharing Principles. For details of our timelines, please rerefer to our disclosure commitment at https://astrazenecagrouptrials.pharmacm.com/ST/Submission/Disclosure","When a request has been approved AstraZeneca will provide access to the de-identified individual patient-level data in an approved sponsored tool . Signed Data Sharing Agreement (non-negotiable contract for data accessors) must be in place before accessing requested information. Additionally, all users will need to accept the terms and conditions of the SAS MSE to gain access. For additional details, please review the Disclosure Statements at https://astrazenecagrouptrials.pharmacm.com/ST/Submission/Disclosure",https://astrazenecagroup-dt.pharmacm.com/DT/Home,Yes,Qualified researchers can request access to anonymized individual patient-level data from AstraZeneca group of companies sponsored clinical trials via the request portal. All request will be evaluated as per the AZ disclosure commitment: https://astrazenecagrouptrials.pharmacm.com/ST/Submission/Disclosure,2021-10-12T06:57:36Z,2021-10-12T06:57:36Z,1119387,NCT04516746,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-11,NA,NA,2020-08-13,2020-08-13,2020-08-17,Actual,NA,NA,NA,NA,NA,NA,2020-08-13,2020-08-17,Actual,"August 11, 2020",Actual,2020-08-11,August 2020,2020-08-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Interventional,NA,NA,Characteristics in Post Covid-19 Patients,Clinical Respiratory Investigation in Post Covid-19 Patients,Recruiting,NA,Not Applicable,20,Anticipated,Universidade Metodista de Piracicaba,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T06:57:50Z,2021-10-12T06:57:50Z,1120337,NCT04514705,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-08-11,NA,NA,2021-09-07,2020-08-11,2020-08-12,Actual,NA,NA,NA,NA,NA,NA,2021-09-07,2021-09-08,Actual,"October 23, 2020",Actual,2020-10-23,September 2021,2021-09-30,"August 17, 2021",Actual,2021-08-17,"August 17, 2021",Actual,2021-08-17,NA,Interventional,CanCovDia,NA,Canakinumab in Patients With COVID-19 and Type 2 Diabetes,Canakinumab in Patients With COVID-19 and Type 2 Diabetes - CanCovDia Trial,Completed,NA,Phase 3,116,Actual,"University Hospital, Basel, Switzerland",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T06:58:24Z,2021-10-12T06:58:24Z,1122657,NCT04510493,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-08-12,NA,NA,2021-05-08,2020-08-12,2020-08-13,Actual,NA,NA,NA,NA,NA,NA,2021-05-08,2021-05-12,Actual,"June 15, 2020",Actual,2020-06-15,May 2021,2021-05-31,"June 25, 2020",Actual,2020-06-25,"June 25, 2020",Actual,2020-06-25,NA,Observational,NA,NA,Parental Attitude Toward Children Dental Treatment During COVID-19 Pandemic,Parental Attitude Toward Children Dental Treatment and Care During COVID-19 Pandemic (Cross -Sectional Study),Completed,NA,NA,267,Actual,Cairo University,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T06:58:12Z,2021-10-12T06:58:12Z,1121814,NCT04512300,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-08-10,NA,NA,2020-08-19,2020-08-17,2020-08-18,Actual,NA,NA,NA,NA,NA,NA,2020-08-19,2020-08-21,Actual,"June 15, 2020",Actual,2020-06-15,August 2020,2020-08-31,July 2021,Anticipated,2021-07-31,May 2021,Anticipated,2021-05-31,NA,Interventional,IONIC,NA,IMU-838 and Oseltamivir in the Treatment of COVID-19,"Prospective, Randomized, Parallel-Group, Open-Label Study to Evaluate the Efficacy and Safety of IMU-838, in Combination With Oseltamivir, in Adults With COVID-19",Recruiting,NA,Phase 2,120,Anticipated,University Hospitals Coventry and Warwickshire NHS Trust,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T06:57:35Z,2021-10-12T06:57:35Z,1119265,NCT04516915,Coronavirus Infections,coronavirus infections,mesh-ancestor
